model,pearson_mean,pearson_median,pearson_std,rmse_mean,mae_mean,positive_seeds,n_seeds
A4,0.2760109969058088,0.26458415834871,0.02128509061975285,11.28788843864018,9.178069201926968,3,3
A3,0.27761543467280975,0.278048747472099,0.03629820127610671,11.402321578947495,9.278555752576771,3,3
LF0,0.27166256629353797,0.2685316139538014,0.020353158157565457,11.454580552868398,9.291348604434882,3,3
LF1,0.27945632089367173,0.27894749034259125,0.028737228836006955,11.148323586446859,9.109814470558343,3,3
LF2,0.2804790965246743,0.28665695016823,0.027461775762660446,11.186288556525787,9.125571747262638,3,3
