module_id,module,raw_score,prior_score
0,frontal_executive,0.4345900630605122,0.6390241238868264
1,sensorimotor,0.4159619869503324,0.6116332766774476
2,parietal_attention,0.6800839699402017,1.0
3,temporal_language_memory,0.0,0.0
4,occipital_visual,0.1392773651542227,0.20479436556410682
5,cingulo_insular_limbic,0.1931341450412077,0.28398573349433537
6,subcortical,0.06279744402583813,0.09233778004113194
7,cerebellar_vermis,0.08519808356711157,0.12527582965174558
