target,seed,fold,model_id,prior_type,evaluation_type,n_train,n_test,test_indices_hash,selected_hyperparameter_hash,coefficient_artifact,prior_alignment_pearson,prior_alignment_spearman,prior_alignment_top10_jaccard,pearson,rmse,mae
working_memory,1,3,A4_modality_ridge,none,retuned_base,330,82,1bb495d850934d97,4ae14dcae3d7e452,outputs/iclr/msancr_final_10x5/coefficients/A4_modality_ridge__none/seed01_fold03.npz,0.11815863117942461,0.11544848587240353,0.05263157894736842,0.29816610945017585,11.704565524944284,9.584137197075796
working_memory,1,4,A2_fc_laplacian,matched,retuned_base,330,82,d46f3f6926276995,331fd09576665913,outputs/iclr/msancr_final_10x5/coefficients/A2_fc_laplacian__matched/seed01_fold04.npz,-0.4605374992236849,-0.07400228325372118,0.0,0.32680853314823266,10.452571901867955,7.8454203375381235
working_memory,1,4,A3_msancr,matched,retuned_base,330,82,d46f3f6926276995,977017089204073d,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__matched/seed01_fold04.npz,0.044411880214660415,0.3936465999412609,0.0,0.3356683366055649,10.442235806385519,7.78081198854058
working_memory,1,4,A4_iso_same_solver,uniform,retuned_base,330,82,d46f3f6926276995,1a9d8a819b9f2772,outputs/iclr/msancr_final_10x5/coefficients/A4_iso_same_solver__uniform/seed01_fold04.npz,0.1656540315565717,0.18657330861389393,0.1111111111111111,0.31010685627047596,10.30886295711362,8.234114336560607
working_memory,1,4,A4_modality_ridge,none,retuned_base,330,82,d46f3f6926276995,4ae14dcae3d7e452,outputs/iclr/msancr_final_10x5/coefficients/A4_modality_ridge__none/seed01_fold04.npz,0.11904205869362448,0.1660387040493379,0.1111111111111111,0.3193674805469713,10.547461592151068,7.998205877104745
working_memory,2,0,A2_fc_laplacian,matched,retuned_base,329,83,a26c3f775a4bf796,d2b651883bdf1efa,outputs/iclr/msancr_final_10x5/coefficients/A2_fc_laplacian__matched/seed02_fold00.npz,-0.49154683904230423,-0.21674432839654897,0.0,0.37152556176659435,12.090916803245003,9.907825894322267
working_memory,2,0,A3_msancr,matched,retuned_base,329,83,a26c3f775a4bf796,025bdee7774c0424,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__matched/seed02_fold00.npz,-0.19393308793702876,0.1489162752526278,0.0,0.3746255915039784,12.06358636256854,9.868915076812659
working_memory,2,0,A4_iso_same_solver,uniform,retuned_base,329,83,a26c3f775a4bf796,c65f6b667fe32338,outputs/iclr/msancr_final_10x5/coefficients/A4_iso_same_solver__uniform/seed02_fold00.npz,0.09906488239910798,0.06493135826997765,0.1111111111111111,0.3347788122285997,11.863549793560267,9.713097198939261
working_memory,2,0,A4_modality_ridge,none,retuned_base,329,83,a26c3f775a4bf796,c44c4f59927e2960,outputs/iclr/msancr_final_10x5/coefficients/A4_modality_ridge__none/seed02_fold00.npz,0.018370926771414088,0.0028389917888052315,0.05263157894736842,0.36234741941949955,12.182878448261448,9.927831441805903
working_memory,2,1,A2_fc_laplacian,matched,retuned_base,329,83,1ad80dbf1d2cbf53,314e5f999a0e44bb,outputs/iclr/msancr_final_10x5/coefficients/A2_fc_laplacian__matched/seed02_fold01.npz,-0.4936463197354772,-0.1820840085901328,0.0,0.3960937824783222,10.229108283775012,8.416977636602784
working_memory,2,1,A3_msancr,matched,retuned_base,329,83,1ad80dbf1d2cbf53,55fb694ff760fd97,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__matched/seed02_fold01.npz,0.2584190699127841,0.49730057521139226,0.0,0.4184149250493215,10.234585589328898,8.194947162333216
working_memory,2,1,A4_iso_same_solver,uniform,retuned_base,329,83,1ad80dbf1d2cbf53,c65f6b667fe32338,outputs/iclr/msancr_final_10x5/coefficients/A4_iso_same_solver__uniform/seed02_fold01.npz,0.033142447161396416,-0.022954287268022785,0.05263157894736842,0.33685193900513477,10.561172635123732,8.885039151199255
