target,seed,fold,model_id,prior_type,evaluation_type,n_train,n_test,test_indices_hash,selected_from_prior,selected_hyperparameter_hash,coefficient_artifact,lambda_fc,lambda_sc,lambda_l,gamma,lifting,prior_alignment_pearson,prior_alignment_spearman,prior_alignment_top10_jaccard,pearson,rmse,mae
working_memory,0,0,A3_msancr,random,fixed_prior_swap,329,83,1a5da6a5862e939c,matched,81e7d57fdde7cdf7,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__random/seed00_fold00.npz,0.01,1.0,0.03,0.1,prod,-0.10163826135346515,-0.07904553289481014,0.05263157894736842,0.11484925972036464,12.26369472625794,10.121316034752043
working_memory,0,0,A3_msancr,shuffled,fixed_prior_swap,329,83,1a5da6a5862e939c,matched,81e7d57fdde7cdf7,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__shuffled/seed00_fold00.npz,0.01,1.0,0.03,0.1,prod,0.013175167603992784,-0.025927919588817423,0.05263157894736842,0.13268789644303525,12.416585300121863,10.165792825806824
working_memory,0,0,A3_msancr,unrelated,fixed_prior_swap,329,83,1a5da6a5862e939c,matched,81e7d57fdde7cdf7,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__unrelated/seed00_fold00.npz,0.01,1.0,0.03,0.1,prod,-0.32362682180432134,0.05421012505127821,0.05263157894736842,0.13565754192052995,12.06035137461468,9.915754606603047
working_memory,0,1,A3_msancr,random,fixed_prior_swap,329,83,c55ff7edd3b18f4b,matched,cc9164c2e0fdc652,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__random/seed00_fold01.npz,1.0,10.0,0.1,0.5,mean,0.2160392726510762,0.21911015488722,0.1111111111111111,0.12870741733340535,10.92756725518011,8.606620923949123
working_memory,0,1,A3_msancr,shuffled,fixed_prior_swap,329,83,c55ff7edd3b18f4b,matched,cc9164c2e0fdc652,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__shuffled/seed00_fold01.npz,1.0,10.0,0.1,0.5,mean,0.05528345422554877,0.04635096485543934,0.05263157894736842,0.10371390655796617,11.002655067414512,8.646683502423564
working_memory,0,1,A3_msancr,unrelated,fixed_prior_swap,329,83,c55ff7edd3b18f4b,matched,cc9164c2e0fdc652,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__unrelated/seed00_fold01.npz,1.0,10.0,0.1,0.5,mean,0.6280593633946023,0.6743836497562042,0.25,0.12543374407340568,10.958685033391204,8.658534955099332
working_memory,0,2,A3_msancr,random,fixed_prior_swap,330,82,dec2cf043052fa14,matched,ac9f30ca4c9d7459,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__random/seed00_fold02.npz,0.1,1.0,1.0,0.5,prod,-0.049149856420374366,0.05524108683908282,0.05263157894736842,0.2005389186500247,12.410317810198473,9.521795673872479
working_memory,0,2,A3_msancr,shuffled,fixed_prior_swap,330,82,dec2cf043052fa14,matched,ac9f30ca4c9d7459,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__shuffled/seed00_fold02.npz,0.1,1.0,1.0,0.5,prod,-0.05466054455523553,-0.0804034788317319,0.0,0.1569807380749801,12.587866483976944,9.778940587817683
working_memory,0,2,A3_msancr,unrelated,fixed_prior_swap,330,82,dec2cf043052fa14,matched,ac9f30ca4c9d7459,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__unrelated/seed00_fold02.npz,0.1,1.0,1.0,0.5,prod,0.11958932028313207,0.3477534128945855,0.1111111111111111,0.13606742965039686,12.798801126253892,9.90431392414463
working_memory,0,3,A3_msancr,random,fixed_prior_swap,330,82,1a527e0271dad131,matched,4093179c6c4d5fbb,outputs/iclr/msancr_final_10x5/coefficients/A3_msancr__random/seed00_fold03.npz,0.1,1.0,5.0,0.5,mean,0.004086918160029724,0.08735862402707045,0.0,0.38762214378918386,10.560688719700918,9.031415859852281
