original_pearson,original_rmse,original_mae,random_pearson_mean,random_pearson_std,top_pearson,delta_pearson_top,bottom_pearson,delta_pearson_bottom,prior_true_top_pearson,delta_pearson_prior_true_top,prior_random_top_pearson,delta_pearson_prior_random_top,delta_pearson_random,gap_pearson_top_vs_random,gap_pearson_top_vs_bottom,gap_pearson_prior_true_vs_random,gap_pearson_prior_true_vs_prior_random,random_rmse_mean,random_rmse_std,top_rmse,delta_rmse_top,bottom_rmse,delta_rmse_bottom,prior_true_top_rmse,delta_rmse_prior_true_top,prior_random_top_rmse,delta_rmse_prior_random_top,delta_rmse_random,gap_rmse_top_vs_random,gap_rmse_top_vs_bottom,gap_rmse_prior_true_vs_random,gap_rmse_prior_true_vs_prior_random,random_mae_mean,random_mae_std,top_mae,delta_mae_top,bottom_mae,delta_mae_bottom,prior_true_top_mae,delta_mae_prior_true_top,prior_random_top_mae,delta_mae_prior_random_top,delta_mae_random,gap_mae_top_vs_random,gap_mae_top_vs_bottom,gap_mae_prior_true_vs_random,gap_mae_prior_true_vs_prior_random,method_id,method_name,method_family,seed,fold,split_id,n_train,n_val,n_test,topk,mask_mode,random_repeats,device,runtime_seconds
0.2094772174605816,5.675349222536677,4.586731910705566,0.2138891303141568,0.04173489987810877,0.13509306190023523,0.07438415556034636,0.19383688297831186,0.01564033448226973,0.2285635828724059,-0.01908636541182432,0.21176132637851258,-0.002284108917930988,-0.004411912853575201,0.07879606841392156,0.05874382107807663,-0.014674452558249118,-0.01680225649389333,7.895205955961522,2.069072110759619,7.324952974954866,1.649603752418189,14.380226523200285,8.704877300663608,8.530265293197573,2.854916070660896,9.524284543862683,3.848935321326006,2.2198567334248454,-0.5702529810066563,-7.0552735482454185,0.6350593372360507,-0.9940192506651098,6.699871590051306,2.013358568773884,5.60946434664439,1.0227324359388232,13.255527852529502,8.668795941823936,6.9940888278455615,2.407356917139995,8.125949652798205,3.5392177420926387,2.11313967934574,-1.0904072434069167,-7.646063505885112,0.2942172377942551,-1.1318608249526436,M2_TRUE,Meta-GAT (true working-memory prior),meta_gat,0,0,seed00_fold00,279,50,83,10,both,20,cuda,5.668454170227051
0.4597075266961148,4.534442597944151,3.7540835070322793,0.4366209210163173,0.039524308914126026,0.38590548298279936,0.07380204371331545,0.35170586059641007,0.10800166609970474,0.3974811852959772,0.06222634140013761,0.43584827296231266,0.023859253733802155,0.023086605679797534,0.05071543803351791,-0.034199622386389295,0.039139735720340074,0.03836708766633545,5.657265681090517,1.086426055204364,6.086198856596649,1.5517562586524978,8.61245559509259,4.078012997148438,8.772233424697014,4.237790826752862,5.105570102515483,0.571127504571332,1.1228230831463657,0.4289331755061321,-2.52625673849594,3.1149677436064964,3.66666332218153,4.836198048993767,1.0554952604595256,5.275565400181047,1.5214818931487675,7.533205503440765,3.779121996408486,7.3469686163477155,3.592885109315436,4.459241131702101,0.7051576246698219,1.0821145419614875,0.43936735118728,-2.2576401032597184,2.5107705673539487,2.8877274846456142,M2_TRUE,Meta-GAT (true working-memory prior),meta_gat,0,1,seed00_fold01,279,50,83,10,both,20,cuda,4.688644647598267
0.2433395450829925,4.582587003913838,3.959106619765119,0.25114233146917087,0.01862254437571847,0.2645079626850443,-0.021168417602051792,0.24246225874104887,0.0008772863419436172,0.24398756107256392,-0.0006480159895714266,0.2593463708979275,-0.01600682581493501,-0.007802786386178373,-0.01336563121587342,-0.02204570394399541,0.0071547703966069465,0.015358809825363584,5.114675406679494,0.3645725043868431,6.649772815722874,2.0671858118090354,4.603058581647089,0.020471577733250257,6.142965895081128,1.5603788911672893,5.13666145097583,0.5540744470619918,0.5320884027656554,1.53509740904338,2.046714234075785,1.028290488401634,1.0063044441052975,3.9792006283271606,0.1200573331509846,5.044080455128739,1.0849738353636202,4.061344088577643,0.10223746881252405,4.525172187060845,0.5660655672957255,3.939335520674543,-0.019771099090576172,0.020094008562041576,1.0648798268015787,0.9827363665510962,0.545971558733684,0.5858366663863017,M2_TRUE,Meta-GAT (true working-memory prior),meta_gat,0,2,seed00_fold02,280,50,82,10,both,20,cuda,4.0156638622283936
0.3460353067271584,4.8554799043333645,4.104988330748023,0.34100646205190693,0.028631832623359017,0.2970876391947275,0.04894766753243085,0.352933544524206,-0.006898237797047624,0.2910381822100311,0.054997124517127294,0.3550266255398216,-0.00899131881266324,0.005028844675251443,0.04391882285717941,0.055845905329478474,0.04996827984187585,0.06398844332979053,5.380300895451503,0.6743599584658869,5.636175592249143,0.7806956879157783,4.840546127607073,-0.01493377672629137,6.759101546907424,1.903621642574059,5.368567710330912,0.5130878059975474,0.5248209911181387,0.2558746967976395,0.7956294646420696,1.3788006514559203,1.3905338365765116,4.3200007502625635,0.4764875001453969,4.159202040695563,0.05421370994753971,4.235462177090529,0.1304738463425057,4.897278064634742,0.7922897338867188,4.025179188425948,-0.07980914232207503,0.2150124195145402,-0.1607987095670005,-0.07626013639496598,0.5772773143721786,0.8720988762087938,M2_TRUE,Meta-GAT (true working-memory prior),meta_gat,0,3,seed00_fold03,280,50,82,10,both,20,cuda,3.796827793121338
0.1877755290951934,4.533609611116728,3.7794867608605363,0.18940986887929206,0.05665400106067978,0.2370706321282166,-0.0492951030330232,0.2054387591890232,-0.017663230093829807,0.025070472546401802,0.1627050565487916,0.2551559510168332,-0.06738042192163979,-0.0016343397840986595,-0.04766076324892454,-0.031631872939193395,0.16433939633289027,0.2300854784704314,5.432259999302761,1.1676258623606681,5.30704622287169,0.7734366117549616,7.102037501185423,2.568427890068695,8.076967706122893,3.543358095006165,4.376358194000194,-0.1572514171165338,0.8986503881860326,-0.125213776431071,-1.7949912783137334,2.6447077068201326,3.700609512122699,4.5473724278008065,0.929850114472563,4.727198426316424,0.9477116654558881,6.187014568142775,2.407527807282239,6.711264005521449,2.9317772446609127,3.5222547577648626,-0.2572320030956736,0.7678856669402703,0.17982599851561787,-1.4598161418263507,2.1638915777206424,3.1890092477565863,M2_TRUE,Meta-GAT (true working-memory prior),meta_gat,0,4,seed00_fold04,280,50,82,10,both,20,cuda,3.7244644165039062
0.36452537112529404,4.8216481012704735,4.045136543641608,0.333780133757762,0.036593465110616674,0.36585851885646137,-0.0013331477311673279,0.24702221480200307,0.11750315632329097,0.38999902102012696,-0.025473649894832917,0.35228598873740313,0.012239382387890907,0.03074523736753204,-0.03207838509869937,-0.1188363040544583,-0.05621888726236496,-0.037713032282723824,5.778198429260229,0.9237396711712725,5.100791077116143,0.2791429758456694,5.080961892019819,0.2593137907493457,8.208840047420694,3.38719194615022,5.351840739630796,0.5301926383603224,0.9565503279897554,-0.677407352144086,0.019829185096323698,2.4306416181604646,2.8569993077898976,4.659110467405204,0.5898191328255583,4.0314648639724915,-0.013671679669116088,4.448403898491917,0.4032673548503096,6.655153297516237,2.6100167538746293,4.129237025617117,0.08410048197550957,0.6139739237635968,-0.6276456034327129,-0.4169390345194257,1.9960428301110325,2.5259162718991197,M2_TRUE,Meta-GAT (true working-memory prior),meta_gat,1,0,seed01_fold00,279,50,83,10,both,20,cuda,3.8214452266693115
0.06750237085664823,4.985887905938494,4.2572556346295825,0.07613881928398576,0.04204815457876243,0.05962808041784618,0.00787429043880205,0.08962900118034303,-0.0221266303236948,0.05673515342229067,0.01076721743435756,0.09640470112352831,-0.028902330266880077,-0.008636448427337531,0.01651073886613958,0.03000092076249685,0.01940366586169509,0.03966954770123764,6.026345559444057,0.9726652624776122,7.727219602272376,2.741331696333882,5.548818024943376,0.5629301190048821,7.888160089656522,2.9022721837180283,5.270892743097467,0.28500483715897307,1.0404576535055634,1.7008740428283184,2.1784015773289997,1.861814530212465,2.6172673465590552,4.368214966302895,0.9388558044129766,6.15558881644743,1.898333181817848,5.085457031985364,0.8282013973557811,6.353748045771955,2.096492411142372,3.535290913409497,-0.7219647212200853,0.11095933167331218,1.7873738501445358,1.0701317844620668,1.98553307946906,2.8184571323624574,M2_TRUE,Meta-GAT (true working-memory prior),meta_gat,1,1,seed01_fold01,279,50,83,10,both,20,cuda,4.439224720001221
0.3280608049478143,4.616959093151297,3.822497298077839,0.31692470517560994,0.04641701734450915,0.35070271925740826,-0.022641914309593947,0.3566268661397636,-0.028566061191949266,0.1243380322996939,0.20372277264812041,0.3043847503795855,0.0236760545682288,0.011136099772204366,-0.03377801408179831,0.005924146882355319,0.19258667287591605,0.18004671807989162,5.816893289645236,1.240101935867812,5.72535994679734,1.1084008536460432,6.3974585133716255,1.7804994202203286,8.136542715468988,3.5195836223176906,5.038740772465869,0.4217816793145719,1.1999341964939392,-0.09153334284789594,-0.6720985665742853,2.3196494258237514,3.0978019430031187,4.664523978931148,1.0297963372940042,4.253751080210616,0.4312537821327771,5.609983909420851,1.7874866113430121,6.597815490350491,2.7753181922726515,3.8821211675318277,0.059623869453988565,0.8420266808533086,-0.41077289872053147,-1.356232829210235,1.933291511419343,2.715694322818663,M2_TRUE,Meta-GAT (true working-memory prior),meta_gat,1,2,seed01_fold02,280,50,82,10,both,20,cuda,3.260340452194214
0.4000063308269194,4.667435658525799,3.9282565465787562,0.3326851614458289,0.06978227551063815,0.33179164138140854,0.06821468944551085,0.38626078453738494,0.01374554628953445,0.21834737468740173,0.18165895613951766,0.2421857627896066,0.1578205680373128,0.0673211693810905,0.0008935200644203389,0.054469143155976396,0.11433778675842715,0.02383838810220487,6.197635808842856,1.4199741505196422,4.913245559647011,0.2458099011212127,7.5116352110699225,2.844199552544124,6.433988643054757,1.7665529845289587,5.101346827856748,0.4339111693309494,1.5302001503170573,-1.2843902491958445,-2.5983896514229112,0.23635283421190145,1.3326418151980093,5.252918746413254,1.240576313835327,4.282756386733636,0.35449984015488,6.404303422788295,2.4760468762095384,4.9892713732835725,1.0610148267048163,4.442966728675656,0.5147101820968998,1.3246621998344978,-0.9701623596796178,-2.1215470360546584,-0.26364737312968156,0.5463046446079165,M2_TRUE,Meta-GAT (true working-memory prior),meta_gat,1,3,seed01_fold03,280,50,82,10,both,20,cuda,3.81943678855896
0.11440634039953892,4.682623665614235,3.977621136642084,0.13739865568139925,0.02500607072893297,0.17555331568336527,-0.061146975283826344,0.059941392866138095,0.05446494753340083,0.14659330119429692,-0.032186960794757996,0.1302530287605321,-0.015846688360993177,-0.022992315281860326,-0.03815466000196602,-0.11561192281722718,-0.00919464551289767,-0.01634027243376482,5.6767917237880035,0.7404209155460204,6.964474078230338,2.2818504126161026,5.400843651751761,0.7182199861375258,6.619186145640553,1.9365624800263177,5.905697540920833,1.2230738753065982,0.9941680581737682,1.2876823544423344,1.5636304264785768,0.9423944218525495,0.7134886047197195,4.362904705070869,0.5523576243647418,5.378852239469203,1.401231102827119,4.783714736380229,0.8060935997381447,5.030734108715523,1.0531129720734387,4.446018730721822,0.46839759407973824,0.38528356842878475,1.0159475343983342,0.5951375030889743,0.6678294036446539,0.5847153779937004,M2_TRUE,Meta-GAT (true working-memory prior),meta_gat,1,4,seed01_fold04,280,50,82,10,both,20,cuda,3.944817066192627
