target,seed,fold,model_id,prior_type,evaluation_type,n_train,n_test,test_indices_hash,selected_from_prior,selected_hyperparameter_hash,coefficient_artifact,lambda_fc,lambda_sc,lambda_l,gamma,lifting,prior_alignment_pearson,prior_alignment_spearman,prior_alignment_top10_jaccard,pearson,rmse,mae
working_memory,1,4,A3_msancr,random,fixed_prior_swap,330,82,d46f3f6926276995,matched,977017089204073d,outputs/iclr/msancr_refinement/coefficients/A3_msancr__random/seed01_fold04.npz,0.1,1.0,1.0,0.5,mean,0.02285066452138213,0.10799709414487542,0.0,0.3317721300632705,10.455898041468856,7.8879397687769055
working_memory,1,4,A3_msancr,shuffled,fixed_prior_swap,330,82,d46f3f6926276995,matched,977017089204073d,outputs/iclr/msancr_refinement/coefficients/A3_msancr__shuffled/seed01_fold04.npz,0.1,1.0,1.0,0.5,mean,0.03227913647188653,0.001100205489970591,0.05263157894736842,0.2907677533943944,10.732642586973396,8.085337652068183
working_memory,1,4,A3_msancr,unrelated,fixed_prior_swap,330,82,d46f3f6926276995,matched,977017089204073d,outputs/iclr/msancr_refinement/coefficients/A3_msancr__unrelated/seed01_fold04.npz,0.1,1.0,1.0,0.5,mean,-0.10326075829205594,0.29635919839805724,0.0,0.3180292959010249,10.499105423191901,7.978623537543637
working_memory,2,0,A3_msancr,random,fixed_prior_swap,329,83,a26c3f775a4bf796,matched,87396d90de72fc06,outputs/iclr/msancr_refinement/coefficients/A3_msancr__random/seed02_fold00.npz,0.01,0.1,0.1,0.25,mean,-0.030282292131777685,-0.008059197557651708,0.05263157894736842,0.37284719875854694,12.143148305401857,9.808895239186526
working_memory,2,0,A3_msancr,shuffled,fixed_prior_swap,329,83,a26c3f775a4bf796,matched,87396d90de72fc06,outputs/iclr/msancr_refinement/coefficients/A3_msancr__shuffled/seed02_fold00.npz,0.01,0.1,0.1,0.25,mean,0.025959403619073597,-0.06868975254865341,0.05263157894736842,0.35385833524409327,12.236569436385755,9.906717022962189
working_memory,2,0,A3_msancr,unrelated,fixed_prior_swap,329,83,a26c3f775a4bf796,matched,87396d90de72fc06,outputs/iclr/msancr_refinement/coefficients/A3_msancr__unrelated/seed02_fold00.npz,0.01,0.1,0.1,0.25,mean,-0.3445025832254498,0.041984764746639966,0.0,0.3777753357659224,12.041660556661574,9.937464800894993
working_memory,2,1,A3_msancr,random,fixed_prior_swap,329,83,1ad80dbf1d2cbf53,matched,55fb694ff760fd97,outputs/iclr/msancr_refinement/coefficients/A3_msancr__random/seed02_fold01.npz,0.1,1.0,0.5,1.0,mean,-0.007765833586029211,0.04976314062328519,0.05263157894736842,0.39504698736156163,10.327863236165527,8.497732870172424
working_memory,2,1,A3_msancr,shuffled,fixed_prior_swap,329,83,1ad80dbf1d2cbf53,matched,55fb694ff760fd97,outputs/iclr/msancr_refinement/coefficients/A3_msancr__shuffled/seed02_fold01.npz,0.1,1.0,0.5,1.0,mean,-0.0663820245764042,-0.09095929653970149,0.0,0.40102296739576015,10.252146396934386,8.408744987248081
working_memory,2,1,A3_msancr,unrelated,fixed_prior_swap,329,83,1ad80dbf1d2cbf53,matched,55fb694ff760fd97,outputs/iclr/msancr_refinement/coefficients/A3_msancr__unrelated/seed02_fold01.npz,0.1,1.0,0.5,1.0,mean,0.06561368185831176,0.33276215137565057,0.05263157894736842,0.37599984368228606,10.47379336469166,8.579120037636264
working_memory,2,2,A3_msancr,random,fixed_prior_swap,330,82,87a120d2fb58d4fa,matched,da9e03b7552cd21e,outputs/iclr/msancr_refinement/coefficients/A3_msancr__random/seed02_fold02.npz,0.1,10.0,1.0,0.5,prod,-0.02923695223306494,0.0776875869578884,0.05263157894736842,0.22609772683306287,12.20182061306415,9.373067984230621
working_memory,2,2,A3_msancr,shuffled,fixed_prior_swap,330,82,87a120d2fb58d4fa,matched,da9e03b7552cd21e,outputs/iclr/msancr_refinement/coefficients/A3_msancr__shuffled/seed02_fold02.npz,0.1,10.0,1.0,0.5,prod,-0.025886915359245085,-0.053813897199995096,0.0,0.20471881670374442,12.26378417176912,9.334248084724729
working_memory,2,2,A3_msancr,unrelated,fixed_prior_swap,330,82,87a120d2fb58d4fa,matched,da9e03b7552cd21e,outputs/iclr/msancr_refinement/coefficients/A3_msancr__unrelated/seed02_fold02.npz,0.1,10.0,1.0,0.5,prod,0.12806072636601237,0.3835023975739446,0.05263157894736842,0.20122544259720898,12.460749808368975,9.75851017878444
working_memory,2,3,A3_msancr,random,fixed_prior_swap,330,82,f2d768095732cd28,matched,38fad040f119166f,outputs/iclr/msancr_refinement/coefficients/A3_msancr__random/seed02_fold03.npz,0.01,10.0,1.0,0.25,mean,-0.08177902649154029,-0.010601980176080241,0.0,0.2407646781845688,12.277532210310016,9.908656209161983
working_memory,2,3,A3_msancr,shuffled,fixed_prior_swap,330,82,f2d768095732cd28,matched,38fad040f119166f,outputs/iclr/msancr_refinement/coefficients/A3_msancr__shuffled/seed02_fold03.npz,0.01,10.0,1.0,0.25,mean,-0.02251089336542787,-0.10945121189036103,0.0,0.28511327266417097,11.936666421177067,9.611519139460551
working_memory,2,3,A3_msancr,unrelated,fixed_prior_swap,330,82,f2d768095732cd28,matched,38fad040f119166f,outputs/iclr/msancr_refinement/coefficients/A3_msancr__unrelated/seed02_fold03.npz,0.01,10.0,1.0,0.25,mean,-0.41337737752147014,0.026227975631536674,0.05263157894736842,0.22152428729815307,12.278497767796853,10.122187416238285
working_memory,2,4,A3_msancr,random,fixed_prior_swap,330,82,0748e83f7d70cde3,matched,a893a27bbbe1f511,outputs/iclr/msancr_refinement/coefficients/A3_msancr__random/seed02_fold04.npz,0.1,1.0,0.5,0.5,prod,-0.032748734313116076,0.05869557820269677,0.05263157894736842,0.1922903881401948,11.494365221305456,9.425949246943674
working_memory,2,4,A3_msancr,shuffled,fixed_prior_swap,330,82,0748e83f7d70cde3,matched,a893a27bbbe1f511,outputs/iclr/msancr_refinement/coefficients/A3_msancr__shuffled/seed02_fold04.npz,0.1,1.0,0.5,0.5,prod,-0.05887409136701977,-0.08346558921640528,0.0,0.2663712778735604,10.881002787938213,8.960549622345194
working_memory,2,4,A3_msancr,unrelated,fixed_prior_swap,330,82,0748e83f7d70cde3,matched,a893a27bbbe1f511,outputs/iclr/msancr_refinement/coefficients/A3_msancr__unrelated/seed02_fold04.npz,0.1,1.0,0.5,0.5,prod,0.12036581929984974,0.36416417030792303,0.05263157894736842,0.23418450768987434,11.21958493337392,9.084444007370037
