model_id,prior_type,evaluation_type,n_seeds,pearson_mean,pearson_std,rmse_mean,rmse_std,mae_mean,mae_std
A3_msancr,random,fixed_prior_swap,3,0.2646869472569535,0.030486735668878506,11.608926882085925,0.388625605389879,9.413407716674222,0.2945051057689763
A3_msancr,shuffled,fixed_prior_swap,3,0.262617526913202,0.044022082689512985,11.608797933857026,0.42571603219388177,9.396951774420378,0.3769591620130653
A3_msancr,unrelated,fixed_prior_swap,3,0.25453057742127716,0.04241369004876582,11.66748582147081,0.4573999381675934,9.508843682726093,0.3866247936705972
A2_fc_laplacian,matched,retuned_base,3,0.2741842098559862,0.03462633832474124,11.484901021586134,0.39341611290323925,9.352031193590589,0.35530448584519914
A3_msancr,matched,retuned_base,3,0.2817560871431455,0.03417768460981869,11.494747164468242,0.3803514265797637,9.322259384513355,0.35174267377287566
A4_iso_same_solver,uniform,retuned_base,3,0.23372914103695908,0.016023742340459748,11.305161819044747,0.11182477190379875,9.277863053416997,0.0685075031329613
A4_modality_ridge,none,retuned_base,3,0.2689834268278486,0.04337600972068361,11.574025213968781,0.47819745539848607,9.410918917843619,0.42556978372838306
