target,seed,fold,model_id,prior_type,lambda_fc,lambda_sc,lambda_l,gamma,lifting,selected_hyperparameter_hash,mean_inner_pearson,mean_inner_rmse,mean_inner_mae,selection_metric,pearson_tie_tolerance
working_memory,0,0,A2_fc_laplacian,matched,0.01,1.0,0.1,0.0,prod,6bba190126582dc2,0.2822225917876884,12.35024394583162,10.081002596111611,pearson,0.002
working_memory,0,0,A3_msancr,matched,0.01,1.0,0.1,0.25,mean,4004d65ca47a27a5,0.2828896593125472,12.363271680949994,10.081865249236287,pearson,0.002
working_memory,0,0,A4_iso_same_solver,uniform,1.0,1.0,0.0,0.0,prod,1a9d8a819b9f2772,0.2350601456292146,11.615998608639185,9.375970709901535,pearson,0.002
working_memory,0,0,A4_modality_ridge,none,0.01,1.0,0.0,0.0,prod,e94e3226c41a6180,0.2947139970276237,12.274802149442586,10.001105416149118,pearson,0.002
working_memory,0,1,A2_fc_laplacian,matched,0.1,1.0,0.1,0.0,prod,60384e39417b2449,0.2656315118536087,11.569709918454416,9.315746126466662,pearson,0.002
working_memory,0,1,A3_msancr,matched,1.0,10.0,0.1,0.5,mean,cc9164c2e0fdc652,0.2789968993316433,11.164523236632538,9.0852623072196,pearson,0.002
working_memory,0,1,A4_iso_same_solver,uniform,1.0,1.0,0.0,0.0,prod,1a9d8a819b9f2772,0.2476300539565265,11.267643800886908,9.202842860615386,pearson,0.002
working_memory,0,1,A4_modality_ridge,none,0.1,1.0,0.0,0.0,prod,4ae14dcae3d7e452,0.2678911108039571,11.585952548945452,9.327432213684924,pearson,0.002
working_memory,0,2,A2_fc_laplacian,matched,0.1,1.0,1.0,0.0,prod,331fd09576665913,0.2540332778074429,11.390461192645503,9.410951529253852,pearson,0.002
working_memory,0,2,A3_msancr,matched,0.1,1.0,1.0,0.5,prod,ac9f30ca4c9d7459,0.2732748692074105,11.446291873498616,9.284488440443418,pearson,0.002
working_memory,0,2,A4_iso_same_solver,uniform,1.0,1.0,0.0,0.0,prod,1a9d8a819b9f2772,0.2272983959693197,11.137524524397843,9.222214388575452,pearson,0.002
working_memory,0,2,A4_modality_ridge,none,0.1,1.0,0.0,0.0,prod,4ae14dcae3d7e452,0.2538461744722814,11.456802050812865,9.44646620887122,pearson,0.002
working_memory,0,3,A2_fc_laplacian,matched,1.0,1.0,5.0,0.0,prod,3965b7e1013c4c08,0.23861453165416835,11.168443282218709,9.011669465749637,pearson,0.002
working_memory,0,3,A3_msancr,matched,0.1,1.0,5.0,0.5,mean,4093179c6c4d5fbb,0.24401840509240694,11.432653208820247,9.291617280018182,pearson,0.002
