prior_type,lambda,pearson_mean,rmse_mean,mae_mean,alignment_mean
module,0.01,0.13471201062202454,4.97902160220676,4.149133576287164,0.9122096366352506
module,0.05,0.16736283898353577,4.969994862874349,4.162381304634942,0.9717797570758395
module,0.1,0.15535091857115427,4.99095884958903,4.168541802300347,0.971528000301785
