experiment_id,experiment_name,prior_type,prior_source,seed,fold,split_id,n_train,n_val,n_test,best_epoch,best_val_metric,runtime_seconds,target_train_mean,target_train_std,group_aware,pearson,rmse,mae,alignment_module_pearson,alignment_module_spearman,alignment_module_topk_jaccard,reference_alignment_node_pearson,reference_alignment_node_spearman,reference_alignment_node_topk_jaccard,reference_alignment_module_pearson,reference_alignment_module_spearman,reference_alignment_module_topk_jaccard,reference_alignment_edge_diagonal_pearson,reference_alignment_edge_diagonal_spearman,reference_alignment_edge_diagonal_topk_jaccard
E4,module_true,module,true_working_memory,0,0,seed00_fold00,279,50,83,9,4.937533378601074,35.699811935424805,16.845878136200717,4.8357883123268195,False,0.22749951481819153,5.008115291595459,4.330138206481934,0.9760311841964722,0.9047619047619048,1.0,0.6545864343643188,0.6391953080072488,0.42857142857142855,0.9760311841964722,0.9047619047619048,1.0,0.6694839596748352,0.6391953080072488,0.42857142857142855
E4,module_true,module,true_working_memory,0,1,seed00_fold01,279,50,83,31,4.217233180999756,60.40370583534241,16.842293906810035,4.845668698152689,False,0.093330517411232,5.3160481452941895,4.412675380706787,0.9847337007522583,0.9761904761904763,1.0,0.6405020356178284,0.6184899166359957,0.3333333333333333,0.9847337007522583,0.9761904761904763,1.0,0.6449737548828125,0.6184899166359957,0.3333333333333333
E4,module_true,module,true_working_memory,0,2,seed00_fold02,280,50,82,18,4.900197505950928,45.77337622642517,16.917857142857144,4.921204380130987,False,0.1982499361038208,4.645092964172363,3.911771535873413,0.9883700013160706,0.9523809523809524,1.0,0.6919127106666565,0.6788282037916831,0.3333333333333333,0.9883700013160706,0.9523809523809524,1.0,0.6964865922927856,0.6788282037916831,0.3333333333333333
E4,module_true,module,true_working_memory,0,3,seed00_fold03,280,50,82,44,4.18973970413208,74.55092906951904,16.90714285714286,4.856360231065809,False,0.16527575254440308,5.352453708648682,4.343163013458252,0.9813649654388428,0.9761904761904763,1.0,0.6298423409461975,0.6254816069205481,0.5384615384615384,0.9813649654388428,0.9761904761904763,1.0,0.6400669813156128,0.6254816069205481,0.5384615384615384
E4,module_true,module,true_working_memory,0,4,seed00_fold04,280,50,82,20,4.811608791351318,45.055405378341675,16.8,5.010275156401806,False,0.232016459107399,4.291123867034912,3.598512649536133,0.9810640811920166,0.9523809523809524,1.0,0.5884971618652344,0.6173462758680226,0.25,0.9810640811920166,0.9523809523809524,1.0,0.5901226997375488,0.6173462758680226,0.25
E4,module_true,module,true_working_memory,1,0,seed01_fold00,279,50,83,16,5.052933692932129,42.29216980934143,16.93548387096774,4.762020711139765,False,0.14160937070846558,5.101871013641357,4.512172698974609,0.9568761587142944,0.9047619047619048,1.0,0.7170162200927734,0.6866588969103818,0.5384615384615384,0.9568761587142944,0.9047619047619048,1.0,0.7266175746917725,0.6866588969103818,0.5384615384615384
E4,module_true,module,true_working_memory,1,1,seed01_fold01,279,50,83,31,3.954044818878174,58.978718996047974,16.620071684587813,4.945483294156645,False,-0.005641186609864235,5.652605056762695,4.688706874847412,0.9986135959625244,0.9761904761904763,1.0,0.6676504611968994,0.6411829456738571,0.5384615384615384,0.9986135959625244,0.9761904761904763,1.0,0.6809860467910767,0.6411829456738571,0.5384615384615384
E4,module_true,module,true_working_memory,1,2,seed01_fold02,280,50,82,3,5.054847717285156,35.28187108039856,16.932142857142857,4.8740239734615125,False,-0.12497437745332718,4.887101173400879,4.036774158477783,0.9685588479042053,0.9285714285714287,1.0,0.6407889723777771,0.6166271305816113,0.25,0.9685588479042053,0.9285714285714287,1.0,0.6398779153823853,0.6166271305816113,0.25
E4,module_true,module,true_working_memory,1,3,seed01_fold03,280,50,82,15,4.695192813873291,37.995405435562134,17.017857142857142,4.8531693305530155,False,0.1332964301109314,5.097899436950684,4.062043190002441,0.9554253816604614,0.880952380952381,1.0,0.6585663557052612,0.6351551098356754,0.42857142857142855,0.9554253816604614,0.880952380952381,1.0,0.6720117330551147,0.6351551098356754,0.42857142857142855
E4,module_true,module,true_working_memory,1,4,seed01_fold04,280,50,82,11,4.878201484680176,33.78399395942688,16.867857142857144,4.953393755182153,False,0.006880829110741615,4.745950222015381,3.924574375152588,0.9741439819335938,0.880952380952381,1.0,0.7132935523986816,0.6741837238169447,0.5384615384615384,0.9741439819335938,0.880952380952381,1.0,0.7251372933387756,0.6741837238169447,0.5384615384615384
