model,prior,target,seed,fold,split_id,n_train,n_val,n_test,best_hidden,best_dropout,best_learning_rate,best_epoch,parameters,pearson,rmse,mae,runtime_seconds,I_XZ_final,I_ZY_final,probe_r2_final,bypass_alpha,selected_alpha,best_alpha1,best_alpha2,best_val_rmse
ncr,random_control,fluid_intelligence,0,3,seed00_fold03,280,50,82,,,,,,0.2015748114450671,4.8782177778956815,4.072949730068232,11.856379747390749,0.2086296528577804,2.449292659759521,,50.0,,0.01,0.5,4.423961291730402
ncr,random_control,fluid_intelligence,0,4,seed00_fold04,280,50,82,,,,,,0.422689506505162,4.700730352080462,3.8518203991855375,12.20278024673462,0.1862571835517883,0.7979738712310791,,0.0,,1.0,0.0,4.838610212345839
ncr,no_prior,fluid_intelligence,0,0,seed00_fold00,279,50,83,,,,,,0.4962832114030736,3.843738707108966,3.002361822389208,7.117438316345215,0.2479472160339355,1.9421405792236328,,0.0,,0.1,0.0,4.111604269600392
ncr,no_prior,fluid_intelligence,0,1,seed00_fold01,279,50,83,,,,,,0.3286328727925057,4.795932997629167,4.114937418996482,5.4555652141571045,0.2961206138134002,0.9276964664459229,,0.0,,1.0,0.0,4.585671672609952
ncr,no_prior,fluid_intelligence,0,2,seed00_fold02,280,50,82,,,,,,0.3166020072821794,5.004916698777541,4.207126024377005,5.711463928222656,0.2284646034240722,1.779411792755127,,0.0,,0.1,0.0,4.671799948076563
ncr,no_prior,fluid_intelligence,0,3,seed00_fold03,280,50,82,,,,,,0.1680819883211529,4.910270413330277,4.199452165433161,5.502905607223511,0.1942033767700195,2.39054274559021,,0.0,,0.01,0.0,4.509965004048882
ncr,no_prior,fluid_intelligence,0,4,seed00_fold04,280,50,82,,,,,,0.4226895065051623,4.700730352080461,3.8518203991855375,7.394185304641724,0.1862571835517883,0.7979738712310791,,0.0,,1.0,0.0,4.83861021234585
llm_gated,llm_wm,working_memory,0,0,seed00_fold00,279,50,83,16.0,0.2,0.001,14.0,61505.0,0.1381336243133498,10.532120147175531,8.164177966749811,77.91772603988647,1.8295315504074097,0.3633210361003876,,0.25,0.25,,,
llm_gated,llm_wm,working_memory,0,1,seed00_fold01,279,50,83,16.0,0.2,0.001,16.0,61505.0,0.1073491423438949,11.598687571847872,9.28530790030238,108.5545437335968,2.320747375488281,0.4322592616081238,,0.5,0.5,,,
llm_gated,llm_wm,working_memory,0,2,seed00_fold02,280,50,82,16.0,0.2,0.001,11.0,61505.0,0.1027654934734441,11.827170977170832,9.667085604783964,65.66597247123718,2.357361316680908,0.3472231924533844,,0.75,0.75,,,
llm_gated,llm_wm,working_memory,0,3,seed00_fold03,280,50,82,16.0,0.2,0.001,10.0,61505.0,0.3040550654278408,10.93504993272268,9.415803118449883,80.49237966537476,2.402873039245605,0.4990194737911224,,0.75,0.75,,,
llm_gated,llm_wm,working_memory,0,4,seed00_fold04,280,50,82,16.0,0.2,0.001,11.0,61505.0,0.1757585491457081,13.457800000700283,11.211200609904962,89.71409440040588,2.132118225097656,0.4347327649593353,,1.0,1.0,,,
llm_gated,llm_fluid,working_memory,0,0,seed00_fold00,279,50,83,16.0,0.2,0.001,14.0,61505.0,0.1375428315400324,10.534156166014323,8.160035404067441,95.99613571166992,1.9124351739883425,0.406150221824646,,0.25,0.25,,,
llm_gated,llm_fluid,working_memory,0,1,seed00_fold01,279,50,83,16.0,0.2,0.001,16.0,61505.0,0.1093431715262815,11.598965943593852,9.287669427710842,100.9904112815857,2.189743757247925,0.4508358836174011,,0.5,0.5,,,
llm_gated,llm_fluid,working_memory,0,2,seed00_fold02,280,50,82,16.0,0.2,0.001,11.0,61505.0,0.1024967456500263,11.831876840276406,9.675178285924398,82.83262300491333,2.1917834281921387,0.4161193668842315,,0.75,0.75,,,
llm_gated,llm_fluid,working_memory,0,3,seed00_fold03,280,50,82,16.0,0.2,0.001,10.0,61505.0,0.3040423171571441,10.935432070617932,9.416651283822407,73.3509030342102,2.4167330265045166,0.5100873708724976,,0.75,0.75,,,
llm_gated,llm_fluid,working_memory,0,4,seed00_fold04,280,50,82,16.0,0.2,0.001,11.0,61505.0,0.1783166507818188,13.446189731250364,11.19323161799733,84.7191572189331,2.074753761291504,0.4384128451347351,,1.0,1.0,,,
llm_gated,random_control,working_memory,0,0,seed00_fold00,279,50,83,16.0,0.2,0.001,14.0,61505.0,0.1423022736863472,10.490024051454505,8.156009106004094,102.93869614601137,2.0187363624572754,0.4023419618606567,,0.25,0.25,,,
llm_gated,random_control,working_memory,0,1,seed00_fold01,279,50,83,16.0,0.2,0.001,16.0,61505.0,0.1140005847351501,11.55675961620043,9.235897367546356,103.51964592933656,2.3595542907714844,0.4899476170539856,,0.5,0.5,,,
llm_gated,random_control,working_memory,0,2,seed00_fold02,280,50,82,16.0,0.2,0.001,11.0,61505.0,0.1099182073523702,11.805584690441298,9.667922486095891,79.27874946594238,2.5280957221984863,0.3854928016662597,,0.75,0.75,,,
