model,prior,target,seed,fold,split_id,n_train,n_val,n_test,best_hidden,best_dropout,best_learning_rate,best_epoch,parameters,pearson,rmse,mae,runtime_seconds,I_XZ_final,I_ZY_final,probe_r2_final,bypass_alpha,selected_alpha,best_alpha1,best_alpha2,best_val_rmse
llm_gated,llm_wm,fluid_intelligence,7,0,seed07_fold00,279,50,83,32.0,0.5,0.001,21.0,213121.0,0.32050092704067845,5.074186651470132,4.086127556950213,185.85323929786682,2.153773784637451,0.4653726816177368,,0.5,0.5,,,
llm_gated,llm_wm,fluid_intelligence,7,1,seed07_fold01,279,50,83,16.0,0.2,0.001,12.0,61505.0,0.3960705685514443,4.721760377821721,3.880080728645784,118.43692922592163,2.6633899211883545,0.43520647287368774,,0.0,0.0,,,
llm_gated,llm_wm,fluid_intelligence,7,2,seed07_fold02,280,50,82,32.0,0.2,0.001,10.0,213121.0,0.2212635010027889,4.954764815344802,4.175476004437702,162.1810178756714,2.462686538696289,0.4052041172981262,,1.0,1.0,,,
llm_gated,llm_wm,fluid_intelligence,7,3,seed07_fold03,280,50,82,16.0,0.5,0.001,10.0,61505.0,0.29458426451296815,4.9455284486392195,4.129313178178741,96.99048519134521,2.3456287384033203,0.3954257071018219,,0.0,0.0,,,
llm_gated,llm_wm,fluid_intelligence,7,4,seed07_fold04,280,50,82,16.0,0.5,0.001,17.0,61505.0,0.14186956340776882,5.02488675486241,4.200871758344697,155.44104385375977,2.0808329582214355,0.4834235906600952,,1.0,1.0,,,
llm_gated,llm_wm,fluid_intelligence,8,0,seed08_fold00,279,50,83,32.0,0.2,0.003,10.0,213121.0,0.24933341396147288,4.805340925905608,4.071058434176158,133.86189007759094,2.4341940879821777,0.3630560338497162,,0.0,0.0,,,
llm_gated,llm_wm,fluid_intelligence,8,1,seed08_fold01,279,50,83,16.0,0.5,0.001,15.0,61505.0,0.3026263458640343,4.979134376397662,4.142905683402556,120.93499112129211,2.577394485473633,0.434087336063385,,1.0,1.0,,,
llm_gated,llm_wm,fluid_intelligence,8,2,seed08_fold02,280,50,82,32.0,0.2,0.003,23.0,213121.0,0.22028858179404098,5.405585158324192,4.229974932786895,158.3564579486847,1.9550681114196777,0.5236303806304932,,0.75,0.75,,,
llm_gated,llm_wm,fluid_intelligence,8,3,seed08_fold03,280,50,82,16.0,0.2,0.001,10.0,61505.0,0.2684778119843847,4.417770988376579,3.7480846149165457,141.2815158367157,2.3388309478759766,0.37507855892181396,,0.5,0.5,,,
llm_gated,llm_wm,fluid_intelligence,8,4,seed08_fold04,280,50,82,16.0,0.5,0.003,18.0,61505.0,0.3302098414008853,5.057609560384739,4.032068508427318,142.82494926452637,1.4750796556472778,0.4634484052658081,,0.5,0.5,,,
llm_gated,llm_wm,fluid_intelligence,9,0,seed09_fold00,279,50,83,16.0,0.2,0.003,12.0,61505.0,0.20334492168256257,5.5171121640116585,4.473240025072212,119.9227864742279,1.929419994354248,0.49064821004867554,,0.0,0.0,,,
llm_gated,llm_wm,fluid_intelligence,9,1,seed09_fold01,279,50,83,16.0,0.2,0.003,18.0,61505.0,0.18970684819127587,5.275075517913992,4.2019963896418195,146.26236510276794,2.7583041191101074,0.5629952549934387,,0.25,0.25,,,
llm_gated,llm_wm,fluid_intelligence,9,2,seed09_fold02,280,50,82,32.0,0.5,0.003,10.0,213121.0,0.2781764501023888,4.563169038530369,3.802976224480606,174.1146857738495,1.6625219583511353,0.2442139983177185,,1.0,1.0,,,
llm_gated,llm_wm,fluid_intelligence,9,3,seed09_fold03,280,50,82,16.0,0.5,0.001,13.0,61505.0,0.08958189092140859,5.174786621821704,4.238452329868224,102.50736331939697,2.1428775787353516,0.40551337599754333,,0.25,0.25,,,
llm_gated,llm_wm,fluid_intelligence,9,4,seed09_fold04,280,50,82,32.0,0.5,0.003,18.0,213121.0,0.18329478511525354,5.279149212301055,4.379939951547763,143.61554312705994,1.8930011987686157,0.40927690267562866,,0.0,0.0,,,
llm_gated,llm_fluid,fluid_intelligence,1,0,seed01_fold00,279,50,83,32.0,0.2,0.003,16.0,213121.0,-0.009682448572977946,5.784061404375337,4.510819113398173,185.84774923324585,1.8430551290512085,0.36528661847114563,,0.5,0.5,,,
llm_gated,llm_fluid,fluid_intelligence,1,1,seed01_fold01,279,50,83,16.0,0.2,0.001,13.0,61505.0,0.3225032218707551,4.45052472040627,3.649437823927546,117.03972291946411,2.2158255577087402,0.4491364359855652,,0.75,0.75,,,
llm_gated,llm_fluid,fluid_intelligence,1,2,seed01_fold02,280,50,82,16.0,0.5,0.001,12.0,61505.0,0.4339254594397466,4.778600497409095,4.0774888410800845,106.4410789012909,1.9584124088287354,0.3991842269897461,,0.75,0.75,,,
llm_gated,llm_fluid,fluid_intelligence,1,3,seed01_fold03,280,50,82,32.0,0.5,0.001,28.0,213121.0,0.20718954328411088,5.9305453708000275,4.649325045143685,206.88203859329224,2.4930648803710938,0.502094030380249,,0.25,0.25,,,
llm_gated,llm_fluid,fluid_intelligence,1,4,seed01_fold04,280,50,82,16.0,0.2,0.001,26.0,61505.0,0.2392107548664334,5.24001437233438,4.278607926717618,142.0561363697052,2.211656332015991,0.5773943066596985,,0.0,0.0,,,
llm_gated,llm_fluid,fluid_intelligence,2,0,seed02_fold00,279,50,83,32.0,0.2,0.001,11.0,213121.0,0.35856305605634353,4.912905887163954,4.230799272835973,159.49576234817505,2.142461061477661,0.4168842136859894,,0.75,0.75,,,
llm_gated,llm_fluid,fluid_intelligence,2,1,seed02_fold01,279,50,83,16.0,0.5,0.003,18.0,61505.0,0.2486047343088642,5.218206463013493,4.298202261867293,122.64834904670715,1.8601986169815063,0.551986038684845,,0.0,0.0,,,
llm_gated,llm_fluid,fluid_intelligence,2,2,seed02_fold02,280,50,82,16.0,0.5,0.003,16.0,61505.0,0.20741285208574722,5.511208991416262,4.365816058182135,159.8048963546753,2.2326788902282715,0.33922284841537476,,0.25,0.25,,,
llm_gated,llm_fluid,fluid_intelligence,2,3,seed02_fold03,280,50,82,16.0,0.5,0.001,13.0,61505.0,0.26299442344492097,4.909737472104278,4.099751146828256,121.38075232505798,1.7540022134780884,0.3838585615158081,,1.0,1.0,,,
llm_gated,llm_fluid,fluid_intelligence,2,4,seed02_fold04,280,50,82,32.0,0.2,0.003,12.0,213121.0,0.3118267786432112,4.68577878335828,4.0236065911083685,146.35009145736694,2.259923219680786,0.2456427812576294,,0.75,0.75,,,
llm_gated,llm_fluid,fluid_intelligence,3,0,seed03_fold00,279,50,83,32.0,0.5,0.001,10.0,213121.0,0.20170976673294533,4.855582579705871,4.032827365829284,147.16093850135803,2.599971055984497,0.2752302587032318,,0.25,0.25,,,
llm_gated,llm_fluid,fluid_intelligence,3,1,seed03_fold01,279,50,83,16.0,0.2,0.001,13.0,61505.0,0.20321881128734948,4.733639316652857,3.8869420361806113,111.020827293396,2.5755972862243652,0.4177538752555847,,0.5,0.5,,,
llm_gated,llm_fluid,fluid_intelligence,3,2,seed03_fold02,280,50,82,16.0,0.2,0.001,12.0,61505.0,0.14516440009592074,5.111711783144958,4.1767453914735375,111.12508797645569,2.1763737201690674,0.47808825969696045,,0.25,0.25,,,
llm_gated,llm_fluid,fluid_intelligence,3,3,seed03_fold03,280,50,82,32.0,0.2,0.003,11.0,213121.0,0.34240387913679615,4.805522688361514,3.960577080889446,128.3160638809204,1.957541584968567,0.23750969767570496,,0.25,0.25,,,
llm_gated,llm_fluid,fluid_intelligence,3,4,seed03_fold04,280,50,82,16.0,0.5,0.003,16.0,61505.0,0.15620753323565503,5.311273317968313,4.317972892668189,128.74837851524353,1.592915654182434,0.45456045866012573,,1.0,1.0,,,
llm_gated,llm_fluid,fluid_intelligence,4,0,seed04_fold00,279,50,83,16.0,0.2,0.001,13.0,61505.0,0.31516011483743245,4.600940828099227,3.903111779546163,107.37358975410461,2.198517322540283,0.4665297865867615,,0.75,0.75,,,
llm_gated,llm_fluid,fluid_intelligence,4,1,seed04_fold01,279,50,83,16.0,0.2,0.003,14.0,61505.0,0.1895698608660147,4.984131279527357,4.061319546527173,145.04798793792725,2.00144100189209,0.6895643472671509,,0.5,0.5,,,
llm_gated,llm_fluid,fluid_intelligence,4,2,seed04_fold02,280,50,82,16.0,0.5,0.001,10.0,61505.0,0.2615863691552403,4.748409777368588,3.9401235929349574,121.90805172920227,2.1729202270507812,0.34161144495010376,,0.25,0.25,,,
llm_gated,llm_fluid,fluid_intelligence,4,3,seed04_fold03,280,50,82,32.0,0.2,0.003,45.0,213121.0,0.2180242834841177,5.4797836837522444,4.40709000098996,240.95592164993286,1.8624389171600342,0.7609968781471252,,1.0,1.0,,,
llm_gated,llm_fluid,fluid_intelligence,4,4,seed04_fold04,280,50,82,32.0,0.2,0.001,15.0,213121.0,0.30068592880613565,4.9774626496791425,4.003670936677514,165.18282628059387,2.412282943725586,0.500486433506012,,0.75,0.75,,,
llm_gated,llm_fluid,fluid_intelligence,5,0,seed05_fold00,279,50,83,32.0,0.5,0.003,11.0,213121.0,0.16181459223677214,4.951210671697574,4.147607125431659,127.13028764724731,2.459968090057373,0.3027060329914093,,0.0,0.0,,,
llm_gated,llm_fluid,fluid_intelligence,5,1,seed05_fold01,279,50,83,32.0,0.2,0.003,33.0,213121.0,0.20821038617700266,5.657402690243848,4.412186140037445,208.98954677581787,2.250567674636841,0.7480236291885376,,0.75,0.75,,,
llm_gated,llm_fluid,fluid_intelligence,5,2,seed05_fold02,280,50,82,32.0,0.5,0.001,10.0,213121.0,0.17495433510054564,5.494215725196669,4.492622317337409,137.87292218208313,2.6971964836120605,0.3996872901916504,,0.75,0.75,,,
llm_gated,llm_fluid,fluid_intelligence,5,3,seed05_fold03,280,50,82,16.0,0.2,0.001,12.0,61505.0,0.38446747092969885,4.762430519080678,3.9166228945662334,146.7133493423462,1.9227385520935059,0.39576035737991333,,0.5,0.5,,,
llm_gated,llm_fluid,fluid_intelligence,5,4,seed05_fold04,280,50,82,32.0,0.2,0.003,21.0,213121.0,0.24090335160442367,4.883262479476785,3.76427328295824,169.68239760398865,2.2656631469726562,0.4965359568595886,,0.5,0.5,,,
llm_gated,llm_fluid,fluid_intelligence,6,0,seed06_fold00,279,50,83,32.0,0.2,0.003,11.0,213121.0,0.1141313740614596,4.75238451707855,3.8789749490209373,131.6344349384308,2.2204837799072266,0.34204578399658203,,0.75,0.75,,,
llm_gated,llm_fluid,fluid_intelligence,6,1,seed06_fold01,279,50,83,32.0,0.5,0.001,10.0,213121.0,0.32905282525478635,4.479290513696895,3.721226473888719,143.3203101158142,2.4922471046447754,0.46620869636535645,,0.75,0.75,,,
llm_gated,llm_fluid,fluid_intelligence,6,2,seed06_fold02,280,50,82,32.0,0.2,0.001,13.0,213121.0,0.2365725124862965,4.829589830715606,4.083495488980922,169.734623670578,2.9713191986083984,0.36373841762542725,,1.0,1.0,,,
llm_gated,llm_fluid,fluid_intelligence,6,3,seed06_fold03,280,50,82,16.0,0.2,0.001,11.0,61505.0,0.1802877049393077,4.727101200080257,4.105405563261451,95.65693521499634,2.0431666374206543,0.296387642621994,,1.0,1.0,,,
llm_gated,llm_fluid,fluid_intelligence,6,4,seed06_fold04,280,50,82,32.0,0.5,0.003,10.0,213121.0,0.2737129179604437,5.486664525079385,4.681269517758998,115.18575310707092,2.456810474395752,0.3758111298084259,,0.0,0.0,,,
llm_gated,llm_fluid,fluid_intelligence,7,0,seed07_fold00,279,50,83,32.0,0.5,0.001,21.0,213121.0,0.31641906500843076,5.092410368396566,4.1045076646000505,172.29684853553772,2.280421495437622,0.4433552622795105,,0.5,0.5,,,
llm_gated,llm_fluid,fluid_intelligence,7,1,seed07_fold01,279,50,83,16.0,0.2,0.001,12.0,61505.0,0.3960705685514443,4.721760377821721,3.880080728645784,119.61029934883118,2.6633899211883545,0.43520647287368774,,0.0,0.0,,,
llm_gated,llm_fluid,fluid_intelligence,7,2,seed07_fold02,280,50,82,32.0,0.2,0.001,10.0,213121.0,0.2064677686524573,5.018819612751594,4.245308562022884,135.27295637130737,2.317072868347168,0.4957224428653717,,1.0,1.0,,,
llm_gated,llm_fluid,fluid_intelligence,7,3,seed07_fold03,280,50,82,16.0,0.5,0.001,10.0,61505.0,0.29458426451296815,4.9455284486392195,4.129313178178741,94.97499775886536,2.3456287384033203,0.3954257071018219,,0.0,0.0,,,
llm_gated,llm_fluid,fluid_intelligence,7,4,seed07_fold04,280,50,82,16.0,0.5,0.001,16.0,61505.0,0.16717357994942844,4.865037141794782,4.034688461117629,140.0086796283722,2.575620174407959,0.416767954826355,,0.75,0.75,,,
llm_gated,llm_fluid,fluid_intelligence,8,0,seed08_fold00,279,50,83,32.0,0.2,0.003,10.0,213121.0,0.24933341396147288,4.805340925905608,4.071058434176158,134.007719039917,2.4341940879821777,0.3630560338497162,,0.0,0.0,,,
llm_gated,llm_fluid,fluid_intelligence,8,1,seed08_fold01,279,50,83,16.0,0.5,0.001,15.0,61505.0,0.3043239943614857,4.973530108849829,4.140849033033992,111.2602322101593,2.648599624633789,0.4045088291168213,,1.0,1.0,,,
llm_gated,llm_fluid,fluid_intelligence,8,2,seed08_fold02,280,50,82,32.0,0.2,0.003,23.0,213121.0,0.2078640346312308,5.468611439884808,4.292757441357868,200.18855714797974,1.990280032157898,0.5018202066421509,,0.75,0.75,,,
llm_gated,llm_fluid,fluid_intelligence,8,3,seed08_fold03,280,50,82,16.0,0.2,0.001,10.0,61505.0,0.264369801982969,4.4149381904423315,3.7331982938254753,119.0625171661377,2.3123645782470703,0.4205878674983978,,0.5,0.5,,,
llm_gated,llm_fluid,fluid_intelligence,8,4,seed08_fold04,280,50,82,16.0,0.5,0.003,18.0,61505.0,0.33013349121654423,5.061470045069119,4.039909455834366,143.1450276374817,1.832984447479248,0.4426167607307434,,0.5,0.5,,,
llm_gated,llm_fluid,fluid_intelligence,9,0,seed09_fold00,279,50,83,16.0,0.2,0.003,12.0,61505.0,0.20334492168256257,5.5171121640116585,4.473240025072212,107.03299689292908,1.929419994354248,0.49064821004867554,,0.0,0.0,,,
llm_gated,llm_fluid,fluid_intelligence,9,1,seed09_fold01,279,50,83,16.0,0.2,0.003,18.0,61505.0,0.26818948968032874,5.037428295515121,4.047130205545081,136.889888048172,2.437958002090454,0.51639723777771,,0.25,0.25,,,
llm_gated,llm_fluid,fluid_intelligence,9,2,seed09_fold02,280,50,82,32.0,0.5,0.003,10.0,213121.0,0.2783738929842306,4.5606387620721565,3.799655728223847,135.74553108215332,2.295053005218506,0.2847251892089844,,1.0,1.0,,,
llm_gated,llm_fluid,fluid_intelligence,9,3,seed09_fold03,280,50,82,16.0,0.5,0.001,13.0,61505.0,0.20537596088424948,4.972735050172835,4.072993627408656,102.67221188545227,1.9237953424453735,0.32240429520606995,,0.0,0.0,,,
llm_gated,llm_fluid,fluid_intelligence,9,4,seed09_fold04,280,50,82,32.0,0.5,0.003,18.0,213121.0,0.18329478511525354,5.279149212301055,4.379939951547763,142.8421401977539,1.8930011987686157,0.40927690267562866,,0.0,0.0,,,
llm_gated,random_control,fluid_intelligence,1,0,seed01_fold00,279,50,83,32.0,0.2,0.003,16.0,213121.0,0.13874910590393905,5.299225139473807,4.264959036585796,148.48583388328552,2.1608996391296387,0.3458916246891022,,0.5,0.5,,,
llm_gated,random_control,fluid_intelligence,1,1,seed01_fold01,279,50,83,16.0,0.2,0.001,13.0,61505.0,0.32113780611246323,4.432535262614119,3.6278300917292214,109.89449691772461,2.16123628616333,0.4037458002567291,,0.0,0.0,,,
llm_gated,random_control,fluid_intelligence,1,2,seed01_fold02,280,50,82,32.0,0.5,0.003,12.0,213121.0,0.2737956954079955,5.302977519037179,4.5466773102923135,134.83126091957092,1.7444075345993042,0.25891730189323425,,1.0,1.0,,,
llm_gated,random_control,fluid_intelligence,1,3,seed01_fold03,280,50,82,32.0,0.5,0.001,28.0,213121.0,0.20823658740925455,5.923497110702243,4.651222461607398,193.11211442947388,2.6722335815429688,0.49426010251045227,,0.25,0.25,,,
llm_gated,random_control,fluid_intelligence,1,4,seed01_fold04,280,50,82,16.0,0.2,0.001,26.0,61505.0,0.2392107548664334,5.24001437233438,4.278607926717618,155.9740436077118,2.211656332015991,0.5773943066596985,,0.0,0.0,,,
llm_gated,random_control,fluid_intelligence,2,0,seed02_fold00,279,50,83,32.0,0.5,0.001,11.0,213121.0,0.3498450938431577,4.903442993547004,4.2304127589765805,126.57008147239685,1.7987614870071411,0.4411804676055908,,0.75,0.75,,,
llm_gated,random_control,fluid_intelligence,2,1,seed02_fold01,279,50,83,16.0,0.5,0.003,18.0,61505.0,0.1951436703545636,5.410040815146551,4.582603040947972,150.45881867408752,1.5221868753433228,0.5406476259231567,,0.5,0.5,,,
llm_gated,random_control,fluid_intelligence,2,2,seed02_fold02,280,50,82,32.0,0.5,0.003,19.0,213121.0,0.2704199534087956,5.02254056919441,3.968566068788854,197.78549695014954,1.9496222734451294,0.388645738363266,,0.5,0.5,,,
llm_gated,random_control,fluid_intelligence,2,3,seed02_fold03,280,50,82,16.0,0.5,0.001,13.0,61505.0,0.25012813728913447,4.905754044441623,4.120014493058368,115.42605066299438,1.8612899780273438,0.38261735439300537,,1.0,1.0,,,
llm_gated,random_control,fluid_intelligence,2,4,seed02_fold04,280,50,82,32.0,0.2,0.003,12.0,213121.0,0.311326106462582,4.6793118580414115,4.017829290250453,126.29136967658997,2.028034210205078,0.23911426961421967,,0.75,0.75,,,
llm_gated,random_control,fluid_intelligence,3,0,seed03_fold00,279,50,83,32.0,0.5,0.001,10.0,213121.0,0.20181874375697872,4.855085824355411,4.035093514316054,147.14301681518555,2.400824785232544,0.34065940976142883,,0.25,0.25,,,
llm_gated,random_control,fluid_intelligence,3,1,seed03_fold01,279,50,83,16.0,0.2,0.001,13.0,61505.0,0.2086693886347273,4.725341753772311,3.8799000245979034,126.77328062057495,2.3747477531433105,0.4812578558921814,,0.5,0.5,,,
llm_gated,random_control,fluid_intelligence,3,2,seed03_fold02,280,50,82,16.0,0.2,0.001,12.0,61505.0,0.145925772401928,5.108993673503821,4.174022907164039,120.1554856300354,2.2814486026763916,0.46195244789123535,,0.25,0.25,,,
llm_gated,random_control,fluid_intelligence,3,3,seed03_fold03,280,50,82,32.0,0.2,0.003,11.0,213121.0,0.34028716073709486,4.811566656229328,3.9641915181788003,126.29287028312683,2.162724733352661,0.2814151346683502,,0.25,0.25,,,
llm_gated,random_control,fluid_intelligence,3,4,seed03_fold04,280,50,82,16.0,0.5,0.003,16.0,61505.0,0.1573089001504981,5.318498717194195,4.31569810029937,122.5072021484375,1.6321052312850952,0.4282185137271881,,1.0,1.0,,,
llm_gated,random_control,fluid_intelligence,4,0,seed04_fold00,279,50,83,16.0,0.2,0.001,13.0,61505.0,0.31672925141003827,4.599152860414985,3.900594676833555,109.65395283699036,2.425215005874634,0.36896812915802,,0.75,0.75,,,
llm_gated,random_control,fluid_intelligence,4,1,seed04_fold01,279,50,83,16.0,0.2,0.003,13.0,61505.0,0.2461461486331244,4.8517965429912735,3.928738950246788,125.10478687286377,2.05043625831604,0.6451518535614014,,1.0,1.0,,,
llm_gated,random_control,fluid_intelligence,4,2,seed04_fold02,280,50,82,16.0,0.5,0.001,10.0,61505.0,0.2625622287081713,4.745960680155189,3.9383965817893425,103.1401162147522,2.1442418098449707,0.33722901344299316,,0.25,0.25,,,
llm_gated,random_control,fluid_intelligence,4,3,seed04_fold03,280,50,82,32.0,0.2,0.003,34.0,213121.0,0.26700145616680293,5.338412992394432,4.250932018931319,220.7970106601715,2.1118319034576416,0.7101362943649292,,0.0,0.0,,,
llm_gated,random_control,fluid_intelligence,4,4,seed04_fold04,280,50,82,32.0,0.2,0.003,17.0,213121.0,0.3313451776084768,4.9002064700953465,3.8810740680229374,158.0586440563202,1.8954641819000244,0.4073391854763031,,0.5,0.5,,,
llm_gated,random_control,fluid_intelligence,5,0,seed05_fold00,279,50,83,32.0,0.5,0.003,12.0,213121.0,0.1781603842298593,5.047040595824532,4.258332493793533,135.21763348579407,2.3516030311584473,0.375997394323349,,0.0,0.0,,,
llm_gated,random_control,fluid_intelligence,5,1,seed05_fold01,279,50,83,32.0,0.2,0.003,17.0,213121.0,0.2593214330754511,4.809284707860507,3.856712812400726,197.97786045074463,2.0809555053710938,0.44758909940719604,,0.25,0.25,,,
llm_gated,random_control,fluid_intelligence,5,2,seed05_fold02,280,50,82,32.0,0.5,0.001,10.0,213121.0,0.18273113740952923,5.479881170041322,4.476519154339302,121.95401239395142,2.895750045776367,0.3639377951622009,,0.75,0.75,,,
llm_gated,random_control,fluid_intelligence,5,3,seed05_fold03,280,50,82,16.0,0.2,0.001,12.0,61505.0,0.3419859537235992,4.86966309676505,3.9837042529408526,99.19797945022583,2.019306182861328,0.42714202404022217,,1.0,1.0,,,
llm_gated,random_control,fluid_intelligence,5,4,seed05_fold04,280,50,82,32.0,0.2,0.003,20.0,213121.0,0.2465435749846489,4.714672326821492,3.868015219525593,161.25224113464355,2.188981294631958,0.47903972864151,,0.5,0.5,,,
llm_gated,random_control,fluid_intelligence,6,0,seed06_fold00,279,50,83,32.0,0.2,0.003,10.0,213121.0,0.11752060188428304,4.768453715056207,3.960100047559623,115.52053785324097,2.114952564239502,0.3134753704071045,,0.5,0.5,,,
llm_gated,random_control,fluid_intelligence,6,1,seed06_fold01,279,50,83,32.0,0.5,0.001,10.0,213121.0,0.3296641329145533,4.479506638979968,3.7172763778502684,114.52630043029785,2.295844554901123,0.39202532172203064,,0.75,0.75,,,
llm_gated,random_control,fluid_intelligence,6,2,seed06_fold02,280,50,82,32.0,0.5,0.003,14.0,213121.0,0.18599339064493625,5.10419465234637,4.340558063693162,132.26171708106995,1.698757529258728,0.2937365770339966,,1.0,1.0,,,
llm_gated,random_control,fluid_intelligence,6,3,seed06_fold03,280,50,82,16.0,0.2,0.001,11.0,61505.0,0.1768179010321419,4.72959849463608,4.105897822031161,95.00607252120972,1.939981460571289,0.3012586832046509,,0.5,0.5,,,
llm_gated,random_control,fluid_intelligence,6,4,seed06_fold04,280,50,82,32.0,0.5,0.003,10.0,213121.0,0.2765981823087702,5.436540772292419,4.697240166547822,116.42593288421631,2.0369956493377686,0.2600448727607727,,0.25,0.25,,,
llm_gated,random_control,fluid_intelligence,7,0,seed07_fold00,279,50,83,32.0,0.5,0.001,22.0,213121.0,0.3226383340402754,4.995950684627448,4.018468569560223,161.25977611541748,2.0342044830322266,0.5390235185623169,,0.5,0.5,,,
llm_gated,random_control,fluid_intelligence,7,1,seed07_fold01,279,50,83,16.0,0.2,0.001,12.0,61505.0,0.3744060489858571,4.780135478462902,3.9645754802657898,113.61031150817871,2.228344440460205,0.42143502831459045,,0.0,0.0,,,
llm_gated,random_control,fluid_intelligence,7,2,seed07_fold02,280,50,82,32.0,0.2,0.001,10.0,213121.0,0.21865515010127212,5.01528865207639,4.221388258585116,118.38063764572144,2.556771755218506,0.4646349847316742,,0.75,0.75,,,
llm_gated,random_control,fluid_intelligence,7,3,seed07_fold03,280,50,82,16.0,0.5,0.001,10.0,61505.0,0.27006344525633397,5.0019225449765345,4.157358541721251,91.68318605422974,2.1924850940704346,0.3507591485977173,,0.0,0.0,,,
llm_gated,random_control,fluid_intelligence,7,4,seed07_fold04,280,50,82,16.0,0.5,0.001,17.0,61505.0,0.12471383153960665,5.0640234056370526,4.218238028084359,120.93166089057922,2.0954363346099854,0.5461143851280212,,1.0,1.0,,,
llm_gated,random_control,fluid_intelligence,8,0,seed08_fold00,279,50,83,16.0,0.2,0.001,10.0,61505.0,0.38003659332350925,4.525909005339157,3.8954712741346245,103.72451400756836,2.050697088241577,0.44425737857818604,,0.25,0.25,,,
llm_gated,random_control,fluid_intelligence,8,1,seed08_fold01,279,50,83,16.0,0.5,0.001,15.0,61505.0,0.31519863721789976,4.941427969488589,4.118421255824077,139.44214963912964,2.6374876499176025,0.4119710624217987,,1.0,1.0,,,
llm_gated,random_control,fluid_intelligence,8,2,seed08_fold02,280,50,82,32.0,0.2,0.003,23.0,213121.0,0.21005194483664757,5.484371438724836,4.308823666921476,161.50278568267822,1.9438347816467285,0.5772877931594849,,0.75,0.75,,,
llm_gated,random_control,fluid_intelligence,8,3,seed08_fold03,280,50,82,16.0,0.2,0.001,10.0,61505.0,0.2606021394856735,4.410870812222559,3.742312163841434,97.9556987285614,2.122875213623047,0.4019676744937897,,0.5,0.5,,,
llm_gated,random_control,fluid_intelligence,8,4,seed08_fold04,280,50,82,16.0,0.5,0.003,18.0,61505.0,0.3165132268049274,5.100300310792891,4.075581864612858,116.64001393318176,1.48470139503479,0.42117831110954285,,1.0,1.0,,,
llm_gated,random_control,fluid_intelligence,9,0,seed09_fold00,279,50,83,16.0,0.2,0.003,12.0,61505.0,0.2018922378881553,5.5482249005108475,4.495492843260248,102.41463470458984,2.0150625705718994,0.5474650859832764,,1.0,1.0,,,
llm_gated,random_control,fluid_intelligence,9,1,seed09_fold01,279,50,83,16.0,0.2,0.003,18.0,61505.0,0.18651591113062505,5.283253544532726,4.20437842679311,153.75942516326904,2.8309125900268555,0.48057231307029724,,0.25,0.25,,,
llm_gated,random_control,fluid_intelligence,9,2,seed09_fold02,280,50,82,32.0,0.5,0.003,10.0,213121.0,0.2834178035595087,4.543847463969616,3.7943164895220503,133.6991672515869,2.202812671661377,0.2445560097694397,,1.0,1.0,,,
llm_gated,random_control,fluid_intelligence,9,3,seed09_fold03,280,50,82,16.0,0.5,0.001,13.0,61505.0,0.23932540815239453,4.89940671054825,4.025029752312637,144.31732845306396,2.301926612854004,0.42737534642219543,,0.25,0.25,,,
llm_gated,random_control,fluid_intelligence,9,4,seed09_fold04,280,50,82,32.0,0.5,0.003,18.0,213121.0,0.18329478511525354,5.279149212301055,4.379939951547763,141.2860929965973,1.8930011987686157,0.40927690267562866,,0.0,0.0,,,
llm_gated,no_prior,fluid_intelligence,1,0,seed01_fold00,279,50,83,32.0,0.2,0.003,16.0,213121.0,-0.012074611365145788,5.814956378168718,4.537353619035468,159.91646122932434,2.009275436401367,0.340550035238266,,0.5,0.5,,,
llm_gated,no_prior,fluid_intelligence,1,1,seed01_fold01,279,50,83,16.0,0.2,0.001,13.0,61505.0,0.32113780611246323,4.432535262614119,3.6278300917292214,120.42929363250732,2.16123628616333,0.4037458002567291,,0.0,0.0,,,
llm_gated,no_prior,fluid_intelligence,1,2,seed01_fold02,280,50,82,16.0,0.5,0.001,12.0,61505.0,0.43477468243431067,4.776850107356509,4.072796996046857,106.8678207397461,2.2841732501983643,0.4267672896385193,,0.75,0.75,,,
llm_gated,no_prior,fluid_intelligence,1,3,seed01_fold03,280,50,82,32.0,0.5,0.001,28.0,213121.0,0.20744774324688775,5.921333249059697,4.648429684522675,196.44884157180786,2.3576972484588623,0.5373908877372742,,0.25,0.25,,,
llm_gated,no_prior,fluid_intelligence,1,4,seed01_fold04,280,50,82,16.0,0.2,0.001,26.0,61505.0,0.2392107548664334,5.24001437233438,4.278607926717618,141.2947437763214,2.211656332015991,0.5773943066596985,,0.0,0.0,,,
llm_gated,no_prior,fluid_intelligence,2,0,seed02_fold00,279,50,83,16.0,0.5,0.001,10.0,61505.0,0.29569547319457373,4.990950277979761,4.287999980420952,102.9265730381012,2.416520357131958,0.39285099506378174,,0.25,0.25,,,
llm_gated,no_prior,fluid_intelligence,2,1,seed02_fold01,279,50,83,16.0,0.5,0.003,18.0,61505.0,0.29360527501080413,4.812132017452503,4.0112457275390625,137.64006900787354,2.05397367477417,0.5556287169456482,,0.5,0.5,,,
llm_gated,no_prior,fluid_intelligence,2,2,seed02_fold02,280,50,82,16.0,0.5,0.003,16.0,61505.0,0.19879377072223858,5.579273819992379,4.380867992959371,133.43325543403625,2.547079563140869,0.374444842338562,,0.75,0.75,,,
