experiment_id,experiment_name,prior_type,prior_source,seed,fold,split_id,n_train,n_val,n_test,best_epoch,best_val_metric,runtime_seconds,target_train_mean,target_train_std,group_aware,pearson,rmse,mae,alignment_node_pearson,alignment_node_spearman,alignment_node_topk_jaccard,reference_alignment_node_pearson,reference_alignment_node_spearman,reference_alignment_node_topk_jaccard,reference_alignment_module_pearson,reference_alignment_module_spearman,reference_alignment_module_topk_jaccard,reference_alignment_edge_diagonal_pearson,reference_alignment_edge_diagonal_spearman,reference_alignment_edge_diagonal_topk_jaccard
E10,node_unrelated_visual,node,unrelated_visual,4,4,seed04_fold04,280,50,82,61,4.466458320617676,150.2522337436676,16.90714285714286,4.945988892269066,False,0.19162727892398834,4.92329740524292,3.813163995742798,0.9168546795845032,0.7589529744526538,0.8181818181818182,0.1398007869720459,0.20332334753927322,0.0,0.22047965228557587,0.023809523809523815,0.2,0.1562134176492691,0.20332334753927322,0.0
E10,node_unrelated_visual,node,unrelated_visual,5,0,seed05_fold00,279,50,83,19,4.849401473999023,68.3473174571991,16.97132616487455,4.901089999941164,False,0.24691647291183472,4.635964870452881,3.786069869995117,0.8910425305366516,0.7557367969217597,0.6666666666666666,0.14849047362804413,0.23780736283558354,0.0,0.16778621077537537,0.2142857142857143,0.2,0.1566421091556549,0.23780736283558354,0.0
E10,node_unrelated_visual,node,unrelated_visual,5,1,seed05_fold01,279,50,83,24,4.917640686035156,79.52438592910767,16.74910394265233,4.846917239231855,False,0.23715978860855103,4.832308769226074,4.179790496826172,0.9056081771850586,0.7599667695439138,0.6666666666666666,0.15562234818935394,0.25007278522048404,0.0,0.20959573984146118,0.14285714285714288,0.2,0.1654902696609497,0.25007278522048404,0.0
E10,node_unrelated_visual,node,unrelated_visual,5,2,seed05_fold02,280,50,82,17,4.952703475952148,72.77499127388,17.05,4.881927312620937,False,0.15955650806427002,4.865072250366211,4.016111850738525,0.8717675805091858,0.7502932666287867,0.42857142857142855,0.21843969821929932,0.3007525516545112,0.0,0.267589807510376,0.30952380952380953,0.2,0.22509239614009857,0.3007525516545112,0.0
E10,node_unrelated_visual,node,unrelated_visual,5,3,seed05_fold03,280,50,82,5,4.951282501220703,53.06012535095215,16.764285714285716,4.896224076171518,False,0.115053191781044,4.764439582824707,4.100774765014648,0.7969308495521545,0.7439008640829102,0.6666666666666666,0.056147754192352295,0.06485292145371263,0.05263157894736842,0.03461095690727234,0.0,0.2,0.06372908502817154,0.06485292145371263,0.05263157894736842
E10,node_unrelated_visual,node,unrelated_visual,5,4,seed05_fold04,280,50,82,82,3.805948257446289,184.89615273475647,16.764285714285716,4.859615967022371,False,0.13285242021083832,5.824163913726807,4.726635456085205,0.9168093800544739,0.7607358554752146,0.6666666666666666,0.12929365038871765,0.25317409926813195,0.0,0.1726992428302765,0.14285714285714288,0.2,0.1373620331287384,0.25317409926813195,0.0
E10,node_unrelated_visual,node,unrelated_visual,6,0,seed06_fold00,279,50,83,11,4.877314567565918,53.4272735118866,16.91756272401434,4.936552256539939,False,0.14470261335372925,4.727604866027832,3.941311836242676,0.8675154447555542,0.7486052728315162,0.42857142857142855,0.19729182124137878,0.3006976169451325,0.0,0.2828201651573181,0.28571428571428575,0.2,0.2048509269952774,0.3006976169451325,0.0
E10,node_unrelated_visual,node,unrelated_visual,6,1,seed06_fold01,279,50,83,29,4.835330009460449,85.69128322601318,16.96415770609319,4.854012705412339,False,0.22502273321151733,4.964456081390381,4.301182270050049,0.893316388130188,0.7609056536678395,0.42857142857142855,0.2969147264957428,0.3795938477418176,0.05263157894736842,0.3803328275680542,0.28571428571428575,0.2,0.3042282462120056,0.3795938477418176,0.05263157894736842
E10,node_unrelated_visual,node,unrelated_visual,6,2,seed06_fold02,280,50,82,23,4.849340438842773,77.31158065795898,16.978571428571428,4.837307186475398,False,0.1615791767835617,4.9952073097229,4.281510353088379,0.8649123311042786,0.7557118265993149,0.6666666666666666,0.2538212239742279,0.3416589338836317,0.0,0.2978202998638153,0.28571428571428575,0.2,0.2622811794281006,0.3416589338836317,0.0
E10,node_unrelated_visual,node,unrelated_visual,6,3,seed06_fold03,280,50,82,47,4.3984150886535645,93.44741439819336,16.857142857142858,4.999387717613069,False,0.07835844159126282,5.023308753967285,4.1327924728393555,0.8815990686416626,0.7523857796496636,0.6666666666666666,-0.02564099058508873,-0.0016330590878918857,0.0,-0.04352231323719025,0.023809523809523815,0.2,-0.013406127691268921,-0.0016330590878918857,0.0
