model,prior,target,seed,fold,split_id,n_train,n_val,n_test,best_hidden,best_dropout,best_learning_rate,best_epoch,parameters,pearson,rmse,mae,runtime_seconds,I_XZ_final,I_ZY_final,probe_r2_final,bypass_alpha,best_alpha1,best_alpha2,best_val_rmse
llm_gated,llm_wm,fluid_intelligence,4,0,seed04_fold00,279,50,83,16.0,0.2,0.001,13.0,61507.0,0.2889161190469352,4.738350966092764,3.965988595801664,267.6285979747772,2.300856590270996,0.4039367735385895,,0.5023356378078461,,,
llm_gated,llm_wm,fluid_intelligence,4,1,seed04_fold01,279,50,83,16.0,0.2,0.003,14.0,61507.0,0.2084771009023766,5.191148166499692,4.153500476515437,202.89105319976807,1.9470219612121582,0.5722814202308655,,0.5045397281646729,,,
llm_gated,llm_wm,fluid_intelligence,4,2,seed04_fold02,280,50,82,16.0,0.5,0.001,10.0,61507.0,0.21116995577108244,4.807704684177506,4.056554398885587,167.76885676383972,1.8959205150604248,0.38310086727142334,,0.49913354218006134,,,
llm_gated,llm_wm,fluid_intelligence,4,3,seed04_fold03,280,50,82,32.0,0.2,0.003,32.0,213123.0,0.22164030961655015,5.410805815160993,4.231928522993878,312.1570978164673,2.4222865104675293,0.606425404548645,,0.5117064416408539,,,
llm_gated,llm_wm,fluid_intelligence,4,4,seed04_fold04,280,50,82,32.0,0.2,0.003,29.0,213123.0,0.21294197041426816,5.34859083660079,4.079122403772866,297.2062921524048,1.783359408378601,0.5429524779319763,,0.4976266324520111,,,
llm_gated,llm_wm,fluid_intelligence,5,0,seed05_fold00,279,50,83,32.0,0.5,0.003,12.0,213123.0,0.14519917969967505,5.023628662097411,4.270749494253871,145.4011254310608,2.234121799468994,0.2661583125591278,,0.5037744343280792,,,
llm_gated,llm_wm,fluid_intelligence,5,1,seed05_fold01,279,50,83,32.0,0.2,0.003,33.0,213123.0,0.24486543809597702,5.746483967606589,4.5110463866268296,280.2731387615204,2.0635881423950195,0.7405502200126648,,0.4936543405056,,,
llm_gated,llm_wm,fluid_intelligence,5,2,seed05_fold02,280,50,82,32.0,0.5,0.001,10.0,213123.0,0.2001702355890077,5.5669913273022535,4.618361205589481,146.7268762588501,2.101356029510498,0.3146979808807373,,0.49855415523052216,,,
llm_gated,llm_wm,fluid_intelligence,5,3,seed05_fold03,280,50,82,16.0,0.2,0.001,12.0,61507.0,0.3756941386936964,4.754697211491955,3.913779177316805,134.52939629554749,1.6417465209960938,0.46227362751960754,,0.5002485066652298,,,
llm_gated,llm_wm,fluid_intelligence,5,4,seed05_fold04,280,50,82,32.0,0.2,0.003,21.0,213123.0,0.061222467422568205,5.195208365389634,4.133996265690501,178.32249522209167,2.3379859924316406,0.4982590079307556,,0.5011574029922485,,,
