target,seed,fold,prior_type,selected_variant,selected_alpha,selected_eta,inner_pearson
working_memory,6,4,shuffled,pca_32,1000000.0,0.0,0.057959709414174186
working_memory,6,4,random,topk_0.05,1000000.0,0.0,0.029352532211172795
working_memory,7,0,matched,topk_0.05,1000000.0,0.0,0.22604271167425724
working_memory,7,0,unrelated,topk_0.05,1000000.0,0.0,0.22604271167425724
working_memory,7,0,shuffled,topk_0.05,1000000.0,0.0,0.22604271167425724
working_memory,7,0,random,topk_0.05,1000000.0,0.0,0.22604271167425724
working_memory,7,1,matched,topk_0.05,1000000.0,0.0,0.18413404823054047
working_memory,7,1,unrelated,pca_32,100.0,0.0,0.19846224682601
working_memory,7,1,shuffled,pca_8,1000000.0,0.0,0.18542098361618153
working_memory,7,1,random,pca_8,100.0,0.0,0.18429532441565544
working_memory,7,2,matched,weighted_2.0,1000000.0,0.25,0.18585402806137336
working_memory,7,2,unrelated,pca_64,1000000.0,0.5,0.19140894470346664
working_memory,7,2,shuffled,pca_8,1000000.0,0.25,0.20013673188408307
working_memory,7,2,random,topk_0.2,1000000.0,0.0,0.18368608468799355
working_memory,7,3,matched,topk_0.05,1000000.0,0.0,0.22046098214583632
working_memory,7,3,unrelated,topk_0.05,1000000.0,0.0,0.22046098214583632
working_memory,7,3,shuffled,topk_0.05,1000000.0,0.0,0.22046098214583632
working_memory,7,3,random,topk_0.05,1000000.0,0.0,0.22046098214583632
working_memory,7,4,matched,weighted_0.5,1000000.0,0.0,0.16033643002941372
working_memory,7,4,unrelated,topk_0.05,1000000.0,0.0,0.1590564992825484
working_memory,7,4,shuffled,topk_0.05,1000000.0,0.0,0.1590564992825484
working_memory,7,4,random,weighted_1.0,1000000.0,0.0,0.16184434155586105
working_memory,8,0,matched,topk_0.05,10000.0,0.0,0.2666129128535599
working_memory,8,0,unrelated,topk_0.05,10000.0,0.0,0.2666129128535599
working_memory,8,0,shuffled,topk_0.05,1000000.0,0.0,0.2666129128535599
working_memory,8,0,random,topk_0.05,1000000.0,0.0,0.2666129128535599
working_memory,8,1,matched,topk_0.05,10000.0,0.0,0.16258597435002783
working_memory,8,1,unrelated,topk_0.05,10000.0,0.0,0.1631232573978575
working_memory,8,1,shuffled,topk_0.05,1000000.0,0.0,0.16258597435002783
working_memory,8,1,random,topk_0.05,10000.0,0.0,0.16258597435002783
working_memory,8,2,matched,topk_0.05,1000000.0,0.0,0.17246185759247118
working_memory,8,2,unrelated,topk_0.05,1000000.0,0.0,0.17246185759247118
working_memory,8,2,shuffled,topk_0.05,1000000.0,0.0,0.17246185759247118
working_memory,8,2,random,topk_0.05,1000000.0,0.0,0.17246185759247118
working_memory,8,3,matched,topk_0.05,1000000.0,0.0,0.13487938637410654
working_memory,8,3,unrelated,topk_0.05,1000000.0,0.0,0.13487938637410654
working_memory,8,3,shuffled,topk_0.05,1000000.0,0.0,0.13487938637410654
working_memory,8,3,random,topk_0.05,1000000.0,0.0,0.13487938637410654
working_memory,8,4,matched,topk_0.05,1000000.0,0.0,0.18444648213688075
working_memory,8,4,unrelated,topk_0.05,1000000.0,0.0,0.18444648213688075
working_memory,8,4,shuffled,topk_0.05,1000000.0,0.0,0.18444648213688075
working_memory,8,4,random,topk_0.05,1000000.0,0.0,0.18444648213688075
working_memory,9,0,matched,weighted_2.0,10000.0,0.0,0.16657882209706354
working_memory,9,0,unrelated,topk_0.05,10000.0,0.0,0.16620196749136776
working_memory,9,0,shuffled,pca_8,10000.0,0.0,0.1662440431258668
working_memory,9,0,random,topk_0.05,1000000.0,0.0,0.16620196749136776
working_memory,9,1,matched,weighted_2.0,1000000.0,0.0,0.19334231391846496
working_memory,9,1,unrelated,topk_0.1,1000000.0,0.0,0.1937876471010385
working_memory,9,1,shuffled,pca_8,10000.0,0.0,0.1930975496813877
working_memory,9,1,random,topk_0.05,1000000.0,0.0,0.19307466343021687
working_memory,9,2,matched,topk_0.05,1000000.0,0.0,0.17864337464118135
working_memory,9,2,unrelated,topk_0.05,1000000.0,0.0,0.17864337464118135
working_memory,9,2,shuffled,topk_0.05,1000000.0,0.0,0.17864337464118135
working_memory,9,2,random,topk_0.05,1000000.0,0.0,0.17864337464118135
working_memory,9,3,matched,topk_0.05,1000000.0,0.0,0.13975708095077014
working_memory,9,3,unrelated,topk_0.05,1000000.0,0.0,0.13975708095077014
working_memory,9,3,shuffled,topk_0.05,1000000.0,0.0,0.13975708095077014
working_memory,9,3,random,topk_0.05,10000.0,0.0,0.13975708095077014
working_memory,9,4,matched,weighted_2.0,1000000.0,1.0,0.17873625133927945
working_memory,9,4,unrelated,weighted_0.5,1000000.0,1.0,0.15208041171624156
working_memory,9,4,shuffled,weighted_1.0,1000000.0,1.0,0.12910301069023555
working_memory,9,4,random,weighted_0.5,1000000.0,1.0,0.1155798872405867
