target,seed,fold,prior_type,variant,inner_pearson,selected_eta
fluid_intelligence,1,0,shuffled,weighted_1.0,0.35371462374025237,0.0
fluid_intelligence,1,0,shuffled,weighted_2.0,0.35371462374025237,0.0
fluid_intelligence,1,0,shuffled,pca_8,0.35371462374025237,0.0
fluid_intelligence,1,0,shuffled,pca_16,0.35371462374025237,0.0
fluid_intelligence,1,0,shuffled,pca_32,0.35371462374025237,0.0
fluid_intelligence,1,0,shuffled,pca_64,0.35371462374025237,0.0
fluid_intelligence,1,0,random,topk_0.05,0.35371462374025237,0.0
fluid_intelligence,1,0,random,topk_0.1,0.35371462374025237,0.0
fluid_intelligence,1,0,random,topk_0.2,0.35371462374025237,0.0
fluid_intelligence,1,0,random,weighted_0.5,0.35371462374025237,0.0
fluid_intelligence,1,0,random,weighted_1.0,0.35371462374025237,0.0
fluid_intelligence,1,0,random,weighted_2.0,0.35371462374025237,0.0
fluid_intelligence,1,0,random,pca_8,0.35371462374025237,0.0
fluid_intelligence,1,0,random,pca_16,0.35371462374025237,0.0
fluid_intelligence,1,0,random,pca_32,0.35371462374025237,0.0
fluid_intelligence,1,0,random,pca_64,0.35371462374025237,0.0
fluid_intelligence,1,1,matched,topk_0.05,0.25415047987561934,0.0
fluid_intelligence,1,1,matched,topk_0.1,0.25415047987561934,0.0
fluid_intelligence,1,1,matched,topk_0.2,0.25415047987561934,0.0
fluid_intelligence,1,1,matched,weighted_0.5,0.25415047987561934,0.0
fluid_intelligence,1,1,matched,weighted_1.0,0.25415047987561934,0.0
fluid_intelligence,1,1,matched,weighted_2.0,0.25415047987561934,0.0
fluid_intelligence,1,1,matched,pca_8,0.25415047987561934,0.0
fluid_intelligence,1,1,matched,pca_16,0.25415047987561934,0.0
fluid_intelligence,1,1,matched,pca_32,0.25415047987561934,0.0
fluid_intelligence,1,1,matched,pca_64,0.25415047987561934,0.0
fluid_intelligence,1,1,unrelated,topk_0.05,0.25415047987561934,0.0
fluid_intelligence,1,1,unrelated,topk_0.1,0.25415047987561934,0.0
fluid_intelligence,1,1,unrelated,topk_0.2,0.25415047987561934,0.0
fluid_intelligence,1,1,unrelated,weighted_0.5,0.25415047987561934,0.0
fluid_intelligence,1,1,unrelated,weighted_1.0,0.25415047987561934,0.0
fluid_intelligence,1,1,unrelated,weighted_2.0,0.25415047987561934,0.0
fluid_intelligence,1,1,unrelated,pca_8,0.25415047987561934,0.0
fluid_intelligence,1,1,unrelated,pca_16,0.25415047987561934,0.0
fluid_intelligence,1,1,unrelated,pca_32,0.25415047987561934,0.0
fluid_intelligence,1,1,unrelated,pca_64,0.25415047987561934,0.0
fluid_intelligence,1,1,shuffled,topk_0.05,0.25415047987561934,0.0
fluid_intelligence,1,1,shuffled,topk_0.1,0.25415047987561934,0.0
fluid_intelligence,1,1,shuffled,topk_0.2,0.25415047987561934,0.0
fluid_intelligence,1,1,shuffled,weighted_0.5,0.25415047987561934,0.0
fluid_intelligence,1,1,shuffled,weighted_1.0,0.25415047987561934,0.0
fluid_intelligence,1,1,shuffled,weighted_2.0,0.25415047987561934,0.0
fluid_intelligence,1,1,shuffled,pca_8,0.25415047987561934,0.0
fluid_intelligence,1,1,shuffled,pca_16,0.25415047987561934,0.0
fluid_intelligence,1,1,shuffled,pca_32,0.25415047987561934,0.0
fluid_intelligence,1,1,shuffled,pca_64,0.25415047987561934,0.0
fluid_intelligence,1,1,random,topk_0.05,0.25415047987561934,0.0
fluid_intelligence,1,1,random,topk_0.1,0.25415047987561934,0.0
fluid_intelligence,1,1,random,topk_0.2,0.25415047987561934,0.0
fluid_intelligence,1,1,random,weighted_0.5,0.25415047987561934,0.0
fluid_intelligence,1,1,random,weighted_1.0,0.25415047987561934,0.0
fluid_intelligence,1,1,random,weighted_2.0,0.25415047987561934,0.0
fluid_intelligence,1,1,random,pca_8,0.25415047987561934,0.0
fluid_intelligence,1,1,random,pca_16,0.25415047987561934,0.0
fluid_intelligence,1,1,random,pca_32,0.25415047987561934,0.0
fluid_intelligence,1,1,random,pca_64,0.25415047987561934,0.0
fluid_intelligence,1,2,matched,topk_0.05,0.2569586977051228,0.0
fluid_intelligence,1,2,matched,topk_0.1,0.2569586977051228,0.0
fluid_intelligence,1,2,matched,topk_0.2,0.2569586977051228,0.0
fluid_intelligence,1,2,matched,weighted_0.5,0.2569586977051228,0.0
fluid_intelligence,1,2,matched,weighted_1.0,0.2569586977051228,0.0
fluid_intelligence,1,2,matched,weighted_2.0,0.2569586977051228,0.0
fluid_intelligence,1,2,matched,pca_8,0.2569586977051228,0.0
fluid_intelligence,1,2,matched,pca_16,0.2569586977051228,0.0
fluid_intelligence,1,2,matched,pca_32,0.2569586977051228,0.0
fluid_intelligence,1,2,matched,pca_64,0.2590904889770239,0.25
fluid_intelligence,1,2,unrelated,topk_0.05,0.2571561980282119,0.5
fluid_intelligence,1,2,unrelated,topk_0.1,0.2569586977051228,0.0
fluid_intelligence,1,2,unrelated,topk_0.2,0.2569586977051228,0.0
fluid_intelligence,1,2,unrelated,weighted_0.5,0.2569586977051228,0.0
fluid_intelligence,1,2,unrelated,weighted_1.0,0.2569586977051228,0.0
fluid_intelligence,1,2,unrelated,weighted_2.0,0.2569586977051228,0.0
fluid_intelligence,1,2,unrelated,pca_8,0.25716830678238645,0.25
fluid_intelligence,1,2,unrelated,pca_16,0.2569586977051228,0.0
fluid_intelligence,1,2,unrelated,pca_32,0.2569586977051228,0.0
fluid_intelligence,1,2,unrelated,pca_64,0.2570673843299482,0.25
fluid_intelligence,1,2,shuffled,topk_0.05,0.2569586977051228,0.0
fluid_intelligence,1,2,shuffled,topk_0.1,0.2569586977051228,0.0
fluid_intelligence,1,2,shuffled,topk_0.2,0.2569586977051228,0.0
fluid_intelligence,1,2,shuffled,weighted_0.5,0.2569586977051228,0.0
fluid_intelligence,1,2,shuffled,weighted_1.0,0.2569586977051228,0.0
fluid_intelligence,1,2,shuffled,weighted_2.0,0.2569586977051228,0.0
fluid_intelligence,1,2,shuffled,pca_8,0.2569586977051228,0.0
fluid_intelligence,1,2,shuffled,pca_16,0.2569586977051228,0.0
fluid_intelligence,1,2,shuffled,pca_32,0.2569586977051228,0.0
fluid_intelligence,1,2,shuffled,pca_64,0.2569586977051228,0.0
fluid_intelligence,1,2,random,topk_0.05,0.2569586977051228,0.0
fluid_intelligence,1,2,random,topk_0.1,0.2569586977051228,0.0
fluid_intelligence,1,2,random,topk_0.2,0.2569586977051228,0.0
fluid_intelligence,1,2,random,weighted_0.5,0.2569586977051228,0.0
fluid_intelligence,1,2,random,weighted_1.0,0.2569586977051228,0.0
fluid_intelligence,1,2,random,weighted_2.0,0.2569586977051228,0.0
fluid_intelligence,1,2,random,pca_8,0.2569586977051228,0.0
fluid_intelligence,1,2,random,pca_16,0.2569586977051228,0.0
fluid_intelligence,1,2,random,pca_32,0.2569586977051228,0.0
fluid_intelligence,1,2,random,pca_64,0.2569586977051228,0.0
fluid_intelligence,1,3,matched,topk_0.05,0.36748207394613264,0.0
fluid_intelligence,1,3,matched,topk_0.1,0.36748207394613264,0.0
fluid_intelligence,1,3,matched,topk_0.2,0.36748207394613264,0.0
fluid_intelligence,1,3,matched,weighted_0.5,0.36748207394613264,0.0
fluid_intelligence,1,3,matched,weighted_1.0,0.36748207394613264,0.0
fluid_intelligence,1,3,matched,weighted_2.0,0.36748207394613264,0.0
fluid_intelligence,1,3,matched,pca_8,0.36748207394613264,0.0
fluid_intelligence,1,3,matched,pca_16,0.36748207394613264,0.0
fluid_intelligence,1,3,matched,pca_32,0.36748207394613264,0.0
fluid_intelligence,1,3,matched,pca_64,0.36748207394613264,0.0
fluid_intelligence,1,3,unrelated,topk_0.05,0.36748207394613264,0.0
fluid_intelligence,1,3,unrelated,topk_0.1,0.36748207394613264,0.0
fluid_intelligence,1,3,unrelated,topk_0.2,0.36748207394613264,0.0
fluid_intelligence,1,3,unrelated,weighted_0.5,0.36748207394613264,0.0
fluid_intelligence,1,3,unrelated,weighted_1.0,0.36748207394613264,0.0
fluid_intelligence,1,3,unrelated,weighted_2.0,0.36748207394613264,0.0
fluid_intelligence,1,3,unrelated,pca_8,0.36748207394613264,0.0
fluid_intelligence,1,3,unrelated,pca_16,0.36748207394613264,0.0
fluid_intelligence,1,3,unrelated,pca_32,0.36748207394613264,0.0
fluid_intelligence,1,3,unrelated,pca_64,0.36748207394613264,0.0
fluid_intelligence,1,3,shuffled,topk_0.05,0.36748207394613264,0.0
fluid_intelligence,1,3,shuffled,topk_0.1,0.36748207394613264,0.0
fluid_intelligence,1,3,shuffled,topk_0.2,0.36748207394613264,0.0
fluid_intelligence,1,3,shuffled,weighted_0.5,0.36748207394613264,0.0
fluid_intelligence,1,3,shuffled,weighted_1.0,0.36748207394613264,0.0
fluid_intelligence,1,3,shuffled,weighted_2.0,0.36748207394613264,0.0
fluid_intelligence,1,3,shuffled,pca_8,0.36748207394613264,0.0
fluid_intelligence,1,3,shuffled,pca_16,0.36748207394613264,0.0
fluid_intelligence,1,3,shuffled,pca_32,0.36748207394613264,0.0
fluid_intelligence,1,3,shuffled,pca_64,0.36748207394613264,0.0
fluid_intelligence,1,3,random,topk_0.05,0.36748207394613264,0.0
fluid_intelligence,1,3,random,topk_0.1,0.36748207394613264,0.0
fluid_intelligence,1,3,random,topk_0.2,0.36748207394613264,0.0
fluid_intelligence,1,3,random,weighted_0.5,0.36748207394613264,0.0
fluid_intelligence,1,3,random,weighted_1.0,0.36748207394613264,0.0
fluid_intelligence,1,3,random,weighted_2.0,0.36748207394613264,0.0
fluid_intelligence,1,3,random,pca_8,0.36748207394613264,0.0
fluid_intelligence,1,3,random,pca_16,0.36748207394613264,0.0
fluid_intelligence,1,3,random,pca_32,0.36748207394613264,0.0
fluid_intelligence,1,3,random,pca_64,0.36748207394613264,0.0
fluid_intelligence,1,4,matched,topk_0.05,0.2669131363153672,0.0
fluid_intelligence,1,4,matched,topk_0.1,0.2669131363153672,0.0
fluid_intelligence,1,4,matched,topk_0.2,0.2669131363153672,0.0
fluid_intelligence,1,4,matched,weighted_0.5,0.2669131363153672,0.0
fluid_intelligence,1,4,matched,weighted_1.0,0.2669131363153672,0.0
fluid_intelligence,1,4,matched,weighted_2.0,0.2669131363153672,0.0
fluid_intelligence,1,4,matched,pca_8,0.2669131363153672,0.0
fluid_intelligence,1,4,matched,pca_16,0.26731738129473387,0.25
fluid_intelligence,1,4,matched,pca_32,0.2669131363153672,0.0
fluid_intelligence,1,4,matched,pca_64,0.2669131363153672,0.0
fluid_intelligence,1,4,unrelated,topk_0.05,0.2669131363153672,0.0
fluid_intelligence,1,4,unrelated,topk_0.1,0.2669131363153672,0.0
fluid_intelligence,1,4,unrelated,topk_0.2,0.2669131363153672,0.0
fluid_intelligence,1,4,unrelated,weighted_0.5,0.2669131363153672,0.0
fluid_intelligence,1,4,unrelated,weighted_1.0,0.2669131363153672,0.0
fluid_intelligence,1,4,unrelated,weighted_2.0,0.2669131363153672,0.0
fluid_intelligence,1,4,unrelated,pca_8,0.2669131363153672,0.0
fluid_intelligence,1,4,unrelated,pca_16,0.2669131363153672,0.0
fluid_intelligence,1,4,unrelated,pca_32,0.2669131363153672,0.0
fluid_intelligence,1,4,unrelated,pca_64,0.2669851382371708,0.25
fluid_intelligence,1,4,shuffled,topk_0.05,0.2669131363153672,0.0
fluid_intelligence,1,4,shuffled,topk_0.1,0.2669131363153672,0.0
fluid_intelligence,1,4,shuffled,topk_0.2,0.2669131363153672,0.0
