seed,fold,prior_type,pearson,rmse,mae,w_fp,w_s
3,2,matched,0.1257552571864575,12.340275725535472,9.680044992738377,0.55,0.45
3,2,unrelated,0.09026152373395255,12.52445878226496,9.875204728633822,0.55,0.45
3,2,shuffled,0.11341772770245431,12.343580674062693,9.592932963672787,0.55,0.45
3,2,random,0.12083802588226082,12.3224298809772,9.759464723703305,0.55,0.45
3,3,matched,0.4906255242595954,10.721336363028467,8.738033964738138,0.95,0.05
3,3,unrelated,0.45020144504308524,10.834533662933131,8.827457168288339,0.95,0.05
3,3,shuffled,0.4858914472949833,10.747882696005837,8.782591137066001,0.95,0.05
3,3,random,0.4869222731619916,10.668455480175865,8.73649335210615,0.95,0.05
3,4,matched,0.3504674649871574,10.902179031105968,8.44510443194964,0.6,0.4
3,4,unrelated,0.32954744303119465,11.020309265472942,8.621889810926255,0.6,0.4
3,4,shuffled,0.34850690824213687,10.784373574965436,8.314590057052886,0.6,0.4
3,4,random,0.34855863827613165,10.80871674100223,8.53019719046343,0.6,0.4
4,0,matched,0.25658360185210477,10.577485726324955,8.391494343626256,0.8,0.2
4,0,unrelated,0.25690885079681136,10.574031354522779,8.390564725399013,0.8,0.2
4,0,shuffled,0.2161401018303655,10.684909563466515,8.438340024849943,0.8,0.2
4,0,random,0.25567021589511135,10.571176998737963,8.407270459059593,0.8,0.2
4,1,matched,0.23972245180614343,11.804797805420938,9.350490720611079,0.9,0.1
4,1,unrelated,0.20199651437499233,12.033981736095848,9.627901185449375,0.9,0.1
4,1,shuffled,0.23321399322086936,11.71366533858292,9.172987179511457,0.9,0.1
4,1,random,0.2333329093967112,11.862033995283548,9.49950686396089,0.9,0.1
4,2,matched,0.2609280928900746,10.689578887163782,8.99975713308576,0.65,0.35
4,2,unrelated,0.17394301615560215,11.112141134264208,9.26747381509848,0.65,0.35
4,2,shuffled,0.21428972491073975,10.854652862577018,9.035931787295416,0.65,0.35
4,2,random,0.20291955191224326,10.984356823183195,9.115027938093895,0.65,0.35
4,3,matched,0.27265354672923514,11.814501885524455,9.574694532990966,0.85,0.15
4,3,unrelated,0.24899028544076898,11.896584592617792,9.642086964253332,0.85,0.15
4,3,shuffled,0.21912198789581522,11.945628130862968,9.747216043565196,0.85,0.15
4,3,random,0.2941799115362507,11.7060668232301,9.515066397704853,0.85,0.15
4,4,matched,0.3610849280113556,10.99497361202762,8.787952053313214,0.65,0.35
4,4,unrelated,0.35388112414144124,11.0080271301733,9.005637602915684,0.65,0.35
4,4,shuffled,0.4195576696361799,10.640212104024577,8.65185095153857,0.65,0.35
4,4,random,0.344657171283101,11.02835009861216,8.862853757748208,0.65,0.35
5,0,matched,0.21143211474942855,12.032585065352897,9.29988201778538,0.75,0.25
5,0,unrelated,0.19339630476704478,12.110156162141209,9.558074935284779,0.75,0.25
5,0,shuffled,0.1901483748974132,12.067577067278599,9.352405666726606,0.75,0.25
5,0,random,0.19576827469227437,12.092073911156993,9.48998557334055,0.75,0.25
5,1,matched,0.2911243270441113,12.1295925477054,9.734914105252646,0.75,0.25
5,1,unrelated,0.24213972763865382,12.333573941141703,10.069704039379024,0.75,0.25
5,1,shuffled,0.21348549515571044,12.571614466058998,10.126494080832035,0.75,0.25
5,1,random,0.22396864704366057,12.456902113173898,10.132248051985826,0.75,0.25
5,2,matched,0.08740632417801672,10.979780576680092,8.698441636265095,0.85,0.15
5,2,unrelated,0.0786036752575248,11.077427100397527,8.862649710317195,0.85,0.15
5,2,shuffled,0.04068750818296744,11.09542999851796,8.817321185762042,0.85,0.15
5,2,random,0.09343140952450202,10.928759648272928,8.75533665422233,0.85,0.15
5,3,matched,0.3681499842871875,10.863711377304282,8.971662878960247,0.8,0.2
5,3,unrelated,0.33023919784395933,11.086771796199763,9.089978338611198,0.8,0.2
5,3,shuffled,0.35168628115005757,10.996982232225593,8.966642018540842,0.8,0.2
5,3,random,0.33794756410721744,11.058640627851346,9.113649841251888,0.8,0.2
5,4,matched,0.22325960065865658,11.283591413726572,9.367501435487526,0.8,0.2
5,4,unrelated,0.21125479024508675,11.3039283498536,9.398280824165312,0.8,0.2
5,4,shuffled,0.24967900801466536,11.082566187378418,9.251111525294911,0.8,0.2
5,4,random,0.187907029840217,11.562599524618271,9.529054495376897,0.8,0.2
6,0,matched,0.2874546214584777,11.363338259681845,9.19700225419599,0.75,0.25
6,0,unrelated,0.24163066061684776,11.627207907918603,9.581945993251395,0.75,0.25
6,0,shuffled,0.22380851376584726,11.689783941963013,9.553200090244323,0.75,0.25
6,0,random,0.23074970742568238,11.653732988264082,9.55685580834131,0.75,0.25
6,1,matched,0.26126049540099283,10.39570846535832,8.389531245252751,0.7,0.3
6,1,unrelated,0.21347569195253635,10.64638311145471,8.625137150292469,0.7,0.3
6,1,shuffled,0.253315976740387,10.354782886114709,8.370036452933016,0.7,0.3
6,1,random,0.24136542737199107,10.576183795752295,8.663165748535299,0.7,0.3
6,2,matched,0.005870938865813916,12.64378514233975,10.766007535873891,0.55,0.45
6,2,unrelated,-0.02747309855011936,12.8081635076094,10.887605133382445,0.55,0.45
6,2,shuffled,0.027406216569956576,12.5120246403408,10.633025554416575,0.55,0.45
6,2,random,0.016536299882530883,12.65081824579024,10.71305066754631,0.55,0.45
6,3,matched,0.3526477629318102,10.419920127217798,7.932686806661072,1.0,0.0
6,3,unrelated,0.3343460965171129,10.477672867766422,8.166082180393937,1.0,0.0
6,3,shuffled,0.2978297489831475,10.78067570040763,8.27495659298748,1.0,0.0
6,3,random,0.34067308218011016,10.487506604079885,8.06660423526077,1.0,0.0
6,4,matched,0.45000593597145927,11.454549199394833,9.437696604781822,0.7,0.3
6,4,unrelated,0.43517433238404146,11.503365790854891,9.468276843779881,0.7,0.3
6,4,shuffled,0.44653890242632277,11.510909626586635,9.553040447643026,0.7,0.3
6,4,random,0.4625400892059828,11.422347956239214,9.442303116018614,0.7,0.3
7,0,matched,0.24387752881112512,11.630291144079154,8.904942491359325,1.0,0.0
7,0,unrelated,0.26258979386315173,11.561863475763834,8.921071509221436,1.0,0.0
7,0,shuffled,0.18232097561947533,11.82635531944261,9.214950347700231,1.0,0.0
7,0,random,0.22382468423885946,11.72810453870181,9.13672353294233,1.0,0.0
7,1,matched,0.20524892450632232,10.615674111687797,8.79929293945605,0.5,0.5
7,1,unrelated,0.17964096762921372,10.765457038227932,8.953689259947145,0.5,0.5
7,1,shuffled,0.2214000794351758,10.524279094581042,8.695800471551546,0.5,0.5
7,1,random,0.2024577492596291,10.663085194525511,8.828050246023938,0.5,0.5
7,2,matched,0.14154048887689757,12.46613102790814,9.733335323713264,0.55,0.45
7,2,unrelated,0.13996581533705116,12.35849742543026,9.647847604232835,0.55,0.45
7,2,shuffled,0.11042056884546038,12.596741282474222,10.000892305101955,0.55,0.45
7,2,random,0.12649435380992144,12.631137826858772,10.023037556119759,0.55,0.45
7,3,matched,0.30808827870739464,11.22115521515498,9.45729707910987,0.55,0.45
7,3,unrelated,0.2884123749346226,11.32890214923725,9.48640722287861,0.55,0.45
7,3,shuffled,0.3208916299297089,11.1524570053641,9.48631370500905,0.55,0.45
7,3,random,0.3504568025593304,11.021147027152638,9.365351768429731,0.55,0.45
7,4,matched,0.3182421995175949,10.76725064822921,9.067512564958083,0.8,0.2
7,4,unrelated,0.3418725243681654,10.684624263474333,9.031366533149068,0.8,0.2
7,4,shuffled,0.28070166565910715,10.906610688376219,9.102749077063237,0.8,0.2
7,4,random,0.307272443665974,10.811932771203582,9.031370741143698,0.8,0.2
8,0,matched,0.250406662428612,11.189883603164224,9.173916710680784,0.8,0.2
8,0,unrelated,0.2564636547625229,11.18764102768911,9.160218678801645,0.8,0.2
8,0,shuffled,0.20160759835230324,11.308948765632033,9.207585367346518,0.8,0.2
8,0,random,0.2282123014190066,11.251642280908921,9.197522948391125,0.8,0.2
8,1,matched,0.2648769819242903,11.745726669846656,9.803622112748446,1.0,0.0
8,1,unrelated,0.24768136810086433,11.899631031948921,9.989306584277196,1.0,0.0
8,1,shuffled,0.26484245172670473,11.72207671268891,9.745009291099324,1.0,0.0
8,1,random,0.234565820877996,11.86259166645832,9.88917011120359,1.0,0.0
8,2,matched,0.44804527662212645,10.015667711281507,8.189670151633075,0.55,0.45
8,2,unrelated,0.42606766968359827,10.130895820504263,8.364468394595285,0.55,0.45
8,2,shuffled,0.41626614994645045,10.170227142190479,8.328515286778094,0.55,0.45
8,2,random,0.4352119768433903,10.076451534039727,8.326028517999593,0.55,0.45
8,3,matched,0.3116903827380412,12.628156387252165,9.692003611023571,1.0,0.0
8,3,unrelated,0.2665550447925113,12.782973917593084,10.144598770193534,1.0,0.0
8,3,shuffled,0.21418049959242216,13.078068250907446,10.703887435963482,1.0,0.0
8,3,random,0.2571152651079197,12.674860193553451,10.113577414745587,1.0,0.0
8,4,matched,0.24900718966769886,11.353168396172178,9.146520595801691,0.5,0.5
8,4,unrelated,0.20476002359735787,11.53991214438664,9.35787831739236,0.5,0.5
8,4,shuffled,0.2257920810905198,11.425049890063265,9.200466181117726,0.5,0.5
8,4,random,0.1932226366547756,11.618951783258154,9.375240580907391,0.5,0.5
9,0,matched,0.43089952992399866,11.44585526567062,9.271466243197825,0.85,0.15
9,0,unrelated,0.4232721282123919,11.462947094552478,9.290813321235888,0.85,0.15
9,0,shuffled,0.4073892462731602,11.609796113472703,9.394642655149633,0.85,0.15
9,0,random,0.42097586605067383,11.492098503294242,9.330508838157863,0.85,0.15
9,1,matched,0.2314713396711659,11.460569158982748,8.973421328010492,0.85,0.15
9,1,unrelated,0.2222079998866786,11.57780263422696,9.027665517657244,0.85,0.15
9,1,shuffled,0.20668019031398877,11.726878337904765,9.197451623715937,0.85,0.15
9,1,random,0.22451554313945724,11.582957586913079,9.212412749149061,0.85,0.15
9,2,matched,0.2573763951961373,10.962912692148153,8.835957734924364,0.9,0.1
9,2,unrelated,0.2464369166535887,11.003591522571972,8.921723165413216,0.9,0.1
9,2,shuffled,0.2502846387411435,10.995811563654376,8.887450936931389,0.9,0.1
9,2,random,0.24556622522084773,10.990579019846935,8.886287720026896,0.9,0.1
9,3,matched,0.13511999569867877,11.84742080435146,9.724986685450526,1.0,0.0
9,3,unrelated,0.13773030807335068,11.778601748034815,9.567254815438838,1.0,0.0
9,3,shuffled,0.1232717845823359,11.783998552790072,9.6491978911946,1.0,0.0
9,3,random,0.1793236435036048,11.61281375551505,9.619264218866142,1.0,0.0
9,4,matched,0.30894906124415855,10.802387052547768,8.678438802804813,0.8,0.2
9,4,unrelated,0.31745312325230585,10.77491157575977,8.710474091932777,0.8,0.2
9,4,shuffled,0.2596603324576665,10.976514247116967,8.84359384482324,0.8,0.2
9,4,random,0.2970980892185392,10.849686579740801,8.807586451115915,0.8,0.2
