prior_type,pearson_mean,pearson_std,rmse_mean,mae_mean
matched,0.27410018389330393,0.10699762618369346,11.247421473685996,9.127663262716963
random,0.26259041168396413,0.10773912748765524,11.290297410446591,9.21027329650571
shuffled,0.25132368866059707,0.10933506377870805,11.319998089367823,9.210594050881458
unrelated,0.2535470983974218,0.10595655426537995,11.347758531212635,9.25018572269633
