seed,fold,prior_type,pearson,rmse,mae,w_fp,w_s
0,0,matched,0.5068562904526167,3.77031410410168,2.906950642995556,0.3,0.7
0,0,unrelated,0.4973689498160709,3.794879088555006,2.92212188462781,0.3,0.7
0,0,shuffled,0.49868204522395493,3.7901294181170835,2.943783777013056,0.3,0.7
0,0,random,0.4904157887159182,3.8124913770293163,2.9275908217159334,0.3,0.7
0,1,matched,0.3689529294778181,4.7196944797099745,4.007442494707384,0.35,0.65
0,1,unrelated,0.36519866625647524,4.7274372114121,4.0115489699796205,0.35,0.65
0,1,shuffled,0.3676373726943524,4.721690560526165,3.9982248898702006,0.35,0.65
0,1,random,0.3753049822701816,4.706248269433352,4.003106768002351,0.35,0.65
0,2,matched,0.33051830412783134,4.881928179289505,4.249160810399762,0.4,0.6
0,2,unrelated,0.32827579342579566,4.884664186350531,4.261528600233132,0.4,0.6
0,2,shuffled,0.3365524475516742,4.86473059915164,4.249457353928595,0.4,0.6
0,2,random,0.33194036206773353,4.87637172644687,4.243756190357877,0.4,0.6
0,3,matched,0.22756558466653715,4.653814351527041,3.971300214264687,0.35,0.65
0,3,unrelated,0.23531144704328683,4.632016409283318,3.944591004454294,0.35,0.65
0,3,shuffled,0.23430414798055682,4.6360864840735445,3.9669756504942124,0.35,0.65
0,3,random,0.21602166715798854,4.676293666688501,4.010052753714573,0.35,0.65
0,4,matched,0.46463941347364884,4.592529161730442,3.7119409633233147,0.4,0.6
0,4,unrelated,0.46536534675410246,4.594297957338801,3.70628014269477,0.4,0.6
0,4,shuffled,0.44983155268596575,4.631645609679728,3.722478614371144,0.4,0.6
0,4,random,0.45642329063022613,4.614044697706053,3.718286542828805,0.4,0.6
1,0,matched,0.2703467731788337,4.464081193185517,3.5692052596692574,0.25,0.75
1,0,unrelated,0.28079508151342164,4.442998996285138,3.5647862124012817,0.25,0.75
1,0,shuffled,0.2759669314024752,4.453478016431291,3.574320571478314,0.25,0.75
1,0,random,0.28522230669685,4.43469992173317,3.5526968000556205,0.25,0.75
1,1,matched,0.3825843691252191,4.309870742102777,3.6263698737556207,0.4,0.6
1,1,unrelated,0.3787005510630743,4.316391506202028,3.6300354091584697,0.4,0.6
1,1,shuffled,0.38147483530407406,4.3120008147106805,3.625851382588019,0.4,0.6
1,1,random,0.38411206019588234,4.309599364508531,3.628952730395321,0.4,0.6
1,2,matched,0.4520422123898718,4.821243485026942,4.148839990954124,0.65,0.35
1,2,unrelated,0.46595718302908173,4.815129790177263,4.14472643652915,0.65,0.35
1,2,shuffled,0.41384176095985403,4.885703494128362,4.217422971697807,0.65,0.35
1,2,random,0.43450343891806464,4.853763185362874,4.170004584242701,0.65,0.35
1,3,matched,0.28331564139356413,4.977861063509075,4.24427489354662,0.65,0.35
1,3,unrelated,0.27465541516277336,4.992076144692531,4.2566880151838955,0.65,0.35
1,3,shuffled,0.289135530340899,4.945286804825035,4.240534782658578,0.65,0.35
1,3,random,0.260950407799031,5.009082978785542,4.291783371252623,0.65,0.35
1,4,matched,0.3517337366313573,4.569133962899343,3.8395470595341843,0.4,0.6
1,4,unrelated,0.3429975391863982,4.584310163884051,3.842306529237442,0.4,0.6
1,4,shuffled,0.3476980293849695,4.573317438057236,3.8508555685100725,0.4,0.6
1,4,random,0.35178073349014227,4.568372908271978,3.8270233815715704,0.4,0.6
2,0,matched,0.4548573823926859,4.687460837244794,4.0170641860468415,0.5,0.5
2,0,unrelated,0.46263462465432015,4.67798597042643,4.002281539914389,0.5,0.5
2,0,shuffled,0.4395639871205819,4.723328545584659,4.046280761577134,0.5,0.5
2,0,random,0.4293714215107136,4.737065467721593,4.0455004544368895,0.5,0.5
2,1,matched,0.3224290543571169,4.4666957844825195,3.840056849150298,0.45,0.55
2,1,unrelated,0.3125977579669781,4.4832989078952465,3.8570142917065127,0.45,0.55
2,1,shuffled,0.31957555438354135,4.479567298360729,3.8903492045121566,0.45,0.55
2,1,random,0.3196853506881796,4.478881102480483,3.8655994991243134,0.45,0.55
2,2,matched,0.43574407373714596,4.2483889002627615,3.4992249162995406,0.4,0.6
2,2,unrelated,0.44318346422182875,4.2361537682709915,3.4914561878060226,0.4,0.6
2,2,shuffled,0.42967435194145,4.267326419449497,3.514126707427246,0.4,0.6
2,2,random,0.45032483044216354,4.2252006686260595,3.4648553463688283,0.4,0.6
2,3,matched,0.4709397094838847,4.511768627865176,3.7062275334324437,0.4,0.6
2,3,unrelated,0.45466803991738025,4.543712018521466,3.7352136562710156,0.4,0.6
2,3,shuffled,0.4617864948528477,4.530238333428782,3.7114550210900648,0.4,0.6
2,3,random,0.4587994501884347,4.540625034320033,3.7338212644037854,0.4,0.6
2,4,matched,0.36645421068561046,4.528252834495875,3.8507614847583205,0.45,0.55
2,4,unrelated,0.36083034945564374,4.536634448816139,3.8612704923892625,0.45,0.55
2,4,shuffled,0.3614779560643291,4.536097682537079,3.857791064459289,0.45,0.55
2,4,random,0.3641680583244527,4.531735072385852,3.8567217509178175,0.45,0.55
3,0,matched,0.20692020050719995,4.833114866529274,4.171456491688869,0.35,0.65
3,0,unrelated,0.1968653655220489,4.856652049330414,4.177858429050483,0.35,0.65
3,0,shuffled,0.19493676476290137,4.871777874492208,4.173428216548134,0.35,0.65
3,0,random,0.23858429775827322,4.779157280044913,4.083753452688525,0.35,0.65
3,1,matched,0.37659732077760616,4.414684715508562,3.6019103351483595,0.4,0.6
3,1,unrelated,0.3853459214291782,4.398659304491112,3.591138736056339,0.4,0.6
3,1,shuffled,0.3642176575422578,4.43636827068163,3.6462228065927014,0.4,0.6
3,1,random,0.3722810805973654,4.421943209177449,3.6165561743066825,0.4,0.6
3,2,matched,0.4130150082288935,4.391353555264136,3.505567988266973,0.2,0.8
3,2,unrelated,0.4134142111559278,4.391870340433215,3.5085165728930416,0.2,0.8
3,2,shuffled,0.41933833412747457,4.375474788103578,3.4838056939523288,0.2,0.8
3,2,random,0.4067126817962934,4.406498309274552,3.5123008122805017,0.2,0.8
3,3,matched,0.465203196704359,4.52262038234375,3.7919460047135733,0.3,0.7
3,3,unrelated,0.4641946834530422,4.525468099179609,3.802912693238177,0.3,0.7
3,3,shuffled,0.47792120956808704,4.488422543274333,3.8114956074613158,0.3,0.7
3,3,random,0.4728341314245283,4.502328947478485,3.8028987280893767,0.3,0.7
3,4,matched,0.2817002105227824,4.813699542011968,3.930588644906102,0.25,0.75
3,4,unrelated,0.2842820051699897,4.807438752843986,3.923737840692825,0.25,0.75
3,4,shuffled,0.2909840818581537,4.789496494748439,3.8881219699467473,0.25,0.75
3,4,random,0.2807315216333033,4.813328390293294,3.9305209719996856,0.25,0.75
4,0,matched,0.387937264890535,4.4672727741691425,3.8331520793755307,0.45,0.55
4,0,unrelated,0.38067797736535103,4.482847774869562,3.8539191479425803,0.45,0.55
4,0,shuffled,0.38678638641059115,4.4689016981885175,3.8278385570337896,0.45,0.55
4,0,random,0.3885176248325257,4.469876144065324,3.847815206917125,0.45,0.55
4,1,matched,0.2623569708978686,4.587900698597674,3.7859983704045983,0.6,0.4
4,1,unrelated,0.25055277030237966,4.613127156543894,3.772916997183362,0.6,0.4
4,1,shuffled,0.2544630681632953,4.572364075259761,3.7812580562635314,0.6,0.4
4,1,random,0.2595094845157177,4.580142121378633,3.7601602736624424,0.6,0.4
4,2,matched,0.3550561323633974,4.574497367284964,3.7458276870709373,0.45,0.55
4,2,unrelated,0.3476720576715951,4.587423109327218,3.755691701558518,0.45,0.55
4,2,shuffled,0.3364002775980647,4.604688411874163,3.7864361534798054,0.45,0.55
4,2,random,0.35444318557224297,4.57331795903381,3.744603981336957,0.45,0.55
4,3,matched,0.228817611988479,5.163108484111948,4.186189801745046,0.0,1.0
4,3,unrelated,0.228817611988479,5.163108484111948,4.186189801745046,0.0,1.0
4,3,shuffled,0.228817611988479,5.163108484111948,4.186189801745046,0.0,1.0
4,3,random,0.228817611988479,5.163108484111948,4.186189801745046,0.0,1.0
4,4,matched,0.4285274166790197,4.579364268058304,3.8743936850314444,0.55,0.45
4,4,unrelated,0.4297489506753348,4.579432277574044,3.8796300498194967,0.55,0.45
4,4,shuffled,0.4369798291903651,4.573734123082132,3.886170104823548,0.55,0.45
4,4,random,0.41298737879920366,4.6051341084098025,3.895992629425037,0.55,0.45
5,0,matched,0.31703552964636944,4.674410497293466,3.860140539975604,0.2,0.8
5,0,unrelated,0.3161767756108691,4.675992766788539,3.8560421120109383,0.2,0.8
5,0,shuffled,0.31385881727808695,4.672415656908312,3.8731936735654586,0.2,0.8
5,0,random,0.31721974299565037,4.671003005791435,3.859186475128627,0.2,0.8
5,1,matched,0.3802504701443622,4.442333051615256,3.631874467847024,0.2,0.8
5,1,unrelated,0.3761146271874687,4.448396190657094,3.665948906138717,0.2,0.8
5,1,shuffled,0.3885550529956749,4.403977864438979,3.6406541537013783,0.2,0.8
5,1,random,0.376445855932076,4.44478961634999,3.6633297843851675,0.2,0.8
5,2,matched,0.4290493549613205,4.783151122785968,4.0143680312148495,0.45,0.55
5,2,unrelated,0.4203065729833029,4.804973154443935,4.039929206329022,0.45,0.55
5,2,shuffled,0.404887578296831,4.832126299703185,4.059217909380761,0.45,0.55
5,2,random,0.41058104982140775,4.823464310792068,4.051012792957601,0.45,0.55
5,3,matched,0.4387322145546775,4.630665188871341,3.754454954816543,0.3,0.7
5,3,unrelated,0.4481927689554728,4.6154537758978975,3.728492691929977,0.3,0.7
