no_prior_alignment,matched_alignment,unrelated_alignment,shuffled_alignment,random_alignment,rank_stability,top10_jaccard,matched_beats_negative_controls
0.16251018829814423,0.8526712576052052,0.6458065174141475,-0.23459602329944915,0.0977700893143172,0.05444406002127142,0.10569315445476436,True
