target,seed,fold,model_id,prior_type,evaluation_type,n_train,n_test,test_indices_hash,selected_from_prior,selected_hyperparameter_hash,coefficient_artifact,lambda_fc,lambda_sc,lambda_l,gamma,lifting,prior_alignment_pearson,prior_alignment_spearman,prior_alignment_top10_jaccard,pearson,rmse,mae
working_memory,1,0,A3_msancr,random,fixed_prior_swap,329,83,fd88b3fdabd38c48,matched,3e40644f6f1148ce,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__random/seed01_fold00.npz,1.0,10.0,0.5,1.0,mean,0.10069654317310303,0.17570974111851997,0.1111111111111111,0.513959126323509,9.906956132807824,8.174703780197987
working_memory,1,0,A3_msancr,shuffled,fixed_prior_swap,329,83,fd88b3fdabd38c48,matched,3e40644f6f1148ce,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__shuffled/seed01_fold00.npz,1.0,10.0,0.5,1.0,mean,-0.05133470134825495,-0.05622588615877677,0.0,0.4819776370270833,10.070742345338488,8.251365161431986
working_memory,1,0,A3_msancr,unrelated,fixed_prior_swap,329,83,fd88b3fdabd38c48,matched,3e40644f6f1148ce,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__unrelated/seed01_fold00.npz,1.0,10.0,0.5,1.0,mean,0.4614452525102167,0.6061978374844255,0.05263157894736842,0.5223449527687908,9.793957172556368,8.08634910466817
working_memory,1,1,A3_msancr,random,fixed_prior_swap,329,83,5a27629dcbb318ac,matched,dfcd8132f5901466,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__random/seed01_fold01.npz,1.0,1.0,0.1,0.5,prod,0.05379745556056209,0.15128979548798394,0.05263157894736842,0.0315091973814108,12.25510217243892,10.13063614769109
working_memory,1,1,A3_msancr,shuffled,fixed_prior_swap,329,83,5a27629dcbb318ac,matched,dfcd8132f5901466,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__shuffled/seed01_fold01.npz,1.0,1.0,0.1,0.5,prod,-0.0959465684707778,-0.10266917595043741,0.0,0.05891135358653233,12.054262260382943,9.90701017528036
working_memory,1,1,A3_msancr,unrelated,fixed_prior_swap,329,83,5a27629dcbb318ac,matched,dfcd8132f5901466,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__unrelated/seed01_fold01.npz,1.0,1.0,0.1,0.5,prod,0.6445421810696865,0.7235697595281061,0.25,0.04755260096232231,12.214669400203391,10.0899936920944
working_memory,1,2,A3_msancr,random,fixed_prior_swap,330,82,a3a96f37370dde13,matched,977017089204073d,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__random/seed01_fold02.npz,0.1,1.0,1.0,0.5,mean,0.010370155623525161,0.04951309392101915,0.0,0.22067504875766186,11.527017101048447,9.736633675397526
working_memory,1,2,A3_msancr,shuffled,fixed_prior_swap,330,82,a3a96f37370dde13,matched,977017089204073d,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__shuffled/seed01_fold02.npz,0.1,1.0,1.0,0.5,mean,0.010222691054185665,-0.011536770155320987,0.0,0.2256969528351666,11.511885556256242,9.692369448937923
working_memory,1,2,A3_msancr,unrelated,fixed_prior_swap,330,82,a3a96f37370dde13,matched,977017089204073d,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__unrelated/seed01_fold02.npz,0.1,1.0,1.0,0.5,mean,-0.06440896156137083,0.2715391780438955,0.05263157894736842,0.21337593088116166,11.540946133336986,9.776530471335382
working_memory,1,3,A3_msancr,random,fixed_prior_swap,330,82,1bb495d850934d97,matched,55fb694ff760fd97,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__random/seed01_fold03.npz,0.1,1.0,0.5,1.0,mean,0.037073354838304276,0.09318663562604054,0.05263157894736842,0.296938124415082,11.78762764865118,9.691676641324223
working_memory,1,3,A3_msancr,shuffled,fixed_prior_swap,330,82,1bb495d850934d97,matched,55fb694ff760fd97,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__shuffled/seed01_fold03.npz,0.1,1.0,0.5,1.0,mean,-0.0385826061072121,-0.06036512079936543,0.0,0.29474438576239326,11.822713482487728,9.664989009690869
working_memory,1,3,A3_msancr,unrelated,fixed_prior_swap,330,82,1bb495d850934d97,matched,55fb694ff760fd97,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__unrelated/seed01_fold03.npz,0.1,1.0,0.5,1.0,mean,0.09450900397787149,0.33266213269474415,0.05263157894736842,0.27747412821809625,11.93639584185806,9.711601339712498
working_memory,1,4,A3_msancr,random,fixed_prior_swap,330,82,d46f3f6926276995,matched,977017089204073d,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__random/seed01_fold04.npz,0.1,1.0,1.0,0.5,mean,0.02285066452138213,0.10799709414487542,0.0,0.3317721300632705,10.455898041468856,7.8879397687769055
working_memory,1,4,A3_msancr,shuffled,fixed_prior_swap,330,82,d46f3f6926276995,matched,977017089204073d,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__shuffled/seed01_fold04.npz,0.1,1.0,1.0,0.5,mean,0.03227913647188653,0.001100205489970591,0.05263157894736842,0.2907677533943944,10.732642586973396,8.085337652068183
working_memory,1,4,A3_msancr,unrelated,fixed_prior_swap,330,82,d46f3f6926276995,matched,977017089204073d,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__unrelated/seed01_fold04.npz,0.1,1.0,1.0,0.5,mean,-0.10326075829205594,0.29635919839805724,0.0,0.3180292959010249,10.499105423191901,7.978623537543637
working_memory,2,0,A3_msancr,random,fixed_prior_swap,329,83,a26c3f775a4bf796,matched,025bdee7774c0424,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__random/seed02_fold00.npz,0.01,0.1,0.03,0.25,mean,-0.03248615847047189,-0.010994361155020801,0.05263157894736842,0.3734124646882435,12.119821416389163,9.832613124951969
working_memory,2,0,A3_msancr,shuffled,fixed_prior_swap,329,83,a26c3f775a4bf796,matched,025bdee7774c0424,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__shuffled/seed02_fold00.npz,0.01,0.1,0.03,0.25,mean,0.014861069871189726,-0.06277710975814711,0.05263157894736842,0.3572852289996893,12.206978726949606,9.899606130093963
working_memory,2,0,A3_msancr,unrelated,fixed_prior_swap,329,83,a26c3f775a4bf796,matched,025bdee7774c0424,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__unrelated/seed02_fold00.npz,0.01,0.1,0.03,0.25,mean,-0.26810506944902546,0.06832045280376817,0.0,0.3748531143131591,12.073164350859935,9.94524423311395
working_memory,2,1,A3_msancr,random,fixed_prior_swap,329,83,1ad80dbf1d2cbf53,matched,55fb694ff760fd97,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__random/seed02_fold01.npz,0.1,1.0,0.5,1.0,mean,-0.007765833586029211,0.04976314062328519,0.05263157894736842,0.39504698736156163,10.327863236165527,8.497732870172424
working_memory,2,1,A3_msancr,shuffled,fixed_prior_swap,329,83,1ad80dbf1d2cbf53,matched,55fb694ff760fd97,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__shuffled/seed02_fold01.npz,0.1,1.0,0.5,1.0,mean,-0.0663820245764042,-0.09095929653970149,0.0,0.40102296739576015,10.252146396934386,8.408744987248081
working_memory,2,1,A3_msancr,unrelated,fixed_prior_swap,329,83,1ad80dbf1d2cbf53,matched,55fb694ff760fd97,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__unrelated/seed02_fold01.npz,0.1,1.0,0.5,1.0,mean,0.06561368185831176,0.33276215137565057,0.05263157894736842,0.37599984368228606,10.47379336469166,8.579120037636264
working_memory,2,2,A3_msancr,random,fixed_prior_swap,330,82,87a120d2fb58d4fa,matched,da9e03b7552cd21e,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__random/seed02_fold02.npz,0.1,10.0,1.0,0.5,prod,-0.02923695223306494,0.0776875869578884,0.05263157894736842,0.22609772683306287,12.20182061306415,9.373067984230621
working_memory,2,2,A3_msancr,shuffled,fixed_prior_swap,330,82,87a120d2fb58d4fa,matched,da9e03b7552cd21e,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__shuffled/seed02_fold02.npz,0.1,10.0,1.0,0.5,prod,-0.025886915359245085,-0.053813897199995096,0.0,0.20471881670374442,12.26378417176912,9.334248084724729
working_memory,2,2,A3_msancr,unrelated,fixed_prior_swap,330,82,87a120d2fb58d4fa,matched,da9e03b7552cd21e,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__unrelated/seed02_fold02.npz,0.1,10.0,1.0,0.5,prod,0.12806072636601237,0.3835023975739446,0.05263157894736842,0.20122544259720898,12.460749808368975,9.75851017878444
working_memory,2,3,A3_msancr,random,fixed_prior_swap,330,82,f2d768095732cd28,matched,74a2e0a48e06c9df,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__random/seed02_fold03.npz,0.01,10.0,1.0,0.1,prod,-0.10705041728760918,-0.05606816439273204,0.0,0.23788280758895564,12.30957830655052,9.9463546581436
working_memory,2,3,A3_msancr,shuffled,fixed_prior_swap,330,82,f2d768095732cd28,matched,74a2e0a48e06c9df,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__shuffled/seed02_fold03.npz,0.01,10.0,1.0,0.1,prod,-0.0156490267641593,-0.09536781224426895,0.0,0.2888048711441389,11.903084560451232,9.578293370823998
working_memory,2,3,A3_msancr,unrelated,fixed_prior_swap,330,82,f2d768095732cd28,matched,74a2e0a48e06c9df,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__unrelated/seed02_fold03.npz,0.01,10.0,1.0,0.1,prod,-0.43568810500952404,0.008690084621830645,0.0,0.2209405994439267,12.274259479036413,10.126794674621538
working_memory,2,4,A3_msancr,random,fixed_prior_swap,330,82,0748e83f7d70cde3,matched,a893a27bbbe1f511,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__random/seed02_fold04.npz,0.1,1.0,0.5,0.5,prod,-0.032748734313116076,0.05869557820269677,0.05263157894736842,0.1922903881401948,11.494365221305456,9.425949246943674
working_memory,2,4,A3_msancr,shuffled,fixed_prior_swap,330,82,0748e83f7d70cde3,matched,a893a27bbbe1f511,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__shuffled/seed02_fold04.npz,0.1,1.0,0.5,0.5,prod,-0.05887409136701977,-0.08346558921640528,0.0,0.2663712778735604,10.881002787938213,8.960549622345194
working_memory,2,4,A3_msancr,unrelated,fixed_prior_swap,330,82,0748e83f7d70cde3,matched,a893a27bbbe1f511,outputs/iclr/msancr_grid_closure/coefficients/A3_msancr__unrelated/seed02_fold04.npz,0.1,1.0,0.5,0.5,prod,0.12036581929984974,0.36416417030792303,0.05263157894736842,0.23418450768987434,11.21958493337392,9.084444007370037
