method_id,method_name,seeds,wm_alignment_mean,wm_alignment_sd,rank_stability_mean,rank_stability_sd,top10_jaccard_mean,top10_jaccard_sd
M2_TRUE,Meta-GAT attention mass (true prior),10,0.402461480557303,0.04512973660093383,0.9418701758935321,0.027370026673738865,0.6996668037844509,0.08085411229656198
M2_RANDOM,Meta-GAT attention mass (random prior),10,-0.2803233320494979,0.011346426001430172,0.9561459270364818,0.01598660106820128,0.6649791874791875,0.09996809331666495
M3_TRUE,Two-stage KRR gradient saliency (true prior),10,0.004546096904305759,0.03265720461894075,0.7667447045707916,0.06710946120445994,0.4190657871540225,0.08155932707739295
M3_RANDOM,Two-stage KRR gradient saliency (random prior),10,-0.1875370098083619,0.026431202482228897,0.6885504170991428,0.07268233221411101,0.259861734412818,0.04783063839658066
E1,"MetaSFC (ours, AAAI)",10,0.7089693806083887,0.0065032896717530835,0.912988582631761,0.03007063230067395,0.6254012654012654,0.08140553169306468
