model_id,prior_type,evaluation_type,seed,pearson,rmse,mae,n_folds
A2_fc_laplacian,matched,retuned_base,0,0.3449263220133446,4.650000482259672,3.946380064355246,5
A2_fc_laplacian,matched,retuned_base,1,0.3197401082009835,4.684001923849134,3.961848739001833,5
A2_fc_laplacian,matched,retuned_base,2,0.36980656452092936,4.5805557761010816,3.901099084472217,5
A3_msancr,matched,retuned_base,0,0.3448646714011686,4.646830576731794,3.9112607143395053,5
A3_msancr,matched,retuned_base,1,0.31114742867295286,4.708737897709872,3.9901746580681965,5
A3_msancr,matched,retuned_base,2,0.36759622477045306,4.582520588873088,3.9037019984682586,5
A3_msancr,random,fixed_prior_swap,0,0.3467524137885887,4.638861766666149,3.901886024199041,5
A3_msancr,random,fixed_prior_swap,1,0.31093436562444454,4.703724035283104,3.9817651988741893,5
A3_msancr,random,fixed_prior_swap,2,0.37074604337666167,4.572835204191753,3.8958551908089305,5
A3_msancr,shuffled,fixed_prior_swap,0,0.3471464833887683,4.638586764470626,3.897188212790085,5
A3_msancr,shuffled,fixed_prior_swap,1,0.3079312628502735,4.708548043783563,3.991543180295377,5
A3_msancr,shuffled,fixed_prior_swap,2,0.3680960019687994,4.581208956564234,3.9024609900982092,5
A3_msancr,unrelated,fixed_prior_swap,0,0.34666806240616643,4.642138090492918,3.9022978073296657,5
A3_msancr,unrelated,fixed_prior_swap,1,0.31328402947047895,4.705607188212925,3.9862140115205342,5
A3_msancr,unrelated,fixed_prior_swap,2,0.36871001445185636,4.579441726903913,3.900820991220629,5
A4_iso_same_solver,uniform,retuned_base,0,0.34420920740551575,4.633618061446731,3.837084854848675,5
A4_iso_same_solver,uniform,retuned_base,1,0.3337721402354671,4.667150629218532,3.9139342230724785,5
A4_iso_same_solver,uniform,retuned_base,2,0.3664949199314716,4.604407921169939,3.899503820076698,5
A4_modality_ridge,none,retuned_base,0,0.3448035892924941,4.652304208667184,3.950344189593577,5
A4_modality_ridge,none,retuned_base,1,0.31998600540079003,4.683609774119214,3.961484125104954,5
A4_modality_ridge,none,retuned_base,2,0.3698042225338102,4.58057213116907,3.9008231315994264,5
