task,seed,A4_pearson,LF0_pearson,LF1_pearson,LF2_pearson,LF1_minus_A4,LF1_minus_LF0,LF2_minus_A4,LF2_minus_LF0,A4_rmse,LF0_rmse,LF1_rmse,LF2_rmse,A4_mae,LF0_mae,LF1_mae,LF2_mae,LF1_rmse_minus_A4,LF2_rmse_minus_A4,LF1_mae_minus_A4,LF2_mae_minus_A4
working_memory,0,0.2602375301355685,0.25220092580618975,0.2598190326715494,0.2570462366110631,-0.0004184974640191186,0.007618106865359631,-0.003191293524505423,0.004845310804873326,11.431959297116327,11.64114061347723,11.358564204790548,11.400660379452983,9.276816940234985,9.442803693618831,9.252166839638393,9.289565551193048,-0.07339509232577868,-0.03129891766334403,-0.024650100596591784,0.012748610958063011
working_memory,1,0.2628796396366357,0.26766087529398414,0.28631721021381534,0.2916855772411269,0.023437570577179656,0.018656334919831208,0.02880593760449124,0.02402470194714279,11.287327989233471,11.297574871800112,11.008891691723493,11.020589355418988,9.231843233655145,9.237545745575009,8.989120813807315,8.995047400835643,-0.27843629750997856,-0.2667386338144837,-0.24272241984782994,-0.23679583281950123
working_memory,2,0.2998896920447924,0.29230940064872235,0.3081705783702902,0.3031556793176933,0.008280886325497838,0.015861177721567865,0.00326598727290095,0.010846278668970977,11.194615010491246,11.455441651849771,11.134157489604066,11.210171420330902,9.068543610533295,9.224423513200687,9.065287003173475,9.08796586031374,-0.06045752088718004,0.015556409839655672,-0.0032566073598196965,0.01942224978044571
fluid_intelligence,0,0.32022,0.36216,0.37348000000000003,0.36774000000000007,0.05326000000000003,0.011320000000000052,0.04752000000000006,0.005580000000000085,,,,,,,,,,,,
fluid_intelligence,1,0.30152,0.32686000000000004,0.3577,0.35458,0.05618000000000001,0.03083999999999998,0.053059999999999996,0.027719999999999967,,,,,,,,,,,,
fluid_intelligence,2,0.34958,0.40128,0.4069,0.4069,0.05731999999999998,0.005619999999999958,0.05731999999999998,0.005619999999999958,,,,,,,,,,,,
