model,matched_alignment_mean,matched_alignment_std,unrelated_alignment_mean,shuffled_alignment_mean,random_alignment_mean,rank_stability_mean,rank_stability_std,top10_jaccard_mean
FC_no_prior,0.0005089412109199624,0.015594847345878378,0.044818765563237745,-0.1049567570576609,-0.01460823434436628,0.021709606735093995,0.03667346561852818,0.023274853801169594
FP_matched,0.6699227396503311,0.07327479509904306,0.45717550269796964,-0.14413084299593681,0.10309214623457501,0.051183946488294316,0.029406741565131584,0.10839549855029731
FP_unrelated,0.49742521387529104,0.07146969899918997,0.6892870139587824,-0.23192670253346206,0.1679481797562757,-0.032958751393534005,0.03671000087642467,0.13080608761723314
FP_shuffled,-0.1005740923352354,0.011086682961597899,-0.10439503871765757,0.6365354268395131,-0.006373274901011033,-9.226156152695835e-06,0.03250164164937523,0.0
FP_random,0.0872633754678688,0.023609707509376646,0.09332810423269715,-0.0002399678967285504,0.6236824664590783,0.017480336754699573,0.026875836104053842,0.055108359133126936
