method,target,seed,fold,split_id,n_train,n_val,n_test,best_lambda1,best_lambda2,best_lambda3,runtime_seconds,pearson,rmse,mae,jaccard
mt_ncr_joint_l21,fluid_intelligence,4,1,seed04_fold01,279.0,50.0,83.0,1.0,10.0,0.0,184.6304018497467,0.2524491251079541,4.474252602867547,3.78042702550124,
mt_ncr_joint_l21,working_memory,4,1,seed04_fold01,279.0,50.0,83.0,1.0,10.0,0.0,184.6304066181183,0.1346527005620341,11.590207288742468,9.677870731234462,
mt_ncr_joint_l21,jaccard_top10pct,4,1,seed04_fold01,,,,,,,,,,,0.144082332761578
no_prior_ridge,fluid_intelligence,4,1,seed04_fold01,279.0,50.0,83.0,0.0,0.0,0.0,5.288920164108276,0.3217341752182103,4.510699942890511,3.751272348849898,
no_prior_ridge,working_memory,4,1,seed04_fold01,279.0,50.0,83.0,0.0,0.0,0.0,5.288924932479858,0.0569144251423299,11.523968462206591,9.553068839989198,
mt_ncr_independent,fluid_intelligence,4,2,seed04_fold02,280.0,50.0,82.0,0.0,0.0,0.0,54.163615465164185,0.3524453011638175,4.595241247554175,3.778350706689864,
mt_ncr_independent,working_memory,4,2,seed04_fold02,280.0,50.0,82.0,0.0,0.0,0.0,54.16361856460571,0.0984955237949446,11.622977582643054,9.771679247720812,
mt_ncr_independent,jaccard_top10pct,4,2,seed04_fold02,,,,,,,,,,,0.1257383966244726
mt_ncr_joint_l21,fluid_intelligence,4,2,seed04_fold02,280.0,50.0,82.0,0.1,0.5,0.0,198.57631540298465,0.3329782810777849,4.681708140104535,3.7614853710147926,
mt_ncr_joint_l21,working_memory,4,2,seed04_fold02,280.0,50.0,82.0,0.1,0.5,0.0,198.57631921768188,0.0985029344237194,11.622943473091327,9.771653858341866,
mt_ncr_joint_l21,jaccard_top10pct,4,2,seed04_fold02,,,,,,,,,,,0.1305084745762711
no_prior_ridge,fluid_intelligence,4,2,seed04_fold02,280.0,50.0,82.0,0.0,0.0,0.0,4.871806859970093,0.3565440597690004,4.581293570088958,3.760488994982867,
no_prior_ridge,working_memory,4,2,seed04_fold02,280.0,50.0,82.0,0.0,0.0,0.0,4.871811628341675,0.1507630088104868,11.639187374735824,9.631754936544558,
mt_ncr_independent,fluid_intelligence,4,3,seed04_fold03,280.0,50.0,82.0,0.0,0.0,0.0,48.82008504867554,0.3608165095077386,4.758059346794627,4.10132116806578,
mt_ncr_independent,working_memory,4,3,seed04_fold03,280.0,50.0,82.0,0.0,0.0,0.0,48.820088624954224,0.2722026809090713,11.794148009851584,9.53410634260388,
mt_ncr_independent,jaccard_top10pct,4,3,seed04_fold03,,,,,,,,,,,0.1006600660066006
mt_ncr_joint_l21,fluid_intelligence,4,3,seed04_fold03,280.0,50.0,82.0,1.0,0.0,0.0,190.99186730384827,0.3567655913705546,4.764168904621244,4.094350382046629,
mt_ncr_joint_l21,working_memory,4,3,seed04_fold03,280.0,50.0,82.0,1.0,0.0,0.0,190.9918727874756,0.2722032862960909,11.794145356289487,9.53410540057004,
mt_ncr_joint_l21,jaccard_top10pct,4,3,seed04_fold03,,,,,,,,,,,0.1742957746478873
no_prior_ridge,fluid_intelligence,4,3,seed04_fold03,280.0,50.0,82.0,0.0,0.0,0.0,5.700129985809326,0.356765041039263,4.7641701057787,4.094352301856132,
no_prior_ridge,working_memory,4,3,seed04_fold03,280.0,50.0,82.0,0.0,0.0,0.0,5.700133562088013,0.2722026809090713,11.794148009851586,9.534106342603884,
mt_ncr_independent,fluid_intelligence,4,4,seed04_fold04,280.0,50.0,82.0,0.0,0.0,0.0,52.883564472198486,0.4140987252296002,4.600839078188345,3.875921094817712,
mt_ncr_independent,working_memory,4,4,seed04_fold04,280.0,50.0,82.0,0.0,0.0,0.0,52.88356733322144,0.270962432687679,11.606894516859194,9.618601409325573,
mt_ncr_independent,jaccard_top10pct,4,4,seed04_fold04,,,,,,,,,,,0.1181894383906119
mt_ncr_joint_l21,fluid_intelligence,4,4,seed04_fold04,280.0,50.0,82.0,1.0,0.0,0.0,182.7566313743592,0.4140979896724732,4.600840350802901,3.87592222956718,
mt_ncr_joint_l21,working_memory,4,4,seed04_fold04,280.0,50.0,82.0,1.0,0.0,0.0,182.7566361427307,0.3891584739740418,10.95095939365701,9.048251266286725,
mt_ncr_joint_l21,jaccard_top10pct,4,4,seed04_fold04,,,,,,,,,,,0.1712028094820017
no_prior_ridge,fluid_intelligence,4,4,seed04_fold04,280.0,50.0,82.0,0.0,0.0,0.0,3.766096591949463,0.4140987252295997,4.600839078188346,3.875921094817712,
no_prior_ridge,working_memory,4,4,seed04_fold04,280.0,50.0,82.0,0.0,0.0,0.0,3.76610279083252,0.2709624326876775,11.606894516859194,9.618601409325573,
mt_ncr_independent,fluid_intelligence,5,0,seed05_fold00,279.0,50.0,83.0,0.0,0.0,0.0,49.74517393112183,0.3638883926733452,4.58391321351415,3.80865524996492,
mt_ncr_independent,working_memory,5,0,seed05_fold00,279.0,50.0,83.0,0.0,0.0,0.0,49.745179653167725,0.0340736516519827,12.954031873217666,10.097666176853142,
mt_ncr_independent,jaccard_top10pct,5,0,seed05_fold00,,,,,,,,,,,0.0943396226415094
mt_ncr_joint_l21,fluid_intelligence,5,0,seed05_fold00,279.0,50.0,83.0,0.1,1.0,0.0,194.98284554481504,0.3624615322327745,4.576575035335496,3.772151687944137,
mt_ncr_joint_l21,working_memory,5,0,seed05_fold00,279.0,50.0,83.0,0.1,1.0,0.0,194.98284816741943,0.0340733965261287,12.954032877639806,10.097678939547206,
mt_ncr_joint_l21,jaccard_top10pct,5,0,seed05_fold00,,,,,,,,,,,0.1450643776824034
no_prior_ridge,fluid_intelligence,5,0,seed05_fold00,279.0,50.0,83.0,0.0,0.0,0.0,4.163195371627808,0.363888392673345,4.583913213514151,3.8086552499649176,
no_prior_ridge,working_memory,5,0,seed05_fold00,279.0,50.0,83.0,0.0,0.0,0.0,4.163207769393921,0.0765491375282274,12.815069718250731,10.002253684062378,
mt_ncr_independent,fluid_intelligence,5,1,seed05_fold01,279.0,50.0,83.0,0.0,0.0,0.0,49.82620930671692,0.3364787588856031,4.42555084938108,3.750990746292637,
mt_ncr_independent,working_memory,5,1,seed05_fold01,279.0,50.0,83.0,0.0,0.0,0.0,49.82621455192566,0.349485147322086,11.800184661385764,9.653293208516402,
mt_ncr_independent,jaccard_top10pct,5,1,seed05_fold01,,,,,,,,,,,0.15
mt_ncr_joint_l21,fluid_intelligence,5,1,seed05_fold01,279.0,50.0,83.0,1.0,0.0,0.0,195.75284123420715,0.3364796915745078,4.425549057984366,3.7509882436700575,
mt_ncr_joint_l21,working_memory,5,1,seed05_fold01,279.0,50.0,83.0,1.0,0.0,0.0,195.7528445720673,0.2787870152840034,11.624961121645098,9.499025090256666,
mt_ncr_joint_l21,jaccard_top10pct,5,1,seed05_fold01,,,,,,,,,,,0.1889483065953654
no_prior_ridge,fluid_intelligence,5,1,seed05_fold01,279.0,50.0,83.0,0.0,0.0,0.0,4.366412401199341,0.3364787588856033,4.42555084938108,3.750990746292636,
no_prior_ridge,working_memory,5,1,seed05_fold01,279.0,50.0,83.0,0.0,0.0,0.0,4.366415977478027,0.349485147322085,11.800184661385764,9.653293208516402,
mt_ncr_independent,fluid_intelligence,5,2,seed05_fold02,280.0,50.0,82.0,0.0,0.0,0.0,52.20032286643982,0.3151242422321223,5.003933568224798,4.221653871308536,
mt_ncr_independent,working_memory,5,2,seed05_fold02,280.0,50.0,82.0,0.0,0.0,0.0,52.20032739639282,-0.066279939277632,10.550963818925911,8.517072565530448,
mt_ncr_independent,jaccard_top10pct,5,2,seed05_fold02,,,,,,,,,,,0.0578905630452022
mt_ncr_joint_l21,fluid_intelligence,5,2,seed05_fold02,280.0,50.0,82.0,1.0,10.0,0.0,196.2686853408813,0.3062831767920466,5.019006533167254,4.24114225166443,
mt_ncr_joint_l21,working_memory,5,2,seed05_fold02,280.0,50.0,82.0,1.0,10.0,0.0,196.2686972618103,0.1024594723113768,10.67645894432656,8.652272487028588,
mt_ncr_joint_l21,jaccard_top10pct,5,2,seed05_fold02,,,,,,,,,,,0.1610095735422106
no_prior_ridge,fluid_intelligence,5,2,seed05_fold02,280.0,50.0,82.0,0.0,0.0,0.0,4.050836086273193,0.3230646457200009,4.9904925956294255,4.202987545311396,
no_prior_ridge,working_memory,5,2,seed05_fold02,280.0,50.0,82.0,0.0,0.0,0.0,4.050848484039307,-0.0661654162201988,10.550958689609717,8.517068354143738,
mt_ncr_independent,fluid_intelligence,5,3,seed05_fold03,280.0,50.0,82.0,0.0,0.0,0.0,50.74826383590698,0.486641893872921,4.619934828909972,3.898188610508604,
mt_ncr_independent,working_memory,5,3,seed05_fold03,280.0,50.0,82.0,0.0,0.0,0.0,50.74826693534851,0.2107015973970051,11.404195666821666,9.414828509938635,
mt_ncr_independent,jaccard_top10pct,5,3,seed05_fold03,,,,,,,,,,,0.1228956228956228
mt_ncr_joint_l21,fluid_intelligence,5,3,seed05_fold03,280.0,50.0,82.0,1.0,0.0,0.0,192.8021638393402,0.4866399944730351,4.619937716481707,3.89819139401716,
mt_ncr_joint_l21,working_memory,5,3,seed05_fold03,280.0,50.0,82.0,1.0,0.0,0.0,192.80216765403748,0.2107012474821762,11.404197732312824,9.41482867248887,
mt_ncr_joint_l21,jaccard_top10pct,5,3,seed05_fold03,,,,,,,,,,,0.1794871794871795
no_prior_ridge,fluid_intelligence,5,3,seed05_fold03,280.0,50.0,82.0,0.0,0.0,0.0,4.732512712478638,0.4866418938729208,4.619934828909972,3.8981886105086048,
no_prior_ridge,working_memory,5,3,seed05_fold03,280.0,50.0,82.0,0.0,0.0,0.0,4.732517957687378,0.2107015973970049,11.404195666821668,9.414828509938634,
mt_ncr_independent,fluid_intelligence,5,4,seed05_fold04,280.0,50.0,82.0,0.0,0.0,0.0,54.48312950134277,0.2635774793780325,4.341542645676348,3.6442081780670295,
mt_ncr_independent,working_memory,5,4,seed05_fold04,280.0,50.0,82.0,0.0,0.0,0.0,54.48313498497009,0.2236901616398741,10.978233608382132,9.1269248033024,
mt_ncr_independent,jaccard_top10pct,5,4,seed05_fold04,,,,,,,,,,,0.1135225375626043
mt_ncr_joint_l21,fluid_intelligence,5,4,seed05_fold04,280.0,50.0,82.0,1.0,0.5,0.0,183.24252939224243,0.2635259513600676,4.337070602805088,3.626342206031635,
mt_ncr_joint_l21,working_memory,5,4,seed05_fold04,280.0,50.0,82.0,1.0,0.5,0.0,183.24253296852112,0.2499422677042157,10.913476676300435,9.1059825183113,
mt_ncr_joint_l21,jaccard_top10pct,5,4,seed05_fold04,,,,,,,,,,,0.1691498685363716
no_prior_ridge,fluid_intelligence,5,4,seed05_fold04,280.0,50.0,82.0,0.0,0.0,0.0,6.778777837753296,0.2635774793780324,4.341542645676348,3.644208178067028,
no_prior_ridge,working_memory,5,4,seed05_fold04,280.0,50.0,82.0,0.0,0.0,0.0,6.778781175613403,0.2542415184233181,10.911426706802215,9.109813183392946,
mt_ncr_independent,fluid_intelligence,6,0,seed06_fold00,279.0,50.0,83.0,0.0,0.0,0.0,63.79773283004761,0.276082486742037,4.3476475384371485,3.6542192788771897,
mt_ncr_independent,working_memory,6,0,seed06_fold00,279.0,50.0,83.0,0.0,0.0,0.0,63.79773569107056,0.1259995465370723,11.75996400863098,9.849094935481729,
mt_ncr_independent,jaccard_top10pct,6,0,seed06_fold00,,,,,,,,,,,0.1372549019607843
mt_ncr_joint_l21,fluid_intelligence,6,0,seed06_fold00,279.0,50.0,83.0,1.0,0.0,0.0,227.251873254776,0.2760850735452539,4.347643314959839,3.6542169315582633,
mt_ncr_joint_l21,working_memory,6,0,seed06_fold00,279.0,50.0,83.0,1.0,0.0,0.0,227.2518856525421,0.125997948543414,11.759969634307176,9.849098664377385,
mt_ncr_joint_l21,jaccard_top10pct,6,0,seed06_fold00,,,,,,,,,,,0.1691498685363716
no_prior_ridge,fluid_intelligence,6,0,seed06_fold00,279.0,50.0,83.0,0.0,0.0,0.0,6.4477386474609375,0.2760824867420363,4.347647538437149,3.654219278877191,
no_prior_ridge,working_memory,6,0,seed06_fold00,279.0,50.0,83.0,0.0,0.0,0.0,6.447743654251099,0.1259995465370716,11.75996400863098,9.84909493548173,
mt_ncr_independent,fluid_intelligence,6,1,seed06_fold01,279.0,50.0,83.0,0.0,0.0,0.0,66.32774519920349,0.4114430531480472,4.277886826836928,3.588461224023235,
mt_ncr_independent,working_memory,6,1,seed06_fold01,279.0,50.0,83.0,0.0,0.0,0.0,66.32774925231934,0.29335438546936,9.950194478729768,8.103994120556315,
mt_ncr_independent,jaccard_top10pct,6,1,seed06_fold01,,,,,,,,,,,0.1228956228956228
mt_ncr_joint_l21,fluid_intelligence,6,1,seed06_fold01,279.0,50.0,83.0,1.0,0.0,0.0,218.17291450500488,0.4114423096756603,4.277888116315101,3.588463307273716,
mt_ncr_joint_l21,working_memory,6,1,seed06_fold01,279.0,50.0,83.0,1.0,0.0,0.0,218.172926902771,0.2933538191667104,9.9501960435099,8.103993616810095,
mt_ncr_joint_l21,jaccard_top10pct,6,1,seed06_fold01,,,,,,,,,,,0.1868327402135231
no_prior_ridge,fluid_intelligence,6,1,seed06_fold01,279.0,50.0,83.0,0.0,0.0,0.0,6.524150133132935,0.4114430531480473,4.277886826836928,3.588461224023236,
no_prior_ridge,working_memory,6,1,seed06_fold01,279.0,50.0,83.0,0.0,0.0,0.0,6.524153470993042,0.29335438546936,9.950194478729768,8.103994120556314,
mt_ncr_independent,fluid_intelligence,6,2,seed06_fold02,280.0,50.0,82.0,0.0,0.0,0.0,67.36489081382751,0.2757351657746913,4.633892912063046,3.8629713925350817,
mt_ncr_independent,working_memory,6,2,seed06_fold02,280.0,50.0,82.0,0.0,0.0,0.0,67.36489725112915,0.1007901842579881,11.929734750441526,10.108335877453584,
mt_ncr_independent,jaccard_top10pct,6,2,seed06_fold02,,,,,,,,,,,0.1353191489361702
mt_ncr_joint_l21,fluid_intelligence,6,2,seed06_fold02,280.0,50.0,82.0,1.0,0.0,0.0,207.5553822517395,0.2757352927464006,4.633892802737045,3.8629721705880535,
mt_ncr_joint_l21,working_memory,6,2,seed06_fold02,280.0,50.0,82.0,1.0,0.0,0.0,207.55538535118103,0.1007899693129535,11.929734925634149,10.108335756234291,
mt_ncr_joint_l21,jaccard_top10pct,6,2,seed06_fold02,,,,,,,,,,,0.1732629727352682
no_prior_ridge,fluid_intelligence,6,2,seed06_fold02,280.0,50.0,82.0,0.0,0.0,0.0,4.670225620269775,0.2757351657746912,4.633892912063046,3.862971392535082,
no_prior_ridge,working_memory,6,2,seed06_fold02,280.0,50.0,82.0,0.0,0.0,0.0,4.6702375411987305,0.1007901842579881,11.929734750441526,10.108335877453586,
mt_ncr_independent,fluid_intelligence,6,3,seed06_fold03,280.0,50.0,82.0,0.0,0.0,0.0,52.80892753601074,0.419925085655178,4.255430730030701,3.709435882410839,
mt_ncr_independent,working_memory,6,3,seed06_fold03,280.0,50.0,82.0,0.0,0.0,0.0,52.80893135070801,0.2022464174248148,10.537834505570132,7.794392221198791,
mt_ncr_independent,jaccard_top10pct,6,3,seed06_fold03,,,,,,,,,,,0.1353191489361702
mt_ncr_joint_l21,fluid_intelligence,6,3,seed06_fold03,280.0,50.0,82.0,10.0,0.0,0.0,180.513587474823,0.3995933341292054,4.5173829075680665,4.012994829443271,
mt_ncr_joint_l21,working_memory,6,3,seed06_fold03,280.0,50.0,82.0,10.0,0.0,0.0,180.51359105110168,0.2022471411237825,10.537833651641202,7.794390888494995,
mt_ncr_joint_l21,jaccard_top10pct,6,3,seed06_fold03,,,,,,,,,,,0.2317636195752539
no_prior_ridge,fluid_intelligence,6,3,seed06_fold03,280.0,50.0,82.0,0.0,0.0,0.0,4.458330392837524,0.4199250856551781,4.255430730030701,3.709435882410839,
no_prior_ridge,working_memory,6,3,seed06_fold03,280.0,50.0,82.0,0.0,0.0,0.0,4.458333730697632,0.2022464174248156,10.537834505570132,7.794392221198791,
mt_ncr_independent,fluid_intelligence,6,4,seed06_fold04,280.0,50.0,82.0,0.0,0.0,0.0,47.96323466300965,0.4205134678660391,5.31052981512181,4.480419029711882,
mt_ncr_independent,working_memory,6,4,seed06_fold04,280.0,50.0,82.0,0.0,0.0,0.0,47.96323823928833,0.4119089193775543,12.131890001272108,10.184065344816544,
mt_ncr_independent,jaccard_top10pct,6,4,seed06_fold04,,,,,,,,,,,0.0970394736842105
mt_ncr_joint_l21,fluid_intelligence,6,4,seed06_fold04,280.0,50.0,82.0,10.0,0.0,0.0,186.74143147468567,0.4173514402181431,5.549890006366164,4.69879894240792,
mt_ncr_joint_l21,working_memory,6,4,seed06_fold04,280.0,50.0,82.0,10.0,0.0,0.0,186.7414350509644,0.4119096174278563,12.131889327802156,10.184064988469164,
mt_ncr_joint_l21,jaccard_top10pct,6,4,seed06_fold04,,,,,,,,,,,0.1671041119860017
no_prior_ridge,fluid_intelligence,6,4,seed06_fold04,280.0,50.0,82.0,0.0,0.0,0.0,4.757032871246338,0.4038482080872699,5.280443450014205,4.445730440131539,
no_prior_ridge,working_memory,6,4,seed06_fold04,280.0,50.0,82.0,0.0,0.0,0.0,4.757036924362183,0.4119089193775532,12.13189000127211,10.184065344816544,
mt_ncr_independent,fluid_intelligence,7,0,seed07_fold00,279.0,50.0,83.0,0.0,0.0,0.0,58.00878667831421,0.3216336989505943,4.417323944052113,3.762235696096351,
mt_ncr_independent,working_memory,7,0,seed07_fold00,279.0,50.0,83.0,0.0,0.0,0.0,58.00879096984863,0.304584489837478,11.72273531978986,9.14122461824069,
mt_ncr_independent,jaccard_top10pct,7,0,seed07_fold00,,,,,,,,,,,0.1362862010221465
mt_ncr_joint_l21,fluid_intelligence,7,0,seed07_fold00,279.0,50.0,83.0,1.0,0.5,0.0,178.87042093276978,0.312139633264,4.430771548839518,3.778108788371224,
mt_ncr_joint_l21,working_memory,7,0,seed07_fold00,279.0,50.0,83.0,1.0,0.5,0.0,178.87043380737305,0.3147210730210688,11.401428182351736,8.826160777828074,
mt_ncr_joint_l21,jaccard_top10pct,7,0,seed07_fold00,,,,,,,,,,,0.1857777777777777
no_prior_ridge,fluid_intelligence,7,0,seed07_fold00,279.0,50.0,83.0,0.0,0.0,0.0,5.381520986557007,0.3216336989505949,4.417323944052112,3.762235696096349,
no_prior_ridge,working_memory,7,0,seed07_fold00,279.0,50.0,83.0,0.0,0.0,0.0,5.381577968597412,0.304584489837478,11.72273531978986,9.14122461824069,
mt_ncr_independent,fluid_intelligence,7,1,seed07_fold01,279.0,50.0,83.0,0.0,0.0,0.0,54.6741316318512,0.4229413390659338,4.887305723583591,4.158523775712912,
mt_ncr_independent,working_memory,7,1,seed07_fold01,279.0,50.0,83.0,0.0,0.0,0.0,54.67413640022278,0.174137528233286,11.1199719124162,9.340246196469153,
mt_ncr_independent,jaccard_top10pct,7,1,seed07_fold01,,,,,,,,,,,0.1116666666666666
mt_ncr_joint_l21,fluid_intelligence,7,1,seed07_fold01,279.0,50.0,83.0,1.0,2.0,0.0,189.8654646873474,0.4490359020197262,4.628685779583631,3.878701227333533,
mt_ncr_joint_l21,working_memory,7,1,seed07_fold01,279.0,50.0,83.0,1.0,2.0,0.0,189.86546874046329,0.2036589240404074,10.334784017715103,8.676635764104024,
mt_ncr_joint_l21,jaccard_top10pct,7,1,seed07_fold01,,,,,,,,,,,0.1353191489361702
no_prior_ridge,fluid_intelligence,7,1,seed07_fold01,279.0,50.0,83.0,0.0,0.0,0.0,4.234384536743164,0.4229413390659335,4.887305723583591,4.158523775712912,
no_prior_ridge,working_memory,7,1,seed07_fold01,279.0,50.0,83.0,0.0,0.0,0.0,4.23438835144043,0.2076643435227508,10.350595781647687,8.71981306441349,
mt_ncr_independent,fluid_intelligence,7,2,seed07_fold02,280.0,50.0,82.0,0.0,0.0,0.0,47.73603677749634,0.3883418605410038,4.537247081697273,3.8375849586654303,
mt_ncr_independent,working_memory,7,2,seed07_fold02,280.0,50.0,82.0,0.0,0.0,0.0,47.73603940010071,0.1700860582281068,11.610036085299203,9.436801483212651,
mt_ncr_independent,jaccard_top10pct,7,2,seed07_fold02,,,,,,,,,,,0.1163179916317991
mt_ncr_joint_l21,fluid_intelligence,7,2,seed07_fold02,280.0,50.0,82.0,1.0,0.0,0.0,396.2037732601166,0.3883427683703094,4.5372455235500615,3.8375838558526008,
mt_ncr_joint_l21,working_memory,7,2,seed07_fold02,280.0,50.0,82.0,1.0,0.0,0.0,396.2037773132324,0.1709316194616122,11.628451263920224,9.426781614245716,
mt_ncr_joint_l21,jaccard_top10pct,7,2,seed07_fold02,,,,,,,,,,,0.1671041119860017
no_prior_ridge,fluid_intelligence,7,2,seed07_fold02,280.0,50.0,82.0,0.0,0.0,0.0,18.39904499053955,0.3883418605410036,4.537247081697273,3.8375849586654303,
no_prior_ridge,working_memory,7,2,seed07_fold02,280.0,50.0,82.0,0.0,0.0,0.0,18.39904928207397,0.1709315206528143,11.628451200188596,9.426780463489816,
mt_ncr_independent,fluid_intelligence,7,3,seed07_fold03,280.0,50.0,82.0,0.0,0.0,0.0,161.51299715042114,0.3728841617454403,5.008827248852739,4.240079452506126,
mt_ncr_independent,working_memory,7,3,seed07_fold03,280.0,50.0,82.0,0.0,0.0,0.0,161.5130009651184,0.3114060906550352,11.285280131885056,9.438953630465944,
mt_ncr_independent,jaccard_top10pct,7,3,seed07_fold03,,,,,,,,,,,0.1061359867330016
mt_ncr_joint_l21,fluid_intelligence,7,3,seed07_fold03,280.0,50.0,82.0,10.0,0.0,0.0,191.03343558311465,0.3728842962787715,5.0088272979122905,4.240079219936814,
mt_ncr_joint_l21,working_memory,7,3,seed07_fold03,280.0,50.0,82.0,10.0,0.0,0.0,191.03344774246216,0.2959223007130694,11.554189366722897,9.592098481263106,
mt_ncr_joint_l21,jaccard_top10pct,7,3,seed07_fold03,,,,,,,,,,,0.2351851851851852
no_prior_ridge,fluid_intelligence,7,3,seed07_fold03,280.0,50.0,82.0,0.0,0.0,0.0,5.407776594161987,0.3728841617454403,5.008827248852739,4.240079452506126,
no_prior_ridge,working_memory,7,3,seed07_fold03,280.0,50.0,82.0,0.0,0.0,0.0,5.407788276672363,0.2959231377387521,11.554188243437917,9.592097453674718,
mt_ncr_independent,fluid_intelligence,7,4,seed07_fold04,280.0,50.0,82.0,0.0,0.0,0.0,53.03524136543274,0.3154964902195027,4.537577397360158,3.828549756110964,
mt_ncr_independent,working_memory,7,4,seed07_fold04,280.0,50.0,82.0,0.0,0.0,0.0,53.03524565696716,0.2012472208843589,11.168837366075346,9.35101512150045,
mt_ncr_independent,jaccard_top10pct,7,4,seed07_fold04,,,,,,,,,,,0.099752679307502
mt_ncr_joint_l21,fluid_intelligence,7,4,seed07_fold04,280.0,50.0,82.0,1.0,0.0,0.0,188.5826745033264,0.2998835602579742,4.467569047317406,3.7867994861058794,
mt_ncr_joint_l21,working_memory,7,4,seed07_fold04,280.0,50.0,82.0,1.0,0.0,0.0,188.58267760276797,0.2012465712969714,11.168839194548507,9.35101585982456,
mt_ncr_joint_l21,jaccard_top10pct,7,4,seed07_fold04,,,,,,,,,,,0.1847246891651865
no_prior_ridge,fluid_intelligence,7,4,seed07_fold04,280.0,50.0,82.0,0.0,0.0,0.0,5.336634635925293,0.3154964902195031,4.537577397360157,3.8285497561109634,
no_prior_ridge,working_memory,7,4,seed07_fold04,280.0,50.0,82.0,0.0,0.0,0.0,5.3366379737854,0.2012472208843592,11.168837366075344,9.351015121500447,
mt_ncr_independent,fluid_intelligence,8,0,seed08_fold00,279.0,50.0,83.0,0.0,0.0,0.0,54.32811427116394,0.4020869199724478,4.520244696800838,3.926564213627411,
mt_ncr_independent,working_memory,8,0,seed08_fold00,279.0,50.0,83.0,0.0,0.0,0.0,54.328118085861206,0.1184732151616753,12.004353985846173,9.496662540089089,
mt_ncr_independent,jaccard_top10pct,8,0,seed08_fold00,,,,,,,,,,,0.0810372771474878
mt_ncr_joint_l21,fluid_intelligence,8,0,seed08_fold00,279.0,50.0,83.0,0.1,0.0,0.0,191.9857370853424,0.4110947966309112,4.490996956466406,3.854628962768524,
mt_ncr_joint_l21,working_memory,8,0,seed08_fold00,279.0,50.0,83.0,0.1,0.0,0.0,191.98574900627136,0.1369376984379406,11.768611647981242,9.395419741448318,
mt_ncr_joint_l21,jaccard_top10pct,8,0,seed08_fold00,,,,,,,,,,,0.144082332761578
no_prior_ridge,fluid_intelligence,8,0,seed08_fold00,279.0,50.0,83.0,0.0,0.0,0.0,5.047741889953613,0.3954464120949176,4.513336656956263,3.919280422932853,
no_prior_ridge,working_memory,8,0,seed08_fold00,279.0,50.0,83.0,0.0,0.0,0.0,5.047754526138306,0.1184732151616752,12.004353985846173,9.496662540089083,
mt_ncr_independent,fluid_intelligence,8,1,seed08_fold01,279.0,50.0,83.0,0.0,0.0,0.0,49.985281467437744,0.3384258869856861,4.798818268786231,4.045360795958462,
mt_ncr_independent,working_memory,8,1,seed08_fold01,279.0,50.0,83.0,0.0,0.0,0.0,49.985294818878174,0.3162854893981291,10.796877858053438,8.920200430491667,
mt_ncr_independent,jaccard_top10pct,8,1,seed08_fold01,,,,,,,,,,,0.0970394736842105
mt_ncr_joint_l21,fluid_intelligence,8,1,seed08_fold01,279.0,50.0,83.0,1.0,0.0,0.0,190.38061094284055,0.3438645051013095,4.788032038719461,4.033942718594019,
mt_ncr_joint_l21,working_memory,8,1,seed08_fold01,279.0,50.0,83.0,1.0,0.0,0.0,190.3806145191193,0.3162853925982284,10.796878309307328,8.920197820958375,
mt_ncr_joint_l21,jaccard_top10pct,8,1,seed08_fold01,,,,,,,,,,,0.1671041119860017
no_prior_ridge,fluid_intelligence,8,1,seed08_fold01,279.0,50.0,83.0,0.0,0.0,0.0,5.299753904342651,0.3438643470228552,4.788032352134023,4.033942919173974,
no_prior_ridge,working_memory,8,1,seed08_fold01,279.0,50.0,83.0,0.0,0.0,0.0,5.29976749420166,0.316285489398129,10.796877858053437,8.920200430491668,
mt_ncr_independent,fluid_intelligence,8,2,seed08_fold02,280.0,50.0,82.0,0.0,0.0,0.0,55.150270223617554,0.3625491396386471,4.546943435064809,3.707502851878245,
mt_ncr_independent,working_memory,8,2,seed08_fold02,280.0,50.0,82.0,0.0,0.0,0.0,55.15032172203064,0.2491736673477997,10.941901963829403,9.146566759242525,
mt_ncr_independent,jaccard_top10pct,8,2,seed08_fold02,,,,,,,,,,,0.1382252559726962
mt_ncr_joint_l21,fluid_intelligence,8,2,seed08_fold02,280.0,50.0,82.0,10.0,0.0,0.0,183.497575044632,0.2291143736962269,4.706930985142823,3.961400887262549,
mt_ncr_joint_l21,working_memory,8,2,seed08_fold02,280.0,50.0,82.0,10.0,0.0,0.0,183.49757862091064,0.2507808879064938,10.938498641172464,9.143488691065476,
mt_ncr_joint_l21,jaccard_top10pct,8,2,seed08_fold02,,,,,,,,,,,0.2272309107635694
no_prior_ridge,fluid_intelligence,8,2,seed08_fold02,280.0,50.0,82.0,0.0,0.0,0.0,4.306281089782715,0.3625491396386473,4.546943435064808,3.7075028518782447,
no_prior_ridge,working_memory,8,2,seed08_fold02,280.0,50.0,82.0,0.0,0.0,0.0,4.30628514289856,0.2507808863876512,10.938498736048585,9.143488265645816,
mt_ncr_independent,fluid_intelligence,8,3,seed08_fold03,280.0,50.0,82.0,0.0,0.0,0.0,48.546618700027466,0.2262547494626765,4.641704845919114,3.863526733809565,
mt_ncr_independent,working_memory,8,3,seed08_fold03,280.0,50.0,82.0,0.0,0.0,0.0,48.546621799468994,0.2383095065403043,11.32051305398363,8.948663509802783,
mt_ncr_independent,jaccard_top10pct,8,3,seed08_fold03,,,,,,,,,,,0.1079734219269103
