experiment_id,experiment_name,seed,fold,split_id,n_train,n_val,n_test,best_epoch,best_val_metric,topk,mask_mode,random_repeats,runtime_seconds,original_pearson,top_pearson,bottom_pearson,random_pearson_mean,random_pearson_std,prior_top_pearson,delta_pearson_top,delta_pearson_bottom,delta_pearson_random,delta_pearson_prior_top,gap_pearson_top_vs_random,gap_pearson_top_vs_bottom,original_rmse,top_rmse,bottom_rmse,random_rmse_mean,random_rmse_std,prior_top_rmse,delta_rmse_top,delta_rmse_bottom,delta_rmse_random,delta_rmse_prior_top,gap_rmse_top_vs_random,gap_rmse_top_vs_bottom,original_mae,top_mae,bottom_mae,random_mae_mean,random_mae_std,prior_top_mae,delta_mae_top,delta_mae_bottom,delta_mae_random,delta_mae_prior_top,gap_mae_top_vs_random,gap_mae_top_vs_bottom
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),0,0,seed00_fold00,279,50,83,-1,,10,both,20,33.71459150314331,0.3708222870406253,0.3404404882486271,0.357668969207746,0.3473246831345044,0.0309484809905126,0.3494007198798389,0.0303817987919981,0.0131533178328792,0.0234976039061209,0.0214215671607864,0.006884194885877201,0.0172284809591189,4.782784086794285,6.401432473725051,4.865822390296826,5.169856788235042,0.4156724195989753,5.372611087340285,1.618648386930766,0.0830383035025406,0.3870727014407569,0.5898270005460002,1.231575685490009,1.5356100834282254,3.981042097311625,5.487056537506528,4.199535839507903,4.410822520730643,0.4043342375762117,4.671260948817974,1.5060144401949032,0.2184937421962782,0.4297804234190181,0.6902188515063488,1.076234016775885,1.287520697998625
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),0,1,seed00_fold01,279,50,83,-1,,10,both,20,40.18180823326111,0.3843553045726703,0.2907041365565772,0.2069809308442101,0.3048478081054973,0.05864299343908,0.1751430287288524,0.0936511680160931,0.1773743737284602,0.079507496467173,0.2092122758438179,0.0141436715489201,-0.0837232057123671,4.759062617344647,5.072095451499275,5.08462873144937,5.08162012380955,0.0051957843991069,5.084898330554303,0.3130328341546287,0.3255661141047232,0.3225575064649035,0.3258357132096563,-0.009524672310274818,-0.012533279950094511,3.966595384938426,4.2281139363607165,4.225155787043278,4.224533480563572,0.001867860002664,4.225865834935103,0.2615185514222906,0.2585604021048517,0.2579380956251462,0.2592704499966771,0.0035804557971443884,0.002958149317438874
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),0,2,seed00_fold02,280,50,82,-1,,10,both,20,35.289034605026245,0.2710212697683886,0.2189849086264704,0.259439005895833,0.2709576493552066,0.0149410112894125,0.2586393219897046,0.0520363611419181,0.0115822638725555,6.362041318197509e-05,0.0123819477786839,0.05197274072873612,0.040454097269362596,4.547035287475327,4.9601174052292105,4.713609888835905,4.855570995634123,0.2422705943894135,4.938857154336391,0.4130821177538832,0.166574601360578,0.3085357081587956,0.391821866861064,0.1045464095950876,0.2465075163933052,3.929221802159863,3.895197285047296,4.21441952581613,4.287319927877927,0.2722179731777653,4.433333580282691,-0.0340245171125674,0.2851977236562666,0.3580981257180635,0.5041117781228284,-0.39212264283063086,-0.319222240768834
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),0,3,seed00_fold03,280,50,82,-1,,10,both,20,31.50974941253662,0.4947224139495508,0.5208938604895472,0.4475637689780294,0.4533355576037497,0.0330873146948236,0.4791516742951646,-0.0261714465399964,0.0471586449715213,0.041386856345801,0.0155707396543861,-0.0675583028857974,-0.0733300915115177,4.5132296593023735,4.518954367725633,4.688417617257933,6.274917842945875,2.118518954659117,4.739491848288109,0.0057247084232594,0.1751879579555595,1.7616881836435017,0.2262621889857357,-1.7559634752202422,-0.1694632495323001,3.641580488934085,3.632516489656899,3.8360029234513657,5.356458709555395,2.137448135417023,4.133077732335192,-0.0090639992771861,0.1944224345172807,1.7148782206213098,0.4914972434011067,-1.723942219898496,-0.2034864337944668
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),0,4,seed00_fold04,280,50,82,-1,,10,both,20,38.56124520301819,0.2666872047926021,0.2615777064869722,0.2629157275453546,0.262908149050438,0.0387744449098827,0.2053849789220658,0.0051094983056299,0.0037714772472475,0.003779055742164,0.0613022258705362,0.0013304425634659005,0.0013380210583824005,4.506467019225091,4.8785396119178674,4.325529691422632,5.135814043759306,0.8960267040495439,4.330600361234525,0.3720725926927768,-0.1809373278024582,0.6293470245342156,-0.1758666579905652,-0.25727443184143883,0.553009920495235,3.6143583962575945,4.395796044317651,3.7881694063855074,4.519556336178995,0.7713749530824963,3.738596606954488,0.7814376480600562,0.1738110101279129,0.905197939921401,0.1242382106968937,-0.12376029186134474,0.6076266379321433
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),1,0,seed01_fold00,279,50,83,-1,,10,both,20,36.51610732078552,0.4500540678311482,0.363325504725132,0.4537641788649659,0.4006975994582704,0.0494839724837259,0.4165361592984046,0.0867285631060162,-0.0037101110338176,0.0493564683728778,0.0335179085327436,0.037372094733138406,0.09043867413983381,4.595485056809644,5.043453160726953,4.939515509107585,5.119336449190956,0.2363607481439889,4.989934422340406,0.4479681039173089,0.3440304522979405,0.523851392381312,0.3944493655307619,-0.07588328846400305,0.10393765161936841,3.6847668276817394,4.519353812991388,4.383933915562811,4.514084718645583,0.2639365771313132,4.409836823718026,0.8345869853096484,0.6991670878810718,0.8293178909638432,0.7250699960362863,0.0052690943458051365,0.13541989742857652
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),1,1,seed01_fold01,279,50,83,-1,,10,both,20,36.1587119102478,0.325228520457077,0.366325578631312,0.3030933339558084,0.2912251687388912,0.0480457961569846,0.3368854623040042,-0.0410970581742349,0.0221351865012686,0.0340033517181858,-0.0116569418469271,-0.0751004098924207,-0.06323224467550351,4.5632151156852485,5.520381264267977,4.757083542365567,4.765771050604109,0.2318343363434636,4.633539021866644,0.9571661485827284,0.1938684266803187,0.2025559349188608,0.0703239061813949,0.7546102136638676,0.7632977219024097,3.901172595555429,5.1555454137110175,4.214813768454742,4.112259887899593,0.4596278865543979,3.9850916571189057,1.2543728181555889,0.3136411728993131,0.211087292344164,0.0839190615634768,1.0432855258114249,0.9407316452562757
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),1,2,seed01_fold02,280,50,82,-1,,10,both,20,2.86213755607605,0.312583073270227,0.2367600965673775,0.2998952929226642,0.2748285639246373,0.0459669387808956,0.3276760966906994,0.0758229767028495,0.0126877803475627,0.0377545093455897,-0.0150930234204723,0.0380684673572598,0.0631351963552868,4.664253826888444,4.7737489936875965,4.818341197352127,4.967946774597172,0.2714250641624358,4.782748181363959,0.109495166799153,0.1540873704636833,0.3036929477087282,0.1184943544755157,-0.19419778090957518,-0.04459220366453029,3.812668070612372,3.968667176109497,4.058458225159892,4.196266646848599,0.2537553410754033,4.054615772202601,0.1559991054971257,0.2457901545475209,0.3835985762362277,0.2419477015902291,-0.22759947073910197,-0.0897910490503952
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),1,3,seed01_fold03,280,50,82,-1,,10,both,20,2.673369646072388,0.3384143109599439,0.3812207440940424,0.2462055249139841,0.3143377910023303,0.0395433814065995,0.2352586621303306,-0.0428064331340984,0.0922087860459598,0.0240765199576136,0.1031556488296132,-0.066882953091712,-0.1350152191800582,4.771947023750968,11.100512848336692,6.3315534206544735,7.223383642959694,2.3476200272373053,5.267121277144192,6.328565824585725,1.5596063969035052,2.4514366192087254,0.4951742533932242,3.877129205377,4.76895942768222,4.009848465739542,10.070433227456853,5.434162158558126,6.287040373552929,2.2194094899623824,4.5691174972275626,6.060584761717309,1.4243136928185844,2.2771919078133878,0.5592690314880207,3.7833928539039214,4.636271068898725
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),1,4,seed01_fold04,280,50,82,-1,,10,both,20,2.185603380203247,0.1670725133236303,0.0570429946731585,0.1915056747158243,0.1636309090585433,0.0369340623010904,0.2008568143261067,0.1100295186504717,-0.024433161392194,0.0034416042650869,-0.0337843010024763,0.1065879143853848,0.1344626800426657,4.734676829446575,5.031085684912116,4.54955926040656,4.772059608913402,0.323298405494107,5.132924282276537,0.2964088554655406,-0.185117569040015,0.0373827794668271,0.3982474528299624,0.25902607599871347,0.4815264245055556,3.970083799558363,4.392376899458025,3.8226309763395214,4.0934233380116805,0.3337725110762911,4.502205363753062,0.4222930998996621,-0.1474528232188414,0.1233395384533175,0.5321215641946995,0.29895356144634466,0.5697459231185036
