method_id,method_name,method_family,seed,fold,split_id,n_train,n_val,n_test,best_alpha,best_gamma,best_kernel,gate_mode,best_val_rmse,parameters,runtime_seconds,device,group_aware,pearson,rmse,mae,prior_alignment_pearson,prior_alignment_spearman,prior_alignment_top10_jaccard
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,3,4,seed03_fold04,280,50,82,0.01,1e-05,rbf,product,4.608500651397903,331,0.6820669174194336,cuda,False,0.3175470740602097,4.308334034128065,3.654173687225994,0.7760542607861705,0.7099612018158971,0.3333333333333333
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,3,4,seed03_fold04,280,50,82,0.1,1e-05,rbf,product,4.5418957884299,331,0.6621389389038086,cuda,False,0.32519558941932797,4.291819975925862,3.692442163501633,-0.4542297308261386,-0.42650808955116426,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,3,4,seed03_fold04,280,50,82,0.01,1e-05,rbf,product,4.5332126183589585,331,0.7298448085784912,cuda,False,0.33558504968288866,4.269440009828147,3.629514512524668,0.145246800995442,0.1520243171086144,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,4,0,seed04_fold00,279,50,83,0.01,1e-05,rbf,product,4.404220948064342,330,0.6801745891571045,cuda,False,0.20107304196956483,4.944179673773587,4.221969646249876,-0.6377128430876822,-0.6289275114179348,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,4,0,seed04_fold00,279,50,83,0.01,0.0001,rbf,product,4.534507015107771,330,0.6780352592468262,cuda,False,0.14697149960925712,5.0649231784795505,4.243694542501693,0.7241583167924862,0.6978256251077098,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,4,0,seed04_fold00,279,50,83,0.01,1e-05,rbf,product,4.408761224956897,330,0.6798877716064453,cuda,False,0.16252640293092716,5.079046215791693,4.249546155659382,-0.5192651173690153,-0.5259948482358562,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,4,0,seed04_fold00,279,50,83,0.01,1e-05,rbf,product,4.572780719036139,330,0.7102615833282471,cuda,False,0.22482995173169074,4.758123668779394,4.073987086436206,0.1221758007729338,0.13615817422716933,0.1111111111111111
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,4,1,seed04_fold01,279,50,83,0.1,0.0001,rbf,product,4.283734062036587,330,0.6775920391082764,cuda,False,0.28481624622509016,4.6239706400143845,3.918932824765083,-0.5140052320830915,-0.49772844322830856,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,4,1,seed04_fold01,279,50,83,0.01,0.0001,rbf,product,4.228839778524058,330,0.7583022117614746,cuda,False,0.30440359940748224,4.723194856513737,3.9449397575019933,0.7517240657037376,0.6939652132577391,0.5384615384615384
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,4,1,seed04_fold01,279,50,83,0.01,0.0001,rbf,product,4.094148805859095,330,0.6734883785247803,cuda,False,0.28132080648939395,4.709779001916533,3.9200280708623017,-0.4362517761107758,-0.4321763527461407,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,4,1,seed04_fold01,279,50,83,0.1,0.001,rbf,product,4.364713610227424,330,0.7111713886260986,cuda,False,0.3235793914584106,4.523704366767816,3.8230144494390865,-0.035811151747867045,-0.00434483610540043,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,4,2,seed04_fold02,280,50,82,0.01,1e-05,rbf,product,4.010787461513637,331,0.8395507335662842,cuda,False,0.5335409371546677,4.440562711080586,3.7140063332644204,-0.48476765620764145,-0.45060944477491427,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,4,2,seed04_fold02,280,50,82,0.01,1e-05,rbf,product,4.241895578206801,331,0.6716437339782715,cuda,False,0.4283740068695651,4.7616519962403085,3.940905714058788,0.7362634432053892,0.694854156736775,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,4,2,seed04_fold02,280,50,82,0.01,1e-05,rbf,product,4.036578508518394,331,0.6673002243041992,cuda,False,0.5041072939248807,4.532305128996825,3.7737912234288444,-0.4814310279947163,-0.5019933743018856,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,4,2,seed04_fold02,280,50,82,0.1,0.001,rbf,product,4.161182167833691,331,0.6680169105529785,cuda,False,0.5186313423673602,4.518334627753667,3.742273583089696,-0.19952945843262665,-0.23117025112974773,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,4,3,seed04_fold03,280,50,82,0.1,1e-05,rbf,product,4.828200062671037,331,0.7871880531311035,cuda,False,0.4528614560490957,4.648115661811276,3.8890883625570214,-0.3736571738994031,-0.39728781822622417,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,4,3,seed04_fold03,280,50,82,0.1,1e-05,rbf,product,4.855055781664894,331,0.6839256286621094,cuda,False,0.37000409983448723,4.778066720188978,3.9933248499038987,0.626125987120276,0.5871671441612009,0.25
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,4,3,seed04_fold03,280,50,82,0.1,1e-05,rbf,product,4.8185589696370155,331,0.721200704574585,cuda,False,0.4738062325076574,4.622343020029886,3.887953239336271,-0.46281308158302575,-0.4652969884369633,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,4,3,seed04_fold03,280,50,82,0.1,1e-05,rbf,product,4.819006720713977,331,0.696617841720581,cuda,False,0.4806591226083426,4.626970286365297,3.909100766862842,-0.20930769350199024,-0.23505563330216325,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,4,4,seed04_fold04,280,50,82,0.1,1e-05,rbf,product,4.783577722186036,331,0.6871159076690674,cuda,False,0.3863543475626464,4.333945089147267,3.6071698399000316,-0.5303821733094197,-0.5212255166488936,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,4,4,seed04_fold04,280,50,82,0.01,0.0001,rbf,product,4.6680671820066815,331,0.8010609149932861,cuda,False,0.15196709403359482,4.948075820026178,4.208643842991131,0.7687856963627282,0.6988893608438596,0.5384615384615384
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,4,4,seed04_fold04,280,50,82,0.1,1e-05,rbf,product,4.781035485614217,331,0.6930134296417236,cuda,False,0.3748112473077706,4.349658394144251,3.627512902152616,-0.5247867905387927,-0.5206462051681736,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,4,4,seed04_fold04,280,50,82,0.1,0.0001,rbf,product,4.834683433195847,331,0.9474403858184814,cuda,False,0.389173146985502,4.304579595546014,3.513907587462765,-0.22741494347885446,-0.24311605338735442,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,5,0,seed05_fold00,279,50,83,0.01,1e-05,rbf,product,4.704859238112376,330,0.667034387588501,cuda,False,0.37271873256791305,4.430262779836307,3.6052188507152643,0.13633223635424105,0.10960473333933707,0.17647058823529413
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,5,0,seed05_fold00,279,50,83,0.01,1e-05,rbf,product,4.713750092438492,330,0.6653017997741699,cuda,False,0.31368663890714643,4.568837691176166,3.6792921659796534,0.741230466261438,0.6923721066857588,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,5,0,seed05_fold00,279,50,83,0.1,1e-05,rbf,product,4.827560146301817,330,0.6717836856842041,cuda,False,0.39376974867866854,4.48502335261309,3.675078102034757,-0.1941537601959119,-0.19051357212507541,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,5,0,seed05_fold00,279,50,83,0.01,1e-05,rbf,product,4.721040095243471,330,0.6877057552337646,cuda,False,0.38947280275203344,4.409079975654533,3.5919827629618695,-0.08464803051067203,-0.08928887899822333,0.05263157894736842
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,5,1,seed05_fold01,279,50,83,0.1,0.0001,rbf,product,4.789574494783132,330,0.6749565601348877,cuda,False,0.5044476186089666,4.356431436220911,3.7674848697434626,-0.44998363855115875,-0.43569217414637273,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,5,1,seed05_fold01,279,50,83,1.0,0.001,rbf,product,4.9190986734720985,330,0.6566503047943115,cuda,False,0.3797429277378054,4.680962422110283,4.05404866946449,0.7307731915349716,0.6747929996845986,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,5,1,seed05_fold01,279,50,83,0.1,0.0001,rbf,product,4.818152666667941,330,0.6639132499694824,cuda,False,0.4927371659134816,4.3809447801311245,3.7833441777161867,-0.43904095436584684,-0.4418997963061575,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,5,1,seed05_fold01,279,50,83,0.1,1e-05,rbf,product,4.882737093266647,330,0.6558489799499512,cuda,False,0.4900891226244871,4.636491032158256,4.033684107935385,-0.1901072050985465,-0.20510622856183408,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,5,2,seed05_fold02,280,50,82,0.1,1e-05,rbf,product,4.779792771551128,331,0.649163007736206,cuda,False,0.2858499274297759,4.678861224502467,3.839685095322962,-0.47015074692249864,-0.46085726510627256,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,5,2,seed05_fold02,280,50,82,0.1,0.0001,rbf,product,4.847979986959437,331,0.6463255882263184,cuda,False,0.31288303393480277,4.6428730621486185,3.82561906545265,0.7054612264319773,0.6505018700102678,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,5,2,seed05_fold02,280,50,82,0.1,1e-05,rbf,product,4.790206262603755,331,0.6496458053588867,cuda,False,0.25605882516370065,4.724650845048626,3.8708644580899314,-0.471558156036082,-0.4706955721495355,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,5,2,seed05_fold02,280,50,82,0.01,1e-05,rbf,product,4.753548859192805,331,0.657402753829956,cuda,False,0.28372454920843015,4.669160541736275,3.88568858976514,0.12193621491199994,0.14965213647635553,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,5,3,seed05_fold03,280,50,82,0.01,1e-05,rbf,product,4.4369954261655415,331,0.6674900054931641,cuda,False,0.26590305006130005,4.753407902975826,3.8527750344336282,-0.6048790400095525,-0.6174761215447355,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,5,3,seed05_fold03,280,50,82,0.01,1e-05,rbf,product,4.859917922930445,331,0.8778955936431885,cuda,False,0.28525945244716466,4.605435640051203,3.9826983037266803,0.7560602043058761,0.7079935404072446,0.5384615384615384
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,5,3,seed05_fold03,280,50,82,0.01,1e-05,rbf,product,4.437732573246088,331,0.6615216732025146,cuda,False,0.27197441566389396,4.738579949584076,3.8463550931511934,-0.492475406539356,-0.5083807827832731,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,5,3,seed05_fold03,280,50,82,0.01,1e-05,rbf,product,4.761072589723203,331,0.6487855911254883,cuda,False,0.2856105408015339,4.610174171787377,3.934904944481487,0.2421910964552603,0.21903467442156027,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,5,4,seed05_fold04,280,50,82,0.01,1e-05,rbf,product,3.75958612081161,331,0.6556763648986816,cuda,False,0.35487221615658526,4.787366179883134,3.9773130372446284,-0.708685860435358,-0.6661282977962425,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,5,4,seed05_fold04,280,50,82,0.01,0.0001,rbf,product,3.7806988152193606,331,0.6864738464355469,cuda,False,0.19612385910810437,5.184433070838985,4.266569258588452,0.7780675277814979,0.7006272952860196,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,5,4,seed05_fold04,280,50,82,0.01,0.0001,rbf,product,3.832746090272798,331,0.658855676651001,cuda,False,0.357267011253598,4.780800126529671,3.976659206889315,-0.27286016197787455,-0.2471312812364831,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,5,4,seed05_fold04,280,50,82,0.1,0.001,rbf,product,4.30149318780481,331,0.6459989547729492,cuda,False,0.31152683761359035,4.883593164333703,4.042698213240186,-0.09896436463272425,0.006462319448722019,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,6,0,seed06_fold00,279,50,83,0.1,0.0001,rbf,product,4.599103028063439,330,0.6545467376708984,cuda,False,0.4593767446363538,4.258516855620023,3.4642278016060537,-0.3501704869768686,-0.3473222030141192,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,6,0,seed06_fold00,279,50,83,0.1,0.0001,rbf,product,4.808000408894835,330,0.650043249130249,cuda,False,0.3678193251398582,4.439192953006981,3.567874628741625,0.6954614739391489,0.6705730151914222,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,6,0,seed06_fold00,279,50,83,0.1,0.0001,rbf,product,4.524634709606282,330,0.650352954864502,cuda,False,0.47385672793222916,4.225095554622244,3.442605481965695,-0.4198481019896125,-0.3982816370595284,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,6,0,seed06_fold00,279,50,83,0.1,0.0001,rbf,product,4.5854177800924,330,0.6509435176849365,cuda,False,0.4659496768510351,4.2457707921273675,3.446138712317039,-0.2973379749836463,-0.30915256812495195,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,6,1,seed06_fold01,279,50,83,0.1,0.001,rbf,product,4.824954567076165,330,0.649634838104248,cuda,False,0.45025025114839295,4.695803094493054,3.928400462989267,-0.5295108580230147,-0.5289463403488351,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,6,1,seed06_fold01,279,50,83,0.01,0.01,rbf,product,4.871369849474706,330,0.6511433124542236,cuda,False,-0.17033140611561398,5.049827197090226,4.294836373064709,0.6286993399678251,0.6160028725204906,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,6,1,seed06_fold01,279,50,83,0.1,0.001,rbf,product,4.815792887520523,330,0.6539440155029297,cuda,False,0.43033347882546547,4.727392195347942,3.9542849333786463,-0.534315599146836,-0.5431294834974986,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,6,1,seed06_fold01,279,50,83,0.01,0.001,rbf,product,4.782912054520244,330,0.6493167877197266,cuda,False,0.41728675111155594,4.725785032083384,3.9452333273297593,-0.41742778715890627,-0.40083360401339,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,6,2,seed06_fold02,280,50,82,0.01,1e-05,rbf,product,4.528991685619355,331,0.6800761222839355,cuda,False,0.47021356154799837,4.497581111528406,3.8138273723828617,-0.5385956091106279,-0.5668063432396865,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,6,2,seed06_fold02,280,50,82,0.01,1e-05,rbf,product,4.74461834299485,331,0.6350936889648438,cuda,False,0.4419433511016414,4.560715982274308,3.8741174925985566,0.7194169403243894,0.6729402017591922,0.25
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,6,2,seed06_fold02,280,50,82,0.1,0.0001,rbf,product,4.570394954515565,331,0.6528079509735107,cuda,False,0.48357506867479016,4.4544231465818775,3.793941466886371,-0.4300288389700063,-0.40049900169262925,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,6,2,seed06_fold02,280,50,82,0.01,1e-05,rbf,product,4.5202078283954,331,0.6419010162353516,cuda,False,0.4504258149238396,4.5553297665733155,3.893679584819519,-0.11523173661464343,-0.14955724925106512,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,6,3,seed06_fold03,280,50,82,0.1,0.0001,rbf,product,4.424671901945587,331,0.6374413967132568,cuda,False,0.11660960584567548,4.6935342974228,3.8417089476049986,-0.15373841463882998,-0.2029937392830015,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,6,3,seed06_fold03,280,50,82,0.01,0.0001,rbf,product,4.288702447729298,331,0.6416928768157959,cuda,False,0.15752827274954898,4.816185688748577,3.863064389255009,0.7440159243402463,0.6927017149420307,0.5384615384615384
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,6,3,seed06_fold03,280,50,82,0.01,1e-05,rbf,product,4.367399295608324,331,0.6382219791412354,cuda,False,0.11951200183641808,4.71459679017357,3.9084178609844966,-0.3680157186067437,-0.3652658767229741,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,6,3,seed06_fold03,280,50,82,0.01,1e-05,rbf,product,4.540366787218502,331,0.663383960723877,cuda,False,0.12308944429160143,4.587157349994702,3.853952211897491,0.04933881679001824,0.11628679162557358,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,6,4,seed06_fold04,280,50,82,0.1,1e-05,rbf,product,4.433804042861716,331,0.6649141311645508,cuda,False,0.31562627588144476,4.807937508471161,4.227915729446457,-0.45185809241945735,-0.44678898544085527,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,6,4,seed06_fold04,280,50,82,0.1,0.001,rbf,product,4.34602657993844,331,0.6461367607116699,cuda,False,0.28568823317322156,4.851736866488401,4.220027097490621,0.7123490799379738,0.6848560396298651,0.5384615384615384
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,6,4,seed06_fold04,280,50,82,0.1,0.001,rbf,product,4.438390375336554,331,0.657459020614624,cuda,False,0.36642035722934796,4.706984959175287,4.116689920261251,-0.3993642536689775,-0.4055979415358636,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,6,4,seed06_fold04,280,50,82,0.1,1e-05,rbf,product,4.451457607185372,331,0.6530594825744629,cuda,False,0.33954119079126377,4.7859946897809715,4.221611691299783,-0.37771420385903876,-0.39157960251533597,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,7,0,seed07_fold00,279,50,83,1.0,1e-05,rbf,product,4.524932210912214,330,0.6560046672821045,cuda,False,0.39288987363465916,4.826878012580827,4.044938229239998,-0.5295409843474157,-0.5277477648714833,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,7,0,seed07_fold00,279,50,83,0.1,1e-05,rbf,product,4.51080651055285,330,0.7537856101989746,cuda,False,0.2578368973510421,4.84677612311129,4.03997209671,0.7601303190730524,0.7083231486635163,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,7,0,seed07_fold00,279,50,83,1.0,1e-05,rbf,product,4.524133998421142,330,0.6624457836151123,cuda,False,0.39772442956666154,4.846580133841763,4.060490384252118,-0.5633117786792101,-0.5925157872288834,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,7,0,seed07_fold00,279,50,83,0.1,1e-05,rbf,product,4.5241298986626,330,0.6578900814056396,cuda,False,0.3859757085039588,4.701874433540642,3.947657877466462,-0.30650670386079343,-0.32998780517291815,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,7,1,seed07_fold01,279,50,83,0.01,0.001,rbf,product,4.551818699615013,330,0.65614914894104,cuda,False,0.36929656488562546,4.402014168124696,3.660591563419382,-0.24466836707408499,-0.24982807606052476,0.1111111111111111
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,7,1,seed07_fold01,279,50,83,1.0,0.001,rbf,product,4.5525895962768566,330,0.6615934371948242,cuda,False,0.2516507694507797,4.572894762959266,3.872885607328385,0.7399752046202022,0.6638110518733623,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,7,1,seed07_fold01,279,50,83,0.01,0.001,rbf,product,4.53277762189909,330,0.6545822620391846,cuda,False,0.34602827330369934,4.443253080521981,3.7224442939447435,-0.33746481514627197,-0.3510028285424872,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,7,1,seed07_fold01,279,50,83,1.0,0.001,rbf,product,4.6242693181046635,330,0.6646246910095215,cuda,False,0.3731043313713187,4.428640635865969,3.7146644789955805,0.027396766525436433,-0.02552965766759425,0.05263157894736842
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,7,2,seed07_fold02,280,50,82,0.1,1e-05,rbf,product,4.752166967786692,331,0.6525940895080566,cuda,False,0.23939927333575461,5.09471491095982,4.434121229944061,-0.5120058543956847,-0.49460215885821585,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,7,2,seed07_fold02,280,50,82,0.1,1e-05,rbf,product,4.870254974161838,331,0.6564984321594238,cuda,False,0.17497058299379578,5.165728507305013,4.5144168174979,0.7213114773834743,0.6741587534944999,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,7,2,seed07_fold02,280,50,82,0.1,1e-05,rbf,product,4.753376647556911,331,0.6449565887451172,cuda,False,0.23668855900194172,5.09791251716048,4.442410331540006,-0.5158722954743367,-0.4946221351161717,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,7,2,seed07_fold02,280,50,82,0.1,1e-05,rbf,product,4.763093739729445,331,0.6548192501068115,cuda,False,0.23723570629736898,5.097343450219239,4.439421836031005,-0.45702655430552197,-0.4398522298656815,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,7,3,seed07_fold03,280,50,82,0.1,1e-05,rbf,product,4.481047036220581,331,0.6403834819793701,cuda,False,0.41798391762946313,4.563289561186153,3.9960995555535663,-0.2976429832291826,-0.2979408933472233,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,7,3,seed07_fold03,280,50,82,0.01,1e-05,rbf,product,4.416358848185413,331,0.6492094993591309,cuda,False,0.29180532253696545,4.720308348346298,4.126196965419327,0.7482715201825658,0.6954784147978957,0.5384615384615384
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,7,3,seed07_fold03,280,50,82,0.1,0.0001,rbf,product,4.4281144187487005,331,0.6451780796051025,cuda,False,0.4107619511105115,4.488217964066879,3.8558224029162926,-0.2503847878755151,-0.24545826963267947,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,7,3,seed07_fold03,280,50,82,0.1,0.001,rbf,product,4.475277705868364,331,0.6760649681091309,cuda,False,0.3534995055748213,4.609409615383378,3.9379455982681475,0.025691091503614934,0.03077598156831234,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,7,4,seed07_fold04,280,50,82,0.01,1e-05,rbf,product,4.302306736762356,331,0.6443397998809814,cuda,False,0.235778963166563,4.667230756506406,3.7458359239282153,-0.5077330887699355,-0.5453818065820222,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,7,4,seed07_fold04,280,50,82,0.01,1e-05,rbf,product,4.420518938432955,331,0.6574954986572266,cuda,False,0.31808432539330883,4.36795055364878,3.5461327825241464,0.7649549824603427,0.7006372834149976,0.42857142857142855
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,7,4,seed07_fold04,280,50,82,0.01,1e-05,rbf,product,4.276225174003763,331,0.6669952869415283,cuda,False,0.21946421193880639,4.666955147175258,3.6923387769691933,-0.18865788782697018,-0.20079635090785644,0.0
M3_RANDOM,Two-Stage Biomarker-Guided KRR (random edge-prior biomarker),two_stage_kernel_ridge,7,4,seed07_fold04,280,50,82,0.01,0.0001,rbf,product,4.121196442126426,331,0.6591768264770508,cuda,False,0.26606977107780083,4.617146375375363,3.750702699975943,-0.13310169680222173,-0.14721003894125112,0.0
M3_E0,Two-Stage Biomarker-Guided KRR (no-prior biomarker),two_stage_kernel_ridge,8,0,seed08_fold00,279,50,83,0.01,1e-05,rbf,product,4.131758214328412,330,0.6968512535095215,cuda,False,0.18824761476084584,4.719279368262784,3.8240726132169445,-0.2746133515000536,-0.3438663103877547,0.0
M3_TRUE,Two-Stage Biomarker-Guided KRR (true edge-prior biomarker),two_stage_kernel_ridge,8,0,seed08_fold00,279,50,83,0.01,0.0001,rbf,product,4.237042954217635,330,0.654414176940918,cuda,False,0.10655308721046695,5.155538027470489,4.089240751750381,0.7644676148928413,0.6997483399359617,0.5384615384615384
M3_SHUFFLED,Two-Stage Biomarker-Guided KRR (shuffled edge-prior biomarker),two_stage_kernel_ridge,8,0,seed08_fold00,279,50,83,0.01,1e-05,rbf,product,3.819384688454541,330,0.6572368144989014,cuda,False,0.20615904468835128,4.697176798879838,3.8422296241576017,-0.4807039915208755,-0.49361333408940056,0.0
