experiment_id,seed,fold,condition,repeat,pearson,rmse,mae
E0,0,0,random,0,-0.10831452161073685,5.065056800842285,4.3611955642700195
E0,0,0,random,1,-0.15066172182559967,5.07637357711792,4.396397590637207
E0,0,0,random,2,-0.14420443773269653,5.076099872589111,4.3940277099609375
E0,0,0,random,3,-0.12056568264961243,5.071920871734619,4.385247707366943
E0,0,0,random,4,-0.15429548919200897,5.073851108551025,4.391409873962402
E0,0,0,random,5,-0.1717483550310135,5.089034080505371,4.414218425750732
E0,0,0,random,6,-0.03402598947286606,5.0601725578308105,4.360159397125244
E0,0,0,random,7,-0.05299980938434601,5.061474800109863,4.361739158630371
E0,0,0,random,8,-0.14495764672756195,5.080082893371582,4.401638031005859
E0,0,0,random,9,-0.11876367777585983,5.072324752807617,4.39250373840332
E0,0,0,random,10,-0.07486815005540848,5.063319206237793,4.371217727661133
E0,0,0,random,11,-0.20352254807949066,5.081349849700928,4.406541347503662
E0,0,0,random,12,-0.14511288702487946,5.077723979949951,4.394800186157227
E0,0,0,random,13,-0.050532154738903046,5.061623573303223,4.367186069488525
E0,0,0,random,14,-0.0032631722278892994,5.056814193725586,4.356356620788574
E0,0,0,random,15,-0.21567466855049133,5.099218845367432,4.4268999099731445
E0,0,0,random,16,-0.1293507218360901,5.069568157196045,4.3855156898498535
E0,0,0,random,17,-0.16573648154735565,5.091752529144287,4.421872615814209
E0,0,0,random,18,-0.10019055008888245,5.071459770202637,4.391393661499023
E0,0,0,random,19,-0.07946466654539108,5.067688941955566,4.384594440460205
E0,0,0,original,-1,-0.1456407606601715,5.079141139984131,4.399494171142578
E0,0,0,top,-1,-0.13818301260471344,5.075680255889893,4.39394998550415
E0,0,0,bottom,-1,-0.15685799717903137,5.080399036407471,4.404970169067383
E0,0,0,reference_prior_top,-1,-0.11065442860126495,5.074582099914551,4.392861366271973
E0,0,1,random,0,0.11199293285608292,5.304285049438477,4.4004011154174805
E0,0,1,random,1,0.19834846258163452,5.864291667938232,4.915972709655762
E0,0,1,random,2,0.07110501080751419,5.6250152587890625,4.3608880043029785
E0,0,1,random,3,0.24123255908489227,5.138570308685303,4.450514793395996
E0,0,1,random,4,0.13314847648143768,5.749622344970703,4.485062599182129
E0,0,1,random,5,0.12185880541801453,5.351440906524658,4.341503143310547
E0,0,1,random,6,0.18152372539043427,5.294371128082275,4.464339733123779
E0,0,1,random,7,0.22713109850883484,5.157533645629883,4.351137638092041
E0,0,1,random,8,0.10002833604812622,5.300268173217773,4.34535551071167
E0,0,1,random,9,0.14370112121105194,5.22301721572876,4.250420093536377
E0,0,1,random,10,0.20220139622688293,5.287459850311279,4.442044734954834
E0,0,1,random,11,0.08004765957593918,5.571363925933838,4.408970355987549
E0,0,1,random,12,0.18839789927005768,5.161017894744873,4.322834014892578
E0,0,1,random,13,0.2165718823671341,5.531963348388672,4.594918727874756
E0,0,1,random,14,0.24713917076587677,5.081582546234131,4.1378583908081055
E0,0,1,random,15,0.1566956788301468,5.279794692993164,4.262707233428955
E0,0,1,random,16,0.2135590761899948,5.147121429443359,4.258853912353516
E0,0,1,random,17,0.21043770015239716,5.878458023071289,5.001463890075684
E0,0,1,random,18,0.15881627798080444,5.244441986083984,4.2129807472229
E0,0,1,random,19,0.20192475616931915,5.425047397613525,4.248363971710205
E0,0,1,original,-1,0.18453866243362427,5.209020614624023,4.337615966796875
E0,0,1,top,-1,0.18953168392181396,5.174615383148193,4.190340518951416
E0,0,1,bottom,-1,0.10998199880123138,5.556819438934326,4.608665943145752
E0,0,1,reference_prior_top,-1,0.20419925451278687,5.412891864776611,4.314192771911621
E0,0,2,random,0,0.13291549682617188,5.259401321411133,4.6472368240356445
E0,0,2,random,1,0.16019466519355774,4.67185115814209,4.085214614868164
E0,0,2,random,2,0.13530437648296356,4.725216388702393,3.9852993488311768
E0,0,2,random,3,0.16138200461864471,4.660408973693848,3.9772861003875732
E0,0,2,random,4,0.19166043400764465,4.64272403717041,3.9625604152679443
E0,0,2,random,5,0.1117028146982193,4.716208457946777,4.012644290924072
E0,0,2,random,6,0.2065453976392746,4.64569616317749,4.072968006134033
E0,0,2,random,7,0.19618815183639526,4.6283087730407715,3.95939302444458
E0,0,2,random,8,0.14495763182640076,4.88372278213501,4.373551368713379
E0,0,2,random,9,0.17288674414157867,4.710730075836182,3.969853162765503
E0,0,2,random,10,0.1503792107105255,5.01649808883667,4.485313415527344
E0,0,2,random,11,0.20244580507278442,4.796198844909668,4.230025291442871
E0,0,2,random,12,0.23442336916923523,4.735536098480225,4.217710018157959
E0,0,2,random,13,0.16806283593177795,4.653783798217773,4.027949810028076
E0,0,2,random,14,0.21677033603191376,4.62923002243042,4.03492546081543
E0,0,2,random,15,0.1454097479581833,4.717960357666016,4.132121562957764
E0,0,2,random,16,0.11308172345161438,4.7023091316223145,4.015804290771484
E0,0,2,random,17,0.20964255928993225,4.732635974884033,4.185730934143066
E0,0,2,random,18,0.1848798245191574,4.652876853942871,4.015640735626221
E0,0,2,random,19,0.1746940016746521,4.93531608581543,4.401204586029053
E0,0,2,original,-1,0.15278935432434082,4.672263145446777,3.988490343093872
E0,0,2,top,-1,0.137309268116951,4.683193206787109,4.025366306304932
E0,0,2,bottom,-1,0.2273293137550354,4.618056297302246,4.005421161651611
E0,0,2,reference_prior_top,-1,0.1743110716342926,4.795464992523193,4.285551071166992
E0,0,3,random,0,0.10668916255235672,5.292474269866943,4.580687999725342
E0,0,3,random,1,0.17154531180858612,5.207241535186768,4.564218521118164
E0,0,3,random,2,0.07622489333152771,5.1851911544799805,4.313174724578857
E0,0,3,random,3,0.15642149746418,5.118408203125,4.218877792358398
E0,0,3,random,4,0.07856598496437073,5.18388557434082,4.284226417541504
E0,0,3,random,5,0.04845244064927101,5.557623863220215,4.8598456382751465
E0,0,3,random,6,0.17420749366283417,5.10042667388916,4.444852352142334
E0,0,3,random,7,0.13135576248168945,5.12851619720459,4.313060283660889
E0,0,3,random,8,0.07509279996156693,5.206818103790283,4.3740949630737305
E0,0,3,random,9,0.16704054176807404,5.164426803588867,4.156949520111084
E0,0,3,random,10,0.2171250432729721,5.221642971038818,4.107485771179199
E0,0,3,random,11,0.1603521853685379,5.132372856140137,4.4160590171813965
E0,0,3,random,12,0.24609819054603577,5.243711948394775,4.103180408477783
E0,0,3,random,13,0.13829275965690613,5.138223648071289,4.231911659240723
E0,0,3,random,14,0.15758484601974487,5.116877555847168,4.22016716003418
E0,0,3,random,15,0.12210481613874435,5.19200325012207,4.496840476989746
