experiment_id,experiment_name,prior_type,prior_source,seed,fold,split_id,n_train,n_val,n_test,best_epoch,best_val_metric,runtime_seconds,target_train_mean,target_train_std,group_aware,pearson,rmse,mae,alignment_node_pearson,alignment_node_spearman,alignment_node_topk_jaccard,reference_alignment_node_pearson,reference_alignment_node_spearman,reference_alignment_node_topk_jaccard,reference_alignment_module_pearson,reference_alignment_module_spearman,reference_alignment_module_topk_jaccard,reference_alignment_edge_diagonal_pearson,reference_alignment_edge_diagonal_spearman,reference_alignment_edge_diagonal_topk_jaccard
E2,node_shuffled,node,shuffled_working_memory,0,0,seed00_fold00,279,50,83,2,4.941644191741943,54.045294761657715,16.845878136200717,4.8357883123268195,False,-0.16230903565883636,5.0867156982421875,4.413973331451416,0.1643507480621338,0.18031569243860682,0.1111111111111111,-0.37024906277656555,-0.35347988452901435,0.0,-0.5014687776565552,-0.3571428571428572,0.0,-0.37167271971702576,-0.35347988452901435,0.0
E2,node_shuffled,node,shuffled_working_memory,0,1,seed00_fold01,279,50,83,32,4.2253570556640625,104.03304648399353,16.842293906810035,4.845668698152689,False,0.07041797041893005,5.343822956085205,4.475015640258789,0.4272189140319824,0.3857565233212016,0.25,-0.25469762086868286,-0.23516550272092054,0.0,-0.673162043094635,-0.4523809523809524,0.2,-0.23964768648147583,-0.23516550272092054,0.0
E2,node_shuffled,node,shuffled_working_memory,0,2,seed00_fold02,280,50,82,19,4.889429092407227,75.64079856872559,16.917857142857144,4.921204380130987,False,0.1710464507341385,4.663022994995117,3.96231746673584,0.40939342975616455,0.3567260264468422,0.17647058823529413,-0.23835425078868866,-0.22349437401020694,0.0,-0.5593820214271545,-0.3333333333333334,0.2,-0.23410426080226898,-0.22349437401020694,0.0
E2,node_shuffled,node,shuffled_working_memory,0,3,seed00_fold03,280,50,82,43,4.302634239196777,118.50013661384583,16.90714285714286,4.856360231065809,False,0.20380641520023346,5.251475811004639,4.2121405601501465,0.5360912680625916,0.4899277144965437,0.25,-0.08094646036624908,0.00239215689021472,0.0,-0.036198101937770844,-0.14285714285714288,0.2,-0.06531769037246704,0.00239215689021472,0.0
E2,node_shuffled,node,shuffled_working_memory,0,4,seed00_fold04,280,50,82,15,4.831452369689941,66.81439661979675,16.8,5.010275156401806,False,0.18702086806297302,4.358344078063965,3.601285696029663,0.4126795828342438,0.40027426879062583,0.3333333333333333,-0.33938923478126526,-0.33736903248760997,0.0,-0.42019474506378174,-0.3333333333333334,0.2,-0.3239946663379669,-0.33736903248760997,0.0
E2,node_shuffled,node,shuffled_working_memory,1,0,seed01_fold00,279,50,83,15,5.017807483673096,70.27681374549866,16.93548387096774,4.762020711139765,False,0.13925069570541382,5.082165718078613,4.486309051513672,0.5024627447128296,0.4580555949279626,0.25,-0.17803746461868286,-0.13354128443495117,0.0,-0.4084142744541168,-0.30952380952380953,0.2,-0.16647879779338837,-0.13354128443495117,0.0
E2,node_shuffled,node,shuffled_working_memory,1,1,seed01_fold01,279,50,83,44,4.017971038818359,122.25546622276306,16.620071684587813,4.945483294156645,False,-0.03146805986762047,5.878063678741455,4.925693511962891,0.6070924401283264,0.5759304990610273,0.25,-0.10809106379747391,-0.057461706010042926,0.05263157894736842,-0.23553133010864258,-0.07142857142857144,0.2,-0.10163285583257675,-0.057461706010042926,0.05263157894736842
E2,node_shuffled,node,shuffled_working_memory,1,2,seed01_fold02,280,50,82,3,5.048186302185059,66.4192419052124,16.932142857142857,4.8740239734615125,False,-0.1789858043193817,4.879354000091553,4.063586711883545,0.16146227717399597,0.16655704477150546,0.05263157894736842,-0.48320838809013367,-0.48801998186175866,0.0,-0.5684681534767151,-0.5476190476190477,0.0,-0.48454567790031433,-0.48801998186175866,0.0
E2,node_shuffled,node,shuffled_working_memory,1,3,seed01_fold03,280,50,82,14,4.642111778259277,58.061288356781006,17.017857142857142,4.8531693305530155,False,0.15839743614196777,5.075417518615723,4.056227207183838,0.23316888511180878,0.22199615466351716,0.17647058823529413,-0.49446597695350647,-0.4949817077593773,0.0,-0.57722008228302,-0.4047619047619048,0.0,-0.484946072101593,-0.4949817077593773,0.0
E2,node_shuffled,node,shuffled_working_memory,1,4,seed01_fold04,280,50,82,9,4.887726306915283,40.056769371032715,16.867857142857144,4.953393755182153,False,0.0035060327500104904,4.677897930145264,3.9114413261413574,0.29395827651023865,0.2731353750305291,0.1111111111111111,-0.3170471787452698,-0.3101963276031459,0.0,-0.47524523735046387,-0.3333333333333334,0.0,-0.311323881149292,-0.3101963276031459,0.0
E2,node_shuffled,node,shuffled_working_memory,2,0,seed02_fold00,279,50,83,26,4.659947395324707,65.48308563232422,16.82078853046595,4.928535674452275,False,0.11503486335277557,4.897658824920654,4.090263366699219,0.45132729411125183,0.4085843921002653,0.42857142857142855,-0.3183059096336365,-0.3735510297101687,0.0,-0.5782616138458252,-0.4523809523809524,0.0,-0.30481258034706116,-0.3735510297101687,0.0
E2,node_shuffled,node,shuffled_working_memory,2,1,seed02_fold01,279,50,83,23,4.556979179382324,65.44304323196411,16.85663082437276,4.911498188445885,False,0.21129673719406128,5.099795818328857,4.252374649047852,0.5605968832969666,0.5178994696992423,0.3333333333333333,-0.19117885828018188,-0.13377600546593255,0.0,-0.39796289801597595,-0.11904761904761905,0.5,-0.18386968970298767,-0.13377600546593255,0.0
E2,node_shuffled,node,shuffled_working_memory,2,2,seed02_fold02,280,50,82,15,4.4963202476501465,49.32527256011963,16.985714285714284,4.787611564214031,False,0.02595170959830284,5.393568992614746,4.597073078155518,0.37072882056236267,0.2751280067616266,0.17647058823529413,-0.019787948578596115,0.07702345661332279,0.05263157894736842,-0.06387010961771011,-0.2142857142857143,0.2,-0.008247963152825832,0.07702345661332279,0.05263157894736842
E2,node_shuffled,node,shuffled_working_memory,2,3,seed02_fold03,280,50,82,11,4.644843101501465,47.70786261558533,16.760714285714286,4.9774376142832395,False,0.1991681307554245,4.639181137084961,3.7976386547088623,0.4440244436264038,0.38945712510752545,0.17647058823529413,-0.045556627213954926,-0.007531049249360746,0.0,-0.20990264415740967,-0.19047619047619052,0.2,-0.03757363185286522,-0.007531049249360746,0.0
E2,node_shuffled,node,shuffled_working_memory,2,4,seed02_fold04,280,50,82,25,4.858615398406982,75.96992754936218,16.892857142857142,4.926164008306533,False,0.43020009994506836,4.478041172027588,3.728269338607788,0.39880844950675964,0.3568159196076436,0.1111111111111111,-0.26188892126083374,-0.242886326420862,0.0,-0.40803641080856323,-0.3571428571428572,0.2,-0.23571741580963135,-0.242886326420862,0.0
E2,node_shuffled,node,shuffled_working_memory,3,0,seed03_fold00,279,50,83,1,5.0870561599731445,49.87971043586731,16.863799283154123,4.829280604484002,False,0.29798319935798645,4.974246501922607,4.245456695556641,0.1561104953289032,0.154426462127807,0.1111111111111111,-0.41304564476013184,-0.3817712598590068,0.0,-0.4652950167655945,-0.3571428571428572,0.0,-0.4098585546016693,-0.3817712598590068,0.0
E2,node_shuffled,node,shuffled_working_memory,3,1,seed03_fold01,279,50,83,40,4.495776176452637,77.85603976249695,16.878136200716845,4.925923173060801,False,0.05833452194929123,5.407939434051514,4.446741104125977,0.6460133790969849,0.6336968430048973,0.3333333333333333,-0.12217266857624054,-0.07594473868370614,0.0,-0.309283584356308,-0.38095238095238104,0.2,-0.11544572561979294,-0.07594473868370614,0.0
E2,node_shuffled,node,shuffled_working_memory,3,2,seed03_fold02,280,50,82,16,4.64507532119751,46.05632734298706,16.92142857142857,4.903450471924056,False,0.120510995388031,4.974411964416504,4.146512508392334,0.4120950400829315,0.35616169715958906,0.17647058823529413,-0.26872843503952026,-0.24548323995512433,0.0,-0.6187281608581543,-0.4047619047619048,0.0,-0.25929802656173706,-0.24548323995512433,0.0
E2,node_shuffled,node,shuffled_working_memory,3,3,seed03_fold03,280,50,82,15,5.148955821990967,49.509156465530396,16.939285714285713,4.768935137631752,False,0.1884080171585083,5.0726518630981445,4.369035243988037,0.24433466792106628,0.23832674554243602,0.1111111111111111,-0.4162933826446533,-0.4104022315742489,0.0,-0.48334670066833496,-0.5714285714285715,0.0,-0.4072200357913971,-0.4104022315742489,0.0
E2,node_shuffled,node,shuffled_working_memory,3,4,seed03_fold04,280,50,82,23,4.590865135192871,70.61354780197144,16.742857142857144,5.023333310762925,False,0.1950620710849762,4.458554744720459,3.6173794269561768,0.42247244715690613,0.39376200869701417,0.1111111111111111,-0.11308229714632034,-0.07428171520888047,0.0,-0.25714701414108276,-0.2380952380952381,0.2,-0.11256399005651474,-0.07428171520888047,0.0
E2,node_shuffled,node,shuffled_working_memory,4,0,seed04_fold00,279,50,83,71,4.393898010253906,152.87649536132812,16.767025089605735,4.9404542587220295,False,0.061680298298597336,5.166082859039307,4.13273286819458,0.5405995845794678,0.49178550648643904,0.25,0.047613080590963364,0.12260927726860456,0.0,0.026476696133613586,0.0,0.2,0.0579720139503479,0.12260927726860456,0.0
E2,node_shuffled,node,shuffled_working_memory,4,1,seed04_fold01,279,50,83,37,4.5210065841674805,93.41855716705322,16.835125448028673,4.921759079786406,False,0.23814436793327332,4.662649631500244,3.833888053894043,0.6120687127113342,0.5644541388653834,0.3333333333333333,-0.31073033809661865,-0.3048027379550626,0.0,-0.6358715295791626,-0.30952380952380953,0.2,-0.3037342131137848,-0.3048027379550626,0.0
E2,node_shuffled,node,shuffled_working_memory,4,2,seed04_fold02,280,50,82,21,4.4412994384765625,66.20583772659302,16.78214285714286,4.843888164586422,False,0.168015256524086,5.315026760101318,4.306521892547607,0.4121711254119873,0.34132932562736,0.17647058823529413,-0.2024865597486496,-0.18600892595602805,0.0,-0.4610058665275574,-0.4761904761904762,0.2,-0.19085700809955597,-0.18600892595602805,0.0
E2,node_shuffled,node,shuffled_working_memory,4,3,seed04_fold03,280,50,82,33,4.850356578826904,79.70173764228821,16.989285714285714,4.849509495499392,False,0.1510850340127945,5.107879161834717,4.109206199645996,0.2358679324388504,0.21770125920300637,0.17647058823529413,-0.2683509886264801,-0.232303903768743,0.0,-0.31700244545936584,-0.28571428571428575,0.2,-0.2621344029903412,-0.232303903768743,0.0
E2,node_shuffled,node,shuffled_working_memory,4,4,seed04_fold04,280,50,82,29,4.6209259033203125,62.67504167556763,16.90714285714286,4.945988892269066,False,0.06683380156755447,4.8601555824279785,3.8816041946411133,0.3272719085216522,0.31905080394208263,0.3333333333333333,-0.4298109710216522,-0.4221133128008742,0.0,-0.5718398094177246,-0.5714285714285715,0.0,-0.41764476895332336,-0.4221133128008742,0.0
E2,node_shuffled,node,shuffled_working_memory,5,0,seed05_fold00,279,50,83,17,4.890401363372803,46.94519543647766,16.97132616487455,4.901089999941164,False,0.24103793501853943,4.647202968597412,3.8029935359954834,0.5399442911148071,0.4858925103894591,0.3333333333333333,-0.3752845525741577,-0.40747071571922583,0.0,-0.7561362981796265,-0.8571428571428572,0.0,-0.36955195665359497,-0.40747071571922583,0.0
E2,node_shuffled,node,shuffled_working_memory,5,1,seed05_fold01,279,50,83,22,4.956572532653809,58.5204541683197,16.74910394265233,4.846917239231855,False,0.31554263830184937,4.839766025543213,4.231823444366455,0.39825302362442017,0.3698803923107787,0.25,0.1370338648557663,0.15449138496616358,0.1111111111111111,-0.07211744785308838,0.09523809523809526,0.5,0.1432560831308365,0.15449138496616358,0.1111111111111111
E2,node_shuffled,node,shuffled_working_memory,5,2,seed05_fold02,280,50,82,10,4.991932392120361,47.04824662208557,17.05,4.881927312620937,False,0.04564528912305832,4.999740123748779,4.063821792602539,0.19549329578876495,0.18327217861607467,0.1111111111111111,-0.4346630275249481,-0.46950698480116165,0.0,-0.515730082988739,-0.5476190476190477,0.0,-0.43785595893859863,-0.46950698480116165,0.0
E2,node_shuffled,node,shuffled_working_memory,5,3,seed05_fold03,280,50,82,8,5.013178825378418,49.872814655303955,16.764285714285716,4.896224076171518,False,0.09365296363830566,4.772275924682617,3.9997119903564453,0.2554378807544708,0.2613843412879921,0.17647058823529413,-0.3874298632144928,-0.3775462813013415,0.0,-0.49259626865386963,-0.5714285714285715,0.0,-0.38660338521003723,-0.3775462813013415,0.0
E2,node_shuffled,node,shuffled_working_memory,5,4,seed05_fold04,280,50,82,49,3.874983310699463,106.72448396682739,16.764285714285716,4.859615967022371,False,0.022859327495098114,5.771614074707031,4.755823135375977,0.6447769999504089,0.5820482280600108,0.42857142857142855,-0.04640549421310425,0.023067583874534007,0.0,-0.14501596987247467,-0.30952380952380953,0.2,-0.040010858327150345,0.023067583874534007,0.0
