method_id,method_name,method_family,seed,fold,split_id,n_train,n_val,n_test,best_alpha1,best_alpha2,best_val_rmse,runtime_seconds,group_aware,pearson,rmse,mae,prior_alignment_pearson,prior_alignment_spearman,prior_alignment_top10_jaccard
NCR_SHUFFLED,Shuffled-prior Network-Constrained Ridge,network_constrained_ridge,6,3,seed06_fold03,280,50,82,1.0,0.0,4.371202784675033,7.0593178272247314,False,0.23478673022276816,4.443514364323821,3.742790973346673,-0.07633611494538155,-0.06790429485647086,0.17647058823529413
NCR_RANDOM,Random-prior Network-Constrained Ridge,network_constrained_ridge,6,3,seed06_fold03,280,50,82,0.1,10.0,4.2883313029860854,7.0594377517700195,False,0.20151686579387504,4.620129908384412,3.8096114604796574,-0.7566845852254113,-0.5975320032291547,0.0
NCR_TRUE,Network-Constrained Prior-Laplacian Ridge,network_constrained_ridge,6,4,seed06_fold04,280,50,82,0.1,10.0,4.284065378620654,7.015874624252319,False,0.3633340675554441,4.834109933596313,4.187607655457295,-0.9602909810222442,-0.7431717306675211,0.0
NCR_SHUFFLED,Shuffled-prior Network-Constrained Ridge,network_constrained_ridge,6,4,seed06_fold04,280,50,82,1.0,0.0,4.393609322219064,6.877518892288208,False,0.35948314973705514,4.7357854120364475,4.15179744528135,-0.05128174872154725,-0.05238773648925346,0.1111111111111111
NCR_RANDOM,Random-prior Network-Constrained Ridge,network_constrained_ridge,6,4,seed06_fold04,280,50,82,1.0,0.5,4.393005438446482,7.165305137634277,False,0.3503533676299246,4.752761260293263,4.169777246556121,-0.4581753466810717,-0.45075923576673205,0.0
NCR_TRUE,Network-Constrained Prior-Laplacian Ridge,network_constrained_ridge,7,0,seed07_fold00,279,50,83,10.0,5.0,4.518560988200792,7.303746461868286,False,0.394654396508996,4.767211309515295,3.9864423303580145,-0.49188590689384154,-0.5511149926153553,0.0
NCR_SHUFFLED,Shuffled-prior Network-Constrained Ridge,network_constrained_ridge,7,0,seed07_fold00,279,50,83,10.0,0.0,4.5188886060745075,6.9385154247283936,False,0.4071356366950614,4.751712669497084,3.9748053041421767,-0.05210360299269928,-0.05040009882264499,0.1111111111111111
NCR_RANDOM,Random-prior Network-Constrained Ridge,network_constrained_ridge,7,0,seed07_fold00,279,50,83,10.0,0.0,4.518888606074507,7.13525915145874,False,0.4071356366950619,4.751712669497084,3.9748053041421767,-0.12424407689442193,-0.013731595740591244,0.0
NCR_TRUE,Network-Constrained Prior-Laplacian Ridge,network_constrained_ridge,7,1,seed07_fold01,279,50,83,1.0,0.5,4.5420673267692555,6.998551607131958,False,0.3558623206865602,4.421950014793478,3.7416950583146584,-0.6419026229956468,-0.6914681810132561,0.0
NCR_SHUFFLED,Shuffled-prior Network-Constrained Ridge,network_constrained_ridge,7,1,seed07_fold01,279,50,83,0.1,10.0,4.491444102114608,6.9797608852386475,False,0.308192052519731,4.5635248734409,3.8441810849422517,-0.9628493882456677,-0.7460183474262319,0.0
NCR_RANDOM,Random-prior Network-Constrained Ridge,network_constrained_ridge,7,1,seed07_fold01,279,50,83,1.0,0.0,4.542921669953083,6.85878586769104,False,0.3568793096809045,4.417618956246756,3.7418132313961876,-0.01722357738594075,0.05213547072617538,0.05263157894736842
NCR_TRUE,Network-Constrained Prior-Laplacian Ridge,network_constrained_ridge,7,2,seed07_fold02,280,50,82,1.0,1.0,4.846072450232989,6.977569580078125,False,0.318697217523897,4.973143790177454,4.337912469643789,-0.7882883845909109,-0.7288487537131667,0.0
NCR_SHUFFLED,Shuffled-prior Network-Constrained Ridge,network_constrained_ridge,7,2,seed07_fold02,280,50,82,1.0,2.0,4.8362210125826,7.1024861335754395,False,0.32283528144250573,4.966191171808592,4.332347062148222,-0.88716553315779,-0.7479360681899947,0.0
NCR_RANDOM,Random-prior Network-Constrained Ridge,network_constrained_ridge,7,2,seed07_fold02,280,50,82,1.0,0.0,4.847769272838627,6.9923083782196045,False,0.3240572362289418,4.963625676648112,4.323518610258546,-0.12674898883536823,-0.0775458424633837,0.05263157894736842
NCR_TRUE,Network-Constrained Prior-Laplacian Ridge,network_constrained_ridge,7,3,seed07_fold03,280,50,82,1.0,0.0,4.390762955275891,7.101778268814087,False,0.4204313696256257,4.4964746643676925,3.933029438593699,-0.011563873260173118,0.030923247315677544,0.0
NCR_SHUFFLED,Shuffled-prior Network-Constrained Ridge,network_constrained_ridge,7,3,seed07_fold03,280,50,82,1.0,0.0,4.3907629552758936,7.2731359004974365,False,0.42043136962562544,4.496474664367693,3.933029438593699,-0.12674290572356453,-0.10369176098440129,0.0
NCR_RANDOM,Random-prior Network-Constrained Ridge,network_constrained_ridge,7,3,seed07_fold03,280,50,82,1.0,0.0,4.390762955275891,6.962489604949951,False,0.42043136962562566,4.4964746643676925,3.9330294385936977,-0.08321872914788053,-0.043593587821473885,0.0
NCR_TRUE,Network-Constrained Prior-Laplacian Ridge,network_constrained_ridge,7,4,seed07_fold04,280,50,82,0.1,5.0,4.008393528470718,6.9909422397613525,False,0.23997746175067006,4.691608584250251,3.8370953823521066,-0.9649188635644725,-0.7425924191868011,0.0
NCR_SHUFFLED,Shuffled-prior Network-Constrained Ridge,network_constrained_ridge,7,4,seed07_fold04,280,50,82,0.01,0.5,3.989984854153009,7.375978708267212,False,0.24969776990802256,4.783298355486467,3.8087321793913254,-0.9708692262055042,-0.7407645915838396,0.0
NCR_RANDOM,Random-prior Network-Constrained Ridge,network_constrained_ridge,7,4,seed07_fold04,280,50,82,0.1,0.5,4.141344720451281,6.992016553878784,False,0.22482157938988925,4.709101169500183,3.783075174323229,-0.7277500285171785,-0.6045900126859647,0.0
NCR_TRUE,Network-Constrained Prior-Laplacian Ridge,network_constrained_ridge,8,0,seed08_fold00,279,50,83,0.01,0.0,3.767430545404176,7.094884395599365,False,0.20753873895856834,4.807310780043014,3.90024111086423,-0.08465567707525627,-0.06499275525940368,0.0
NCR_SHUFFLED,Shuffled-prior Network-Constrained Ridge,network_constrained_ridge,8,0,seed08_fold00,279,50,83,0.01,0.0,3.7674305454042036,7.031108379364014,False,0.2075387389585707,4.807310780043007,3.9002411108642248,-0.1108421334771508,-0.09039756131477378,0.05263157894736842
NCR_RANDOM,Random-prior Network-Constrained Ridge,network_constrained_ridge,8,0,seed08_fold00,279,50,83,0.01,0.0,3.7674305454041916,7.522611856460571,False,0.2075387389585701,4.80731078004301,3.9002411108642248,-0.0719703326559244,-0.07646945757890286,0.05263157894736842
NCR_TRUE,Network-Constrained Prior-Laplacian Ridge,network_constrained_ridge,8,1,seed08_fold01,279,50,83,0.1,10.0,4.50662161718083,7.058338642120361,False,0.38811337994656125,4.340292020666666,3.692529957637574,-0.9610122883993902,-0.740684686552016,0.0
NCR_SHUFFLED,Shuffled-prior Network-Constrained Ridge,network_constrained_ridge,8,1,seed08_fold01,279,50,83,0.1,0.5,4.546895213026371,7.152145147323608,False,0.3701849470846389,4.398491437330513,3.6919138198192614,-0.9430155242861984,-0.7479959969638623,0.0
NCR_RANDOM,Random-prior Network-Constrained Ridge,network_constrained_ridge,8,1,seed08_fold01,279,50,83,0.1,0.0,4.605926745705247,7.198148250579834,False,0.375136738752423,4.398538534690362,3.7053678450548726,-0.053803278634657954,0.018383116134240575,0.05263157894736842
NCR_TRUE,Network-Constrained Prior-Laplacian Ridge,network_constrained_ridge,8,2,seed08_fold02,280,50,82,0.1,10.0,4.402544726426151,6.977689743041992,False,0.35865131107993015,4.97116388433993,4.209334483861974,-0.9637680080049174,-0.7457986085887173,0.0
NCR_SHUFFLED,Shuffled-prior Network-Constrained Ridge,network_constrained_ridge,8,2,seed08_fold02,280,50,82,0.1,10.0,4.489017859551879,6.9830827713012695,False,0.38200102184820595,4.930721532055597,4.1229094692011135,-0.9711708968683066,-0.7446299974982992,0.0
NCR_RANDOM,Random-prior Network-Constrained Ridge,network_constrained_ridge,8,2,seed08_fold02,280,50,82,0.1,0.0,4.498928541588186,7.005102157592773,False,0.38990508166756255,4.912904444655278,4.096954383330153,-0.028529644687933158,0.027793795409987315,0.0
NCR_TRUE,Network-Constrained Prior-Laplacian Ridge,network_constrained_ridge,8,3,seed08_fold03,280,50,82,1.0,0.0,4.637747351565889,6.9986252784729,False,0.2930979350476639,4.673468314075386,4.08470170424169,-0.023149640398151802,0.04180531383713448,0.0
NCR_SHUFFLED,Shuffled-prior Network-Constrained Ridge,network_constrained_ridge,8,3,seed08_fold03,280,50,82,1.0,0.0,4.637747351565885,6.979299545288086,False,0.2930979350476638,4.673468314075386,4.084701704241689,-0.08371545402294894,-0.11215170622870972,0.1111111111111111
NCR_RANDOM,Random-prior Network-Constrained Ridge,network_constrained_ridge,8,3,seed08_fold03,280,50,82,1.0,0.0,4.637747351565881,8.307500123977661,False,0.2930979350476644,4.673468314075384,4.084701704241689,0.010995936778876586,0.04807596201899051,0.05263157894736842
NCR_TRUE,Network-Constrained Prior-Laplacian Ridge,network_constrained_ridge,8,4,seed08_fold04,280,50,82,0.1,5.0,4.6019876198632454,7.450573921203613,False,0.485879188110279,4.400358277933648,3.550077905797947,-0.9621957490035311,-0.7395660161064876,0.0
NCR_SHUFFLED,Shuffled-prior Network-Constrained Ridge,network_constrained_ridge,8,4,seed08_fold04,280,50,82,0.1,10.0,4.645758280396497,6.981614828109741,False,0.4556734623128609,4.4840208318444725,3.66834205095229,-0.9673168899722436,-0.7455389172352911,0.0
NCR_RANDOM,Random-prior Network-Constrained Ridge,network_constrained_ridge,8,4,seed08_fold04,280,50,82,1.0,0.0,4.678798377334691,6.99528431892395,False,0.5175034770086127,4.398621917332826,3.657726643800927,-0.029826522018680357,0.07433975320032292,0.0
NCR_TRUE,Network-Constrained Prior-Laplacian Ridge,network_constrained_ridge,9,0,seed09_fold00,279,50,83,1.0,10.0,4.5456944016308745,7.1341211795806885,False,0.4270570353627071,4.22111755909485,3.608383908939042,-0.9257039802719826,-0.7416335588049197,0.0
NCR_SHUFFLED,Shuffled-prior Network-Constrained Ridge,network_constrained_ridge,9,0,seed09_fold00,279,50,83,1.0,0.0,4.579706185156771,7.323670387268066,False,0.44504958730559746,4.162333380363918,3.5399542718689503,-0.041453327481628055,-0.009159114272763665,0.1111111111111111
NCR_RANDOM,Random-prior Network-Constrained Ridge,network_constrained_ridge,9,0,seed09_fold00,279,50,83,1.0,0.0,4.579706185156766,7.011364459991455,False,0.4450495873055974,4.162333380363918,3.5399542718689503,-0.08256557149103819,-0.0015838234728789452,0.05263157894736842
NCR_TRUE,Network-Constrained Prior-Laplacian Ridge,network_constrained_ridge,9,1,seed09_fold01,279,50,83,0.1,2.0,4.117252587946787,7.345825672149658,False,0.29399094210595317,5.061074627360021,4.168324257933826,-0.951082486368886,-0.7421329652538162,0.0
NCR_SHUFFLED,Shuffled-prior Network-Constrained Ridge,network_constrained_ridge,9,1,seed09_fold01,279,50,83,1.0,0.0,4.326906119056097,8.126137971878052,False,0.3262122465690674,4.986116809861577,4.140497202282159,-0.20702244567219477,-0.2033732881841629,0.0
NCR_RANDOM,Random-prior Network-Constrained Ridge,network_constrained_ridge,9,1,seed09_fold01,279,50,83,1.0,0.0,4.326906119056104,8.137601375579834,False,0.3262122465690681,4.986116809861576,4.140497202282157,-0.12369669858764168,-0.06502902394956367,0.0
NCR_TRUE,Network-Constrained Prior-Laplacian Ridge,network_constrained_ridge,9,2,seed09_fold02,280,50,82,1.0,0.5,4.216850010628789,7.809202671051025,False,0.28865917542715047,4.52669242267271,3.863831125255637,-0.641157881833539,-0.6532136470277764,0.0
NCR_SHUFFLED,Shuffled-prior Network-Constrained Ridge,network_constrained_ridge,9,2,seed09_fold02,280,50,82,1.0,2.0,4.208462813786104,7.6834938526153564,False,0.2822162039051466,4.540885142728983,3.8713993427362996,-0.8796973788935442,-0.7451943267855524,0.0
NCR_RANDOM,Random-prior Network-Constrained Ridge,network_constrained_ridge,9,2,seed09_fold02,280,50,82,1.0,0.0,4.2169099110390125,8.322361707687378,False,0.29980089568980506,4.509336973463776,3.848272318616817,-0.02552484105217049,0.03656633221850613,0.05263157894736842
NCR_TRUE,Network-Constrained Prior-Laplacian Ridge,network_constrained_ridge,9,3,seed09_fold03,280,50,82,0.1,0.0,4.764406880089883,8.069226741790771,False,0.4117954463523439,4.2281681155372866,3.5333673434350676,-0.03437748729681525,-0.010297760976247917,0.0
NCR_SHUFFLED,Shuffled-prior Network-Constrained Ridge,network_constrained_ridge,9,3,seed09_fold03,280,50,82,0.1,0.5,4.731674090511001,7.789783477783203,False,0.3782022207580119,4.310084645515304,3.588522877572533,-0.9426390061429101,-0.7464977776171725,0.0
NCR_RANDOM,Random-prior Network-Constrained Ridge,network_constrained_ridge,9,3,seed09_fold03,280,50,82,0.1,0.0,4.764406880089883,7.836797714233398,False,0.41179544635234333,4.2281681155372866,3.533367343435069,0.03633598451992839,0.05870141852150849,0.1111111111111111
NCR_TRUE,Network-Constrained Prior-Laplacian Ridge,network_constrained_ridge,9,4,seed09_fold04,280,50,82,0.1,10.0,4.442318398286687,8.26860237121582,False,0.2872543299495924,5.088616323341606,4.244815528667791,-0.9656404583602078,-0.741563641902074,0.0
NCR_SHUFFLED,Shuffled-prior Network-Constrained Ridge,network_constrained_ridge,9,4,seed09_fold04,280,50,82,0.1,0.0,4.464658540714395,8.041179180145264,False,0.3866030971841959,4.860117349198237,3.9256496054300976,-0.06737577817437056,-0.028591019199330416,0.05263157894736842
NCR_RANDOM,Random-prior Network-Constrained Ridge,network_constrained_ridge,9,4,seed09_fold04,280,50,82,0.1,0.0,4.464658540714408,7.5386528968811035,False,0.38660309718419555,4.860117349198239,3.925649605430098,-0.05692511860676141,-0.04137162188136701,0.05263157894736842
