target,prior_type,lifting,seed,marginal_pearson_mean,marginal_pearson_std,marginal_spearman_mean,marginal_spearman_std,ridge_pearson_mean,ridge_pearson_std,ridge_spearman_mean,ridge_spearman_std
fluid_intelligence,matched,mean,8,0.0657644628747438,0.02553132475084528,0.058393161889491806,0.02815415070068272,-0.03689777663997523,0.0034034530287996075,-0.03578283477488695,0.004448620896114122
fluid_intelligence,matched,mean,9,0.08551837620210857,0.030073947557231386,0.07995286337058448,0.034312020298324454,-0.03836808886742836,0.0031932009156424366,-0.042525940708830604,0.003118384391527805
fluid_intelligence,matched,prod,0,0.05694271703125815,0.014182535521473257,0.05772258349319211,0.016342475980835408,-0.027621999166515875,0.004790433939979412,-0.02525583751625962,0.007013663851979487
fluid_intelligence,matched,prod,1,0.041509214982182435,0.03221192791588159,0.03814000575568564,0.039482683623555,-0.027325202582660725,0.007614426404541603,-0.02547493384346705,0.007751647040796709
fluid_intelligence,matched,prod,2,0.05720409684670893,0.027661449684285896,0.055870538939277604,0.033758670250966745,-0.027272373741500322,0.0027500864365214155,-0.02514903995598003,0.003320990604843454
fluid_intelligence,matched,prod,3,0.06311173700294521,0.02273251459534205,0.059756165104581885,0.032153769024492476,-0.026689016120716558,0.002550852443938928,-0.023011346915131153,0.005006124339625456
fluid_intelligence,matched,prod,4,0.08693649024369543,0.024216415162831045,0.0989525148157995,0.028713717496962384,-0.02698797140898771,0.0021345846361559137,-0.02346807760470003,0.00422994758722993
fluid_intelligence,matched,prod,5,0.06313408482257286,0.012999085700312205,0.059110519812111496,0.01286811561790065,-0.02692113013129785,0.0014801185874481874,-0.024236112750582246,0.008944384113109336
fluid_intelligence,matched,prod,6,0.06883132225434188,0.015956713602704526,0.06899609224194536,0.027287407239519213,-0.025769997809124496,0.0037969427218034458,-0.025202340453042416,0.005755824137309272
fluid_intelligence,matched,prod,7,0.06608163491134475,0.024045936354710962,0.0729536527681501,0.019966469771104712,-0.026898897672700234,0.0033798588841704317,-0.02467014562104474,0.011187093599043225
fluid_intelligence,matched,prod,8,0.05785906866748556,0.02191386957134464,0.05667006842336132,0.023105806419549638,-0.02622102324254935,0.0048807391433219405,-0.023149026672523703,0.003965293283050935
fluid_intelligence,matched,prod,9,0.07012858219616538,0.03330141038989159,0.07342686225062409,0.04217527990020433,-0.02720885795734041,0.003062926547630332,-0.028059164466752284,0.0041259257720435896
fluid_intelligence,random,bridge,0,-0.0014120743703043182,0.003377676741178264,0.0011151778260860717,0.003918895856097702,0.003769237130745217,0.0025748549325012903,0.007498660242306107,0.0031091191861869444
fluid_intelligence,random,bridge,1,-0.002377596467364935,0.002250560034480331,-0.0015399198707001772,0.003429792624823793,0.0036896068358343685,0.005211781931217165,0.0043273404477290325,0.006375511189964694
fluid_intelligence,random,bridge,2,0.000523972044077578,0.0028143181633612513,0.0022128748581620892,0.0034193184917526726,0.004352912978299414,0.004717927743215806,0.004246830956707688,0.005152248100998554
fluid_intelligence,random,bridge,3,0.0018275363485708706,0.0022915795555547612,0.0031206284432834653,0.0029522875066074435,0.0043166158380841205,0.0020077106016509554,0.006027043715597305,0.0054114097016130834
fluid_intelligence,random,bridge,4,-0.0013030817336329424,0.003965890916885693,-0.0016805392766156666,0.004514904329330904,0.003963720618480477,0.005374664717733919,0.007415318947363218,0.0050106423647184465
fluid_intelligence,random,bridge,5,0.00030808609384916103,0.003819583413609759,0.0018864107256013711,0.0027312913724482496,0.005068265753870769,0.0028202574479015757,0.002848710854710691,0.004044214483693695
fluid_intelligence,random,bridge,6,-0.001600254563454084,0.006502708252812305,8.312492125645034e-05,0.006480647254781202,0.0040686082555265795,0.0047315599282121285,0.004605738653804049,0.0048154238096775525
fluid_intelligence,random,bridge,7,0.0017569917788988279,0.00488804330776236,0.0025629780119862887,0.005642230602013867,0.004405717370991537,0.008925157515235533,0.004109216749388726,0.0043396437352448405
fluid_intelligence,random,bridge,8,-0.000896060217246163,0.0056831802268865325,0.00031360763737785225,0.0040400965892063165,0.00439254779650943,0.004108809430891511,0.0023794309633906763,0.006904302196223965
fluid_intelligence,random,bridge,9,0.002059599889852309,0.0019240612647198406,0.0032555367321413196,0.0015484276676224523,0.0053582707057115275,0.003970729493794391,0.0048099437472201275,0.004454994589180862
fluid_intelligence,random,max,0,-0.025316286892606697,0.01494947121595405,-0.028590464332524178,0.01745147581319534,0.014282435068026792,0.006750940262502122,-6.969456705596313e-05,0.005321212846681335
fluid_intelligence,random,max,1,-0.03219706853345185,0.017694115622302723,-0.03621004558228793,0.016439365966645737,0.017196669654971214,0.004468020729137329,0.0014457868996657747,0.009248392972326134
fluid_intelligence,random,max,2,-0.016859138782954648,0.014404751784506772,-0.021405104078720115,0.015096759013018664,0.013416118871323634,0.0018430354860348157,-0.0006258608823006765,0.005222850275018151
fluid_intelligence,random,max,3,-0.014302602269066498,0.01370522410778951,-0.020352859594143874,0.011119013986250615,0.015492891851281634,0.004940073216609783,0.0020380547409863973,0.0046966120112671384
fluid_intelligence,random,max,4,-0.019942139454521446,0.014113238607955431,-0.023310407767232786,0.0115916698542959,0.01527738784859604,0.003810718616344641,0.00048007880626169564,0.009361694396771876
fluid_intelligence,random,max,5,-0.016866447032685247,0.021474098811592797,-0.020040219188146215,0.022587437321945947,0.016076436167892106,0.003526621756032957,-0.0015984524878310924,0.0068093886582791365
fluid_intelligence,random,max,6,-0.024328886114363107,0.016344238262552966,-0.025231182288814137,0.019959819298075877,0.014344459315331303,0.005634377118130763,-0.00041351650850119824,0.0044059431675986995
fluid_intelligence,random,max,7,-0.015405008816590132,0.02111540569061627,-0.019553463611096524,0.023563689457826317,0.015084245594441104,0.007466214597613943,0.0005556237018550407,0.008235831831326368
fluid_intelligence,random,max,8,-0.028237868248430626,0.021368107199268828,-0.0340214680940089,0.018752714803748308,0.014217166980110194,0.0051659496717783235,-0.0006895273030755021,0.005427059761166722
fluid_intelligence,random,max,9,-0.023583550464219703,0.019742702909471607,-0.027324207091516017,0.02089373113162058,0.01532196506202895,0.0023526287200722707,0.002336660940069226,0.0066866732475248025
fluid_intelligence,random,mean,0,-0.02226559488160356,0.012992591385475602,-0.018143572647820717,0.011479264589117464,0.009710019215931478,0.00768470848094369,-0.01526573009866419,0.00558974955116648
fluid_intelligence,random,mean,1,-0.032853932308246715,0.02245901304471774,-0.032162407990575445,0.02577002089873251,0.013166449673058342,0.004473657847537865,-0.01185308291559408,0.006824816697563073
fluid_intelligence,random,mean,2,-0.01320504629423912,0.01726551173317234,-0.008187722535072139,0.017565249404887833,0.008180529861594583,0.0032939389807031946,-0.014702217691669364,0.006274232770150931
fluid_intelligence,random,mean,3,-0.009074869686197171,0.016336210451738338,-0.006421970863446902,0.01744891265320359,0.010828613225272215,0.0038253764546310473,-0.01180681838473757,0.004590879139909172
fluid_intelligence,random,mean,4,-0.017724482117781812,0.01902259220743806,-0.013099442776869297,0.016924828932642955,0.010676432767693235,0.004174830653031247,-0.01419229583903045,0.009525472711810205
fluid_intelligence,random,mean,5,-0.01622643654859694,0.020217065843366123,-0.014074580062986064,0.018819271694962,0.011008117888722305,0.005344748610924037,-0.013779860025247535,0.007062025545249483
fluid_intelligence,random,mean,6,-0.02531530757897304,0.01413709532852249,-0.019512777157199998,0.013977361179382745,0.009378678680175829,0.006044821725438558,-0.013678142257840078,0.003811048326636213
fluid_intelligence,random,mean,7,-0.015270438529617463,0.019552927341365656,-0.013567160537385683,0.0198852511487146,0.010146088750490528,0.005627734263985184,-0.013447232852413601,0.007971123627700848
fluid_intelligence,random,mean,8,-0.028358557693273324,0.023429881076390338,-0.026861496472846212,0.022339771435700467,0.009379431598265186,0.005741895474693114,-0.013813047969597762,0.009877689453486136
fluid_intelligence,random,mean,9,-0.022349756625514104,0.020549114010187837,-0.016433075874548224,0.021409634789330795,0.009963844093930002,0.002383636382239336,-0.01060181349433236,0.009382160689356591
fluid_intelligence,random,prod,0,-0.020530280196794044,0.01315184369260581,-0.01546346369769935,0.010030704773391613,0.0077023992867242515,0.00781782412433707,-0.020108430933564996,0.005569704866650183
fluid_intelligence,random,prod,1,-0.030176769284437806,0.02040068445456726,-0.029141273540740077,0.026687415858759066,0.011007982792587032,0.005061323920825983,-0.016827786919483077,0.005185877045787564
fluid_intelligence,random,prod,2,-0.012715913025270401,0.01672023499585567,-0.0054825791430127314,0.01639113069682437,0.006022115078753618,0.004706354273328852,-0.018926132728257775,0.0061802241805049745
fluid_intelligence,random,prod,3,-0.009320806361816137,0.015717900873249303,-0.002957251327398825,0.018713738971497165,0.008544828080368452,0.00370629213089561,-0.01599545622090264,0.003871508587169979
fluid_intelligence,random,prod,4,-0.016272084574675064,0.019177905377680382,-0.012086162426811837,0.017772825785675714,0.00854066030791054,0.0053224334843775395,-0.018889187595786908,0.009891693423644477
fluid_intelligence,random,prod,5,-0.01549219776480866,0.017905929552402264,-0.013432446501999767,0.01800246741574445,0.008416706635972845,0.006007036783420136,-0.017205893298501352,0.007779227535285651
fluid_intelligence,random,prod,6,-0.02334438234498449,0.012693729386454274,-0.018768717162729327,0.014108941901382335,0.007269797742653368,0.005775611385578813,-0.017761845839962202,0.004885523457489062
fluid_intelligence,random,prod,7,-0.015161385388355283,0.016804668662174983,-0.01381730280732057,0.017852802818642165,0.007862984548374129,0.005261746116634914,-0.01756710642690038,0.006969511025884848
fluid_intelligence,random,prod,8,-0.02650633495883381,0.02093780986090231,-0.023922575632149123,0.02094240275630044,0.00714201609595429,0.005656349685240014,-0.01772107239994552,0.011318024122911913
fluid_intelligence,random,prod,9,-0.021987084485541236,0.018980636153761072,-0.015984648137106133,0.020162354104715584,0.0073125162712507855,0.0032232187528566845,-0.014493601549267376,0.009699987929615619
fluid_intelligence,shuffled,bridge,0,-0.039637364009943894,0.021677948753353205,-0.03791626946627376,0.02311695466112764,0.011325060530494275,0.004773736467817309,-0.008690213313822841,0.0029322285695609343
fluid_intelligence,shuffled,bridge,1,-0.0435876461869324,0.013171830743211713,-0.04157707713074068,0.010807223105500736,0.011777163327406415,0.0038688574500349545,-0.010249639928903967,0.006755370954787976
fluid_intelligence,shuffled,bridge,2,-0.04220922488037696,0.013875202748055844,-0.0387061423333576,0.014085502344726082,0.011957781666372388,0.00343687657880426,-0.007414723838572746,0.004188945076465442
fluid_intelligence,shuffled,bridge,3,-0.04108132739232212,0.01260438872048533,-0.03975551680323654,0.013155996444586213,0.013216746599555467,0.0035354445265317605,-0.006489746225959975,0.008839962529567624
fluid_intelligence,shuffled,bridge,4,-0.03403216452432321,0.012621102582975255,-0.03239534571728782,0.009693227214375391,0.012076339808734793,0.005465318333538095,-0.01182777042040535,0.006643242701793189
fluid_intelligence,shuffled,bridge,5,-0.03904193713701486,0.006229696748746294,-0.03715682932347884,0.005246608470841014,0.013988935787534707,0.004154932933664542,-0.010738851338089644,0.004244793370597166
fluid_intelligence,shuffled,bridge,6,-0.04611553230123069,0.006406938787472177,-0.041426849449844934,0.0063924001720485155,0.013020651985298958,0.0026268046192754945,-0.006279053872601375,0.008477327570611608
fluid_intelligence,shuffled,bridge,7,-0.03941358609916635,0.008233956445909402,-0.03755542257811541,0.00674652161180507,0.011433095086227262,0.00370976859232143,-0.00851383601638631,0.0025073747368492367
fluid_intelligence,shuffled,bridge,8,-0.05386053610593653,0.008222285674827997,-0.05084421645884622,0.009092350452141355,0.010206855055417303,0.005256990187753285,-0.01195747315886864,0.002831928458242772
fluid_intelligence,shuffled,bridge,9,-0.04271748064929192,0.014049328031641476,-0.03954533712389907,0.01412235319172957,0.013149510724529176,0.002434694624698161,-0.009061803984888232,0.006356358508817415
fluid_intelligence,shuffled,max,0,-0.04174716578385983,0.029427660053512626,-0.03991583500444677,0.030838606042600438,0.02329157947218157,0.0035605200972855145,-0.002697615960741707,0.004728059899888454
fluid_intelligence,shuffled,max,1,-0.049482721965729545,0.020282675924740614,-0.04595222017869819,0.016462872086083886,0.024164702459849682,0.004718206111770043,-0.004771305758863019,0.00872448386700095
