target,prior_type,lifting,modality,metric,value,seed,fold
fluid_intelligence,random,bridge,FC,marginal_pearson,-0.0017948939617145224,0,4
fluid_intelligence,random,bridge,SC,marginal_pearson,-0.00723335296833723,0,4
fluid_intelligence,matched,prod,FC,marginal_pearson,0.01937437145806061,1,0
fluid_intelligence,matched,prod,SC,marginal_pearson,0.038353592298637454,1,0
fluid_intelligence,unrelated,prod,FC,marginal_pearson,0.12304943192267451,1,0
fluid_intelligence,unrelated,prod,SC,marginal_pearson,0.009862684016333053,1,0
fluid_intelligence,shuffled,prod,FC,marginal_pearson,-0.05616897391576998,1,0
fluid_intelligence,shuffled,prod,SC,marginal_pearson,-0.027361547120955003,1,0
fluid_intelligence,random,prod,FC,marginal_pearson,-0.03885898134886881,1,0
fluid_intelligence,random,prod,SC,marginal_pearson,0.007588808767298189,1,0
fluid_intelligence,matched,mean,FC,marginal_pearson,0.03940824558400014,1,0
fluid_intelligence,matched,mean,SC,marginal_pearson,0.035986075386799384,1,0
fluid_intelligence,unrelated,mean,FC,marginal_pearson,0.15435126223224446,1,0
fluid_intelligence,unrelated,mean,SC,marginal_pearson,0.019920018337449257,1,0
fluid_intelligence,shuffled,mean,FC,marginal_pearson,-0.06873805181652216,1,0
fluid_intelligence,shuffled,mean,SC,marginal_pearson,-0.04045179363573208,1,0
fluid_intelligence,random,mean,FC,marginal_pearson,-0.04450503364736532,1,0
fluid_intelligence,random,mean,SC,marginal_pearson,0.010574817818664916,1,0
fluid_intelligence,matched,max,FC,marginal_pearson,0.04773525888852048,1,0
fluid_intelligence,matched,max,SC,marginal_pearson,0.023346739596174157,1,0
fluid_intelligence,unrelated,max,FC,marginal_pearson,0.14161056501087266,1,0
fluid_intelligence,unrelated,max,SC,marginal_pearson,0.024753132665509825,1,0
fluid_intelligence,shuffled,max,FC,marginal_pearson,-0.053570277581311825,1,0
fluid_intelligence,shuffled,max,SC,marginal_pearson,-0.036677491687072905,1,0
fluid_intelligence,random,max,FC,marginal_pearson,-0.05196016176302663,1,0
fluid_intelligence,random,max,SC,marginal_pearson,0.010031280411114583,1,0
fluid_intelligence,matched,bridge,FC,marginal_pearson,0.046757082925876096,1,0
fluid_intelligence,matched,bridge,SC,marginal_pearson,0.012584041427877635,1,0
fluid_intelligence,unrelated,bridge,FC,marginal_pearson,0.12400509010516661,1,0
fluid_intelligence,unrelated,bridge,SC,marginal_pearson,0.023637232391874617,1,0
fluid_intelligence,shuffled,bridge,FC,marginal_pearson,-0.048946385087638225,1,0
fluid_intelligence,shuffled,bridge,SC,marginal_pearson,-0.03710228911218724,1,0
fluid_intelligence,random,bridge,FC,marginal_pearson,-0.008311939524924001,1,0
fluid_intelligence,random,bridge,SC,marginal_pearson,0.006120715217112488,1,0
fluid_intelligence,matched,prod,FC,marginal_pearson,0.15219366185128255,1,1
fluid_intelligence,matched,prod,SC,marginal_pearson,0.03646018517290914,1,1
fluid_intelligence,unrelated,prod,FC,marginal_pearson,0.19526816094612232,1,1
fluid_intelligence,unrelated,prod,SC,marginal_pearson,0.001822331864170277,1,1
fluid_intelligence,shuffled,prod,FC,marginal_pearson,-0.028143775908422805,1,1
fluid_intelligence,shuffled,prod,SC,marginal_pearson,-0.03292046949844371,1,1
fluid_intelligence,random,prod,FC,marginal_pearson,-0.015469960026066147,1,1
fluid_intelligence,random,prod,SC,marginal_pearson,0.009909462427587175,1,1
fluid_intelligence,matched,mean,FC,marginal_pearson,0.19183719593374157,1,1
fluid_intelligence,matched,mean,SC,marginal_pearson,0.031456079884541695,1,1
fluid_intelligence,unrelated,mean,FC,marginal_pearson,0.23888680132655057,1,1
fluid_intelligence,unrelated,mean,SC,marginal_pearson,0.008638990639543423,1,1
fluid_intelligence,shuffled,mean,FC,marginal_pearson,-0.0356593847313002,1,1
fluid_intelligence,shuffled,mean,SC,marginal_pearson,-0.040793565636114665,1,1
fluid_intelligence,random,mean,FC,marginal_pearson,-0.017998879774386762,1,1
fluid_intelligence,random,mean,SC,marginal_pearson,0.012982099000702827,1,1
fluid_intelligence,matched,max,FC,marginal_pearson,0.17158954237288954,1,1
fluid_intelligence,matched,max,SC,marginal_pearson,0.025896701987848603,1,1
fluid_intelligence,unrelated,max,FC,marginal_pearson,0.2108010457807245,1,1
fluid_intelligence,unrelated,max,SC,marginal_pearson,0.020046330250266066,1,1
fluid_intelligence,shuffled,max,FC,marginal_pearson,-0.011272789842391788,1,1
fluid_intelligence,shuffled,max,SC,marginal_pearson,-0.036027989853812475,1,1
fluid_intelligence,random,max,FC,marginal_pearson,-0.03218940202298759,1,1
fluid_intelligence,random,max,SC,marginal_pearson,0.011446458440704079,1,1
fluid_intelligence,matched,bridge,FC,marginal_pearson,0.14325513823157493,1,1
fluid_intelligence,matched,bridge,SC,marginal_pearson,0.006722974186496786,1,1
fluid_intelligence,unrelated,bridge,FC,marginal_pearson,0.18579775378666727,1,1
fluid_intelligence,unrelated,bridge,SC,marginal_pearson,0.013365284531678477,1,1
fluid_intelligence,shuffled,bridge,FC,marginal_pearson,-0.026842328816988753,1,1
fluid_intelligence,shuffled,bridge,SC,marginal_pearson,-0.029651001527482915,1,1
fluid_intelligence,random,bridge,FC,marginal_pearson,-0.003980516495051965,1,1
fluid_intelligence,random,bridge,SC,marginal_pearson,0.006018787813404866,1,1
fluid_intelligence,matched,prod,FC,marginal_pearson,0.008170983823450847,1,2
fluid_intelligence,matched,prod,SC,marginal_pearson,0.001023432974286238,1,2
fluid_intelligence,unrelated,prod,FC,marginal_pearson,0.02760118110881423,1,2
fluid_intelligence,unrelated,prod,SC,marginal_pearson,-0.029178525226982315,1,2
fluid_intelligence,shuffled,prod,FC,marginal_pearson,-0.08230479110872396,1,2
fluid_intelligence,shuffled,prod,SC,marginal_pearson,-0.03931536459824046,1,2
fluid_intelligence,random,prod,FC,marginal_pearson,-0.10044545121709117,1,2
fluid_intelligence,random,prod,SC,marginal_pearson,-0.013643758727659423,1,2
fluid_intelligence,matched,mean,FC,marginal_pearson,-0.0036769155465981814,1,2
fluid_intelligence,matched,mean,SC,marginal_pearson,0.001844699412498178,1,2
fluid_intelligence,unrelated,mean,FC,marginal_pearson,-0.0030242915584070868,1,2
fluid_intelligence,unrelated,mean,SC,marginal_pearson,-0.019060945854429148,1,2
fluid_intelligence,shuffled,mean,FC,marginal_pearson,-0.10018758355687382,1,2
fluid_intelligence,shuffled,mean,SC,marginal_pearson,-0.05707411788272217,1,2
fluid_intelligence,random,mean,FC,marginal_pearson,-0.10963452064058771,1,2
fluid_intelligence,random,mean,SC,marginal_pearson,-0.015315882582077639,1,2
fluid_intelligence,matched,max,FC,marginal_pearson,-0.013440578845833301,1,2
fluid_intelligence,matched,max,SC,marginal_pearson,-0.0014085765831413216,1,2
fluid_intelligence,unrelated,max,FC,marginal_pearson,-0.009431747650075971,1,2
fluid_intelligence,unrelated,max,SC,marginal_pearson,-0.004582506673924912,1,2
fluid_intelligence,shuffled,max,FC,marginal_pearson,-0.09225865430317562,1,2
fluid_intelligence,shuffled,max,SC,marginal_pearson,-0.05565061815450676,1,2
fluid_intelligence,random,max,FC,marginal_pearson,-0.09157774958712916,1,2
fluid_intelligence,random,max,SC,marginal_pearson,-0.019216496436521235,1,2
fluid_intelligence,matched,bridge,FC,marginal_pearson,-0.018905693186363346,1,2
fluid_intelligence,matched,bridge,SC,marginal_pearson,0.0020188815210061407,1,2
fluid_intelligence,unrelated,bridge,FC,marginal_pearson,-0.04050119500277837,1,2
fluid_intelligence,unrelated,bridge,SC,marginal_pearson,0.002424540203018368,1,2
fluid_intelligence,shuffled,bridge,FC,marginal_pearson,-0.07070382557576,1,2
fluid_intelligence,shuffled,bridge,SC,marginal_pearson,-0.05131275483991507,1,2
fluid_intelligence,random,bridge,FC,marginal_pearson,-0.00857772525801017,1,2
fluid_intelligence,random,bridge,SC,marginal_pearson,-0.002177512317234636,1,2
fluid_intelligence,matched,prod,FC,marginal_pearson,0.09370579893904896,1,3
fluid_intelligence,matched,prod,SC,marginal_pearson,0.04192744899585776,1,3
fluid_intelligence,unrelated,prod,FC,marginal_pearson,0.15670637963896225,1,3
fluid_intelligence,unrelated,prod,SC,marginal_pearson,0.021126083568616498,1,3
fluid_intelligence,shuffled,prod,FC,marginal_pearson,-0.07550262070043547,1,3
