target,prior_type,lifting,seed,fold,marginal_pearson,marginal_spearman,ridge_pearson,ridge_spearman,ridge_alpha,n_train,n_val,n_test
fluid_intelligence,shuffled,mean,2,0,-0.07864174548936786,-0.07155458554254496,0.03648788156763446,-0.0017885402833368498,1000.0,279,50,83
fluid_intelligence,random,mean,2,0,-0.0337240439603808,-0.030815825069325176,0.0036777121475938053,-0.009546822137769514,1000.0,279,50,83
fluid_intelligence,matched,max,2,0,0.027896469740811496,0.02556162112034769,-0.03456383863557423,-0.05223068632768247,1000.0,279,50,83
fluid_intelligence,unrelated,max,2,0,0.05073478709636529,0.05021765283891093,-0.02422722110906571,-0.07283266635021146,1000.0,279,50,83
fluid_intelligence,shuffled,max,2,0,-0.0664511814657933,-0.0615274637029744,0.0312874923703771,-0.0010268752923805135,1000.0,279,50,83
fluid_intelligence,random,max,2,0,-0.032341834078548515,-0.033585347631565544,0.0105429246793344,-0.0004165020096392655,1000.0,279,50,83
fluid_intelligence,matched,bridge,2,0,0.015839395258937964,0.013917623785164052,-0.03175962908079187,-0.045413818866288584,1000.0,279,50,83
fluid_intelligence,unrelated,bridge,2,0,0.03309098728775846,0.03448903738182739,-0.021873087990690432,-0.06879613790927105,1000.0,279,50,83
fluid_intelligence,shuffled,bridge,2,0,-0.05303631495533605,-0.0487098984283673,0.016478496482096133,-0.007799611063096335,1000.0,279,50,83
fluid_intelligence,random,bridge,2,0,0.0015913427139118445,0.004437921873945403,0.006306213876571305,-0.0005262364801552025,1000.0,279,50,83
fluid_intelligence,matched,prod,2,1,0.0870666630493488,0.08779580513814726,-0.026481097704578113,-0.02279263486673563,1000.0,279,50,83
fluid_intelligence,unrelated,prod,2,1,0.10165532635398242,0.10585721408405566,-0.029450693101171085,-0.07511542528497211,1000.0,279,50,83
fluid_intelligence,shuffled,prod,2,1,-0.028476024451347833,-0.04915622497629045,0.03060491235680624,0.0030164473778421684,1000.0,279,50,83
fluid_intelligence,random,prod,2,1,0.006459593749988683,0.012995283603067436,0.004586731196577412,-0.022477627182764363,1000.0,279,50,83
fluid_intelligence,matched,mean,2,1,0.09719660114728329,0.08307835430139925,-0.03704991430929232,-0.036648306114127734,1000.0,279,50,83
fluid_intelligence,unrelated,mean,2,1,0.12315121347256155,0.10598840349959367,-0.030663990303580527,-0.0616254621844087,1000.0,279,50,83
fluid_intelligence,shuffled,mean,2,1,-0.035328365696358346,-0.027902150486322618,0.031105877698877463,-0.00414919100562162,1000.0,279,50,83
