edge_idx,roi_i,roi_j,lor_mean,lor_sd,delta_pmi,pmi_fluid,pmi_background
773,6,105,0.0,0.0,-5.479943414241136,-6.334978721854718,-0.8550353076135817
774,6,106,0.0,0.0,1.7648904400523544,0.0,-1.7648904400523544
775,6,107,0.0,0.0,0.820510643316114,0.0,-0.820510643316114
776,6,108,0.0,0.0,1.3445012959952114,0.0,-1.3445012959952114
777,6,109,0.0,0.0,1.7649787855309302,0.0,-1.7649787855309302
778,6,110,-0.05561555665131357,0.2487203305576555,2.647690724146775,0.0,-2.647690724146775
779,6,111,0.0,0.0,3.1441096602380663,0.0,-3.1441096602380663
780,6,112,-0.05561555665131357,0.2487203305576555,-3.6749812472648986,-5.239906526790975,-1.5649252795260762
781,6,113,0.0,0.0,1.1170968490251343,0.0,-1.1170968490251343
782,6,114,1.0566955763749575,0.2487203305576554,5.614524689949416,3.594724301411182,-2.019800388538234
783,6,115,0.0,0.0,1.1170306339531304,0.0,-1.1170306339531304
784,7,8,-0.05561555665131357,0.2487203305576555,-5.021607202858069,-7.027238917375584,-2.005631714517514
785,7,9,0.0,0.0,-4.1150088366504765,-6.334978721854718,-2.219969885204241
786,7,10,-0.11123111330262714,0.34236214298047946,-2.39835208209666,-7.432408188886205,-5.034056106789545
787,7,11,-0.11123111330262714,0.34236214298047934,-2.932909454173796,-7.719942310213005,-4.787032856039209
788,7,12,1.1123111330262712,2.278129578503827e-16,6.470399922236812,1.245756271047942,-5.224643651188869
789,7,13,1.0566955763749575,0.2487203305576554,6.888080961001923,2.497885196775928,-4.390195764225995
790,7,14,0.0,0.0,4.880753190986143,0.0,-4.880753190986143
791,7,15,-0.1668466699539407,0.40749245678960794,-4.857055773666823,-7.027238917375584,-2.170183143708761
792,7,16,0.0,0.0,-3.85654006500592,-7.432408188886205,-3.575868123880285
793,7,17,1.1123111330262712,2.278129578503827e-16,5.855147875414723,2.497885196775928,-3.3572626786387945
794,7,18,-0.05561555665131357,0.2487203305576555,-0.6526995400864006,-6.334978721854718,-5.682279181768317
795,7,19,-0.35992907670421426,0.5746877950472472,2.2275680581723423,0.0,-2.2275680581723423
796,7,20,1.1123111330262712,2.278129578503827e-16,5.731146086243621,2.497885196775928,-3.233260889467693
797,7,21,-0.05561555665131357,0.2487203305576555,1.7294696091813002,0.0,-1.7294696091813002
798,7,22,-0.1668466699539407,0.40749245678960794,-5.573661143123547,-7.027238917375584,-1.4535777742520366
799,7,23,0.0,0.0,-4.04586008633027,-6.334978721854718,-2.289118635524448
800,7,24,0.0,0.0,-1.894972530767265,-6.334978721854718,-4.440006191087453
801,7,25,0.0,0.0,-5.504114858207059,-7.027238917375584,-1.5231240591685251
802,7,26,-0.05561555665131357,0.2487203305576555,1.654269768648735,0.0,-1.654269768648735
803,7,27,-0.05561555665131357,0.2487203305576555,1.1303785376949087,0.0,-1.1303785376949087
804,7,28,-0.05561555665131357,0.2487203305576555,-3.4394979420628493,-7.432408188886205,-3.9929102468233557
805,7,29,-0.11123111330262714,0.34236214298047946,-3.1879763425237044,-7.027238917375584,-3.8392625748518796
806,7,30,0.0,0.0,-2.4532816386668683,-6.334978721854718,-3.8816970831878495
807,7,31,-0.1668466699539407,0.40749245678960794,-4.233640570601164,-6.334978721854718,-2.1013381512535534
808,7,32,0.0,0.0,3.5993106575217952,0.0,-3.5993106575217952
809,7,33,1.0566955763749575,0.2487203305576554,4.483265835431151,2.497885196775928,-1.9853806386552233
810,7,34,-0.1668466699539407,0.40749245678960794,-3.5856813354042325,-6.334978721854718,-2.7492973864504853
811,7,35,0.0,0.0,-3.611280130473399,-6.334978721854718,-2.7236985913813188
812,7,36,-0.11123111330262714,0.34236214298047934,3.9628794395117866,0.0,-3.9628794395117866
813,7,37,-0.11123111330262714,0.34236214298047946,-3.826533115213796,-6.334978721854718,-2.508445606640922
814,7,38,0.0,0.0,4.509116203084312,0.0,-4.509116203084312
815,7,39,-0.05561555665131357,0.2487203305576555,-3.7458678578157842,-7.027238917375584,-3.2813710595598
816,7,40,-0.05561555665131357,0.2487203305576555,-2.0922790009001497,-7.719942310213005,-5.627663309312855
817,7,41,0.0,0.0,-1.5219715651077355,-7.027238917375584,-5.505267352267849
818,7,42,-0.11123111330262714,0.34236214298047946,-2.876120457158909,-6.334978721854718,-3.4588582646958086
819,7,43,0.0,0.0,3.8468741463421323,0.0,-3.8468741463421323
820,7,44,0.0,0.0,2.467625408036609,0.0,-2.467625408036609
821,7,45,0.0,0.0,-5.47431207788967,-7.432408188886205,-1.9580961109965351
822,7,46,-0.1668466699539407,0.40749245678960794,2.0321010554547714,0.0,-2.0321010554547714
823,7,47,0.0,0.0,-2.4881340936323975,-6.334978721854718,-3.8468446282223203
824,7,48,-0.11123111330262714,0.3423621429804794,-4.484272334970649,-7.027238917375584,-2.5429665824049343
825,7,49,-0.05561555665131357,0.24872033055765544,3.7017767894469005,0.0,-3.7017767894469005
826,7,50,-0.27807778325656785,0.4941571885252921,3.043603422476941,0.0,-3.043603422476941
827,7,51,-0.05561555665131357,0.2487203305576555,-4.794125464569293,-7.027238917375584,-2.233113452806291
828,7,52,-0.05561555665131357,0.2487203305576555,-3.473470799872252,-7.719942310213005,-4.246471510340753
829,7,53,0.0,0.0,-2.110768176045582,-7.432408188886205,-5.321640012840623
830,7,54,-0.11123111330262714,0.34236214298047946,-1.9952888791258472,-6.334978721854718,-4.339689842728871
831,7,55,-0.11123111330262714,0.34236214298047946,-2.718820253264586,-7.027238917375584,-4.308418664110998
832,7,56,-0.22246222660525428,0.4564828573073058,-2.9992404887663717,-6.334978721854718,-3.335738233088346
833,7,57,-0.1668466699539407,0.40749245678960794,-4.233541148875893,-6.334978721854718,-2.101437572978825
834,7,58,-0.1668466699539407,0.40749245678960794,-3.8690583066503565,-7.942997080344109,-4.073938773693753
835,7,59,0.0,0.0,-2.332479125077719,-7.719942310213005,-5.387463185135286
836,7,60,-0.27807778325656785,0.4941571885252923,-5.444139303940172,-8.27936784310357,-2.835228539163398
837,7,61,-0.3043135200529007,0.551393619672634,-4.460756318378974,-7.432408188886205,-2.9716518705072312
838,7,62,0.0,0.0,-2.745416655916946,-7.027238917375584,-4.281822261458638
839,7,63,-0.11123111330262714,0.3423621429804794,-3.168253668104055,-7.027238917375584,-3.858985249271529
840,7,64,0.0,0.0,-4.412857097942125,-7.942997080344109,-3.530139982401984
841,7,65,-0.05561555665131357,0.24872033055765547,-4.329615889180972,-7.432408188886205,-3.102792299705233
842,7,66,-0.1668466699539407,0.40749245678960794,-4.632395542307083,-7.027238917375584,-2.3948433750685014
843,7,67,-0.11123111330262714,0.34236214298047946,-4.998487397169026,-7.719942310213005,-2.721454913043979
844,7,68,1.1123111330262712,2.278129578503827e-16,4.713387315063708,3.1901453922967953,-1.5232419227669123
845,7,69,1.1123111330262712,2.278129578503827e-16,4.069995275880945,2.497885196775928,-1.5721100791050167
846,7,70,-0.05561555665131357,0.2487203305576555,-1.6566725641469393,-6.334978721854718,-4.6783061577077785
847,7,71,-0.05561555665131357,0.2487203305576555,-2.3795380140485616,-7.719942310213005,-5.340404296164444
848,7,72,0.0,0.0,-1.4262320127763912,-7.027238917375584,-5.601006904599193
849,7,73,0.0,0.0,-1.6853551836527618,-7.027238917375584,-5.341883733722822
850,7,74,-0.05561555665131357,0.2487203305576555,-2.933649668215377,-7.027238917375584,-4.093589249160207
851,7,75,-0.11123111330262714,0.34236214298047946,-3.910905167081887,-7.027238917375584,-3.116333750293697
852,7,76,-0.11123111330262714,0.34236214298047946,-2.1895298462038495,-7.432408188886205,-5.2428783426823555
853,7,77,-0.3043135200529007,0.551393619672634,-4.086549653007396,-7.432408188886205,-3.3458585358788087
854,7,78,0.0,0.0,-2.695232098221088,-6.334978721854718,-3.6397466236336298
855,7,79,0.0,0.0,5.085102031355586,0.0,-5.085102031355586
856,7,80,-0.05561555665131357,0.2487203305576555,-0.6152063754979213,-6.334978721854718,-5.719772346356796
857,7,81,-0.11123111330262714,0.34236214298047934,4.555384197646435,0.0,-4.555384197646435
858,7,82,-0.05561555665131357,0.2487203305576555,-3.7506027449049193,-6.334978721854718,-2.5843759769497985
859,7,83,-0.05561555665131357,0.2487203305576555,-3.453983332542631,-6.334978721854718,-2.880995389312087
860,7,84,-0.1930824067502736,0.48170254487270175,-3.2559266705266006,-7.027238917375584,-3.7713122468489835
861,7,85,0.0,0.0,-2.859680900291464,-6.334978721854718,-3.4752978215632537
862,7,86,0.0,0.0,2.1652162754510536,0.0,-2.1652162754510536
863,7,87,1.1123111330262712,2.278129578503827e-16,5.726948870538892,3.1901453922967953,-2.5368034782420965
864,7,88,0.0,0.0,0.2965199906370165,0.0,-0.2965199906370165
865,7,89,-0.05561555665131357,0.2487203305576555,0.4133699812754778,0.0,-0.4133699812754778
866,7,90,-0.1668466699539407,0.4074924567896079,2.4324601048791736,0.0,-2.4324601048791736
867,7,91,0.0,0.0,-1.9988115821822152,-6.334978721854718,-4.336167139672503
868,7,92,0.0,0.0,-5.915051719534375,-7.432408188886205,-1.5173564693518293
869,7,93,0.0,0.0,-4.921361882192567,-6.334978721854718,-1.413616839662151
870,7,94,0.0,0.0,-3.62550964161558,-6.334978721854718,-2.709469080239138
871,7,95,0.0,0.0,1.4481415039596186,0.0,-1.4481415039596186
872,7,96,0.0,0.0,3.069138181275856,0.0,-3.069138181275856
873,7,97,0.0,0.0,2.8966088961908083,0.0,-2.8966088961908083
874,7,98,-0.05561555665131357,0.2487203305576555,-1.6922387258847902,-6.334978721854718,-4.642739995969928
875,7,99,-0.05561555665131357,0.24872033055765547,-2.303372110917837,-7.027238917375584,-4.723866806457747
876,7,100,0.0,0.0,-4.431735642336641,-6.334978721854718,-1.9032430795180766
877,7,101,-0.05561555665131357,0.2487203305576555,-5.55590699120328,-6.334978721854718,-0.7790717306514378
878,7,102,0.0,0.0,1.2063751230757895,0.0,-1.2063751230757895
879,7,103,0.0,0.0,-4.115086127969176,-6.334978721854718,-2.219892593885541
880,7,104,0.0,0.0,1.5864720130187688,0.0,-1.5864720130187688
881,7,105,1.1123111330262712,2.278129578503827e-16,3.1063106873937594,2.092715925265308,-1.0135947621284513
882,7,106,0.0,0.0,1.5374859930822775,0.0,-1.5374859930822775
883,7,107,0.0,0.0,1.2552617212870094,0.0,-1.2552617212870094
884,7,108,0.0,0.0,1.5374859930822775,0.0,-1.5374859930822775
885,7,109,0.0,0.0,1.9032541631372086,0.0,-1.9032541631372086
886,7,110,-0.11123111330262714,0.34236214298047934,2.7501457724527474,0.0,-2.7501457724527474
887,7,111,-0.11123111330262714,0.3423621429804794,2.5776164873677008,0.0,-2.5776164873677008
888,7,112,0.0,0.0,-3.3003319982230623,-6.334978721854718,-3.0346467236316554
889,7,113,0.0,0.0,1.1170306339531304,0.0,-1.1170306339531304
890,7,114,-0.05561555665131357,0.2487203305576555,-4.255839093048447,-7.027238917375584,-2.771399824327137
891,7,115,0.0,0.0,0.8550353076135817,0.0,-0.8550353076135817
892,8,9,0.0,0.0,-4.200100252057448,-5.930399812740331,-1.730299560682883
893,8,10,0.0,0.0,-3.8222692201121333,-7.027238917375584,-3.2049696972634507
894,8,11,0.0,0.0,-4.023621431592357,-7.314699120584546,-3.291077688992189
895,8,12,-0.05561555665131357,0.24872033055765547,-5.99862082001767,-7.874029575713779,-1.8754087556961097
896,8,13,0.0,0.0,-4.209445023571613,-6.622217400129764,-2.412772376558151
897,8,14,-0.05561555665131357,0.24872033055765547,2.4259159441602005,0.0,-2.4259159441602005
898,8,15,-0.05561555665131357,0.2487203305576555,-4.795230579192135,-6.622217400129764,-1.8269868209376288
899,8,16,0.0,0.0,-4.678327355412399,-7.027238917375584,-2.348911561963184
900,8,17,0.0,0.0,-4.629922513107332,-6.622217400129764,-1.9922948870224317
901,8,18,0.0,0.0,-2.6633784611866873,-5.930399812740331,-3.2670213515536433
902,8,19,-0.05561555665131357,0.2487203305576555,2.609881781884064,0.0,-2.609881781884064
903,8,20,0.0,0.0,-4.9811961134975355,-6.622217400129764,-1.641021286632228
904,8,21,0.0,0.0,1.9577702227249638,0.0,-1.9577702227249638
905,8,22,0.0,0.0,-4.822802295779942,-6.622217400129764,-1.7994151043498223
906,8,23,0.0,0.0,-4.585898516745119,-5.930399812740331,-1.3445012959952114
907,8,24,-0.11123111330262714,0.34236214298047934,-4.559506467126562,-5.930399812740331,-1.3708933456137686
908,8,25,0.0,0.0,-5.836231421111118,-6.622217400129764,-0.7859859790186462
909,8,26,0.0,0.0,1.5719719580372924,0.0,-1.5719719580372924
910,8,27,0.0,0.0,0.8550353076135817,0.0,-0.8550353076135817
911,8,28,0.0,0.0,-4.199867116983558,-7.027238917375584,-2.8273718003920263
912,8,29,0.0,0.0,-3.8783708505173173,-6.622217400129764,-2.7438465496124467
913,8,30,0.0,0.0,-3.9582676561016146,-5.930399812740331,-1.972132156638716
914,8,31,0.0,0.0,-4.51678297307818,-5.930399812740331,-1.413616839662151
915,8,32,0.0,0.0,2.4068832346096114,0.0,-2.4068832346096114
916,8,33,0.0,0.0,-5.836231421111118,-6.622217400129764,-0.7859859790186462
917,8,34,-0.05561555665131357,0.2487203305576555,-4.938285569032568,-5.930399812740331,-0.9921142437077624
918,8,35,-0.05561555665131357,0.2487203305576555,-4.938285569032568,-5.930399812740331,-0.9921142437077624
919,8,36,0.0,0.0,2.89615057777523,0.0,-2.89615057777523
920,8,37,-0.05561555665131357,0.2487203305576555,-4.1178411407884585,-5.930399812740331,-1.8125586719518725
921,8,38,0.0,0.0,2.4819762657036653,0.0,-2.4819762657036653
922,8,39,0.0,0.0,-4.48573606875291,-6.622217400129764,-2.1364813313768534
923,8,40,-0.05561555665131357,0.24872033055765547,-4.785467323084743,-7.314699120584546,-2.5292317974998033
924,8,41,-0.05561555665131357,0.2487203305576555,-4.550710335245123,-6.622217400129764,-2.0715070648846416
925,8,42,-0.05561555665131357,0.2487203305576555,-4.097612195332738,-5.930399812740331,-1.8327876174075919
926,8,43,0.0,0.0,1.764912570458926,0.0,-1.764912570458926
927,8,44,-0.05561555665131357,0.2487203305576555,1.0064761776215148,0.0,-1.0064761776215148
928,8,45,0.0,0.0,-5.979257612017389,-7.027238917375584,-1.047981305358195
929,8,46,0.0,0.0,2.09603451671211,0.0,-2.09603451671211
930,8,47,-0.05561555665131357,0.24872033055765547,-4.325016642302815,-5.930399812740331,-1.605383170437515
931,8,48,0.0,0.0,-4.857238614598835,-6.622217400129764,-1.7649787855309298
932,8,49,0.0,0.0,1.972065941566712,0.0,-1.972065941566712
933,8,50,0.0,0.0,3.0259529578093276,0.0,-3.0259529578093276
934,8,51,0.0,0.0,-4.650151458563052,-6.622217400129764,-1.972065941566712
935,8,52,-0.05561555665131357,0.2487203305576555,-4.998207611922835,-7.314699120584546,-2.316491508661711
936,8,53,0.0,0.0,-3.906664610965053,-7.027238917375584,-3.120574306410531
937,8,54,-0.05561555665131357,0.2487203305576555,-3.3407292507789923,-5.930399812740331,-2.5896705619613383
938,8,55,-0.05561555665131357,0.24872033055765547,-4.1472492209610685,-6.622217400129764,-2.4749681791686955
939,8,56,-0.05561555665131357,0.2487203305576555,-3.7664351102542466,-5.930399812740331,-2.163964702486084
940,8,57,-0.05561555665131357,0.2487203305576555,-4.330949868916787,-5.930399812740331,-1.5994499438235439
941,8,58,0.0,0.0,-4.4770111289913785,-7.537709526720757,-3.0606983977293782
942,8,59,0.0,0.0,-4.5251694691085,-7.314699120584546,-2.789529651476047
943,8,60,0.0,0.0,-4.993199699353672,-7.874029575713779,-2.8808298763601075
944,8,61,0.0,0.0,-4.104859952458661,-7.027238917375584,-2.922378964916924
945,8,62,-0.05561555665131357,0.24872033055765547,-4.374708806756454,-6.622217400129764,-2.2475085933733108
946,8,63,0.0,0.0,-4.057045262217015,-6.622217400129764,-2.5651721379127492
947,8,64,0.0,0.0,-4.848535805243873,-7.537709526720757,-2.6891737214768834
948,8,65,-0.05561555665131357,0.24872033055765544,-5.807654011625741,-7.027238917375584,-1.2195849057498434
949,8,66,-0.05561555665131357,0.2487203305576555,-5.54984374173455,-6.622217400129764,-1.0723736583952141
950,8,67,0.0,0.0,-4.763822701513545,-7.314699120584546,-2.5508764190710007
951,8,68,0.0,0.0,-4.669248949504782,-5.930399812740331,-1.2611508632355481
952,8,69,0.0,0.0,-5.539711430474101,-6.622217400129764,-1.0825059696556627
953,8,70,0.0,0.0,-3.433984321804213,-5.930399812740331,-2.4964154909361174
954,8,71,-0.05561555665131357,0.2487203305576555,-4.9779454598138475,-7.314699120584546,-2.3367536607706985
955,8,72,0.0,0.0,-3.4937873379971274,-6.622217400129764,-3.1284300621326366
956,8,73,0.0,0.0,-3.906969675914054,-6.622217400129764,-2.71524772421571
957,8,74,0.0,0.0,-3.720067380668559,-6.622217400129764,-2.902150019461205
958,8,75,0.0,0.0,-4.457012200925407,-6.622217400129764,-2.1652051992043577
959,8,76,1.1123111330262712,2.278129578503827e-16,5.845539595531732,2.497885196775928,-3.347654398755804
960,8,77,0.0,0.0,-3.9869240256525043,-7.027238917375584,-3.04031489172308
961,8,78,0.0,0.0,-3.448478685861973,-5.930399812740331,-2.4819211268783574
962,8,79,0.0,0.0,3.074927901499123,0.0,-3.074927901499123
963,8,80,-0.05561555665131357,0.24872033055765547,-3.3607209655095613,-5.930399812740331,-2.5696788472307692
964,8,81,0.0,0.0,3.166525603697232,0.0,-3.166525603697232
965,8,82,0.0,0.0,-4.165509372687977,-5.930399812740331,-1.7648904400523544
966,8,83,0.0,0.0,-4.427504699027525,-5.930399812740331,-1.502895113712806
967,8,84,-0.05561555665131357,0.2487203305576555,-4.490452242869978,-6.622217400129764,-2.1317651572597867
968,8,85,0.0,0.0,-4.185804533215699,-5.930399812740331,-1.7445952795246313
969,8,86,0.0,0.0,1.379025960292679,0.0,-1.379025960292679
970,8,87,0.0,0.0,-4.145258296825685,-5.930399812740331,-1.7851415159146455
971,8,88,0.0,0.0,0.5239906526790975,0.0,-0.5239906526790975
972,8,89,0.0,0.0,1.0825059696556627,0.0,-1.0825059696556627
973,8,90,-0.11123111330262714,0.3423621429804793,1.5780688471281263,0.0,-1.5780688471281263
974,8,91,0.0,0.0,-3.7999125377264726,-5.930399812740331,-2.130487275013858
975,8,92,0.0,0.0,-6.765243591036035,-7.027238917375584,-0.26199532633954875
976,8,93,0.0,0.0,-5.633879822103314,-5.930399812740331,-0.2965199906370165
977,8,94,0.0,0.0,-4.130896362911933,-5.930399812740331,-1.7995034498283977
978,8,95,0.0,0.0,1.0825059696556627,0.0,-1.0825059696556627
979,8,96,0.0,0.0,1.379025960292679,0.0,-1.379025960292679
980,8,97,0.0,0.0,1.641021286632228,0.0,-1.641021286632228
981,8,98,0.0,0.0,-3.1205528703299894,-5.930399812740331,-2.809846942410341
982,8,99,-0.11123111330262714,0.3423621429804794,-4.482636466932734,-6.622217400129764,-2.1395809331970304
983,8,100,-0.05561555665131357,0.2487203305576555,-5.5170298314648525,-5.930399812740331,-0.4133699812754778
984,8,101,-0.05561555665131357,0.2487203305576555,-5.848140701471341,-5.930399812740331,-0.08225911126898963
985,8,102,0.0,0.0,0.820510643316114,0.0,-0.820510643316114
986,8,103,0.0,0.0,-4.744253635120261,-5.930399812740331,-1.18614617762007
987,8,104,0.0,0.0,0.5585153169765652,0.0,-0.5585153169765652
988,8,105,0.0,0.0,-6.503248264696486,-7.027238917375584,-0.5239906526790975
989,8,106,0.0,0.0,1.0825059696556627,0.0,-1.0825059696556627
990,8,107,0.0,0.0,0.26199532633954875,0.0,-0.26199532633954875
991,8,108,0.0,0.0,0.0,0.0,0.0
992,8,109,0.0,0.0,1.1516215133226022,0.0,-1.1516215133226022
993,8,110,0.0,0.0,2.3032430266452044,0.0,-2.3032430266452044
994,8,111,0.0,0.0,1.7648904400523544,0.0,-1.7648904400523544
995,8,112,0.0,0.0,-4.185804533215699,-5.930399812740331,-1.7445952795246313
996,8,113,0.0,0.0,0.7859859790186462,0.0,-0.7859859790186462
997,8,114,0.0,0.0,-5.208666775539617,-6.622217400129764,-1.413550624590147
998,8,115,-0.05561555665131357,0.2487203305576555,0.3442544376085384,0.0,-0.3442544376085384
999,9,10,-0.05561555665131357,0.2487203305576555,-3.853986968203215,-6.334978721854718,-2.480991753651503
1000,9,11,-0.11123111330262714,0.3423621429804793,-4.516787991933389,-6.622217400129764,-2.1054294081963754
1001,9,12,0.0,0.0,-4.809206239645972,-7.181262820806107,-2.372056581160135
1002,9,13,0.0,0.0,-3.724773419576726,-5.930399812740331,-2.2056263931636044
1003,9,14,0.0,0.0,2.116252385921134,0.0,-2.116252385921134
1004,9,15,0.0,0.0,-3.9035140463484272,-5.930399812740331,-2.0268857663919033
1005,9,16,0.0,0.0,-4.53547527202632,-6.334978721854718,-1.7995034498283977
1006,9,17,-0.05561555665131357,0.24872033055765547,-5.1455051552123585,-5.930399812740331,-0.7848946575279725
1007,9,18,0.0,0.0,-2.145278871190997,-5.239906526790975,-3.094627655599978
1008,9,19,0.0,0.0,2.602645081763546,0.0,-2.602645081763546
1009,9,20,0.0,0.0,-4.496620242694464,-5.930399812740331,-1.4337795700458664
1010,9,21,-0.05561555665131357,0.24872033055765544,1.254109570047311,0.0,-1.254109570047311
1011,9,22,0.0,0.0,-4.482258308780712,-5.930399812740331,-1.4481415039596186
1012,9,23,0.0,0.0,-4.157400557135312,-5.239906526790975,-1.0825059696556627
1013,9,24,0.0,0.0,-3.316500716889183,-5.239906526790975,-1.9234058099017919
1014,9,25,-0.05561555665131357,0.2487203305576555,-5.827911756015622,-5.930399812740331,-0.10248805672470898
1015,9,26,-0.05561555665131357,0.24872033055765544,0.6955280379987421,0.0,-0.6955280379987421
1016,9,27,0.0,0.0,0.9444681422148161,0.0,-0.9444681422148161
1017,9,28,0.0,0.0,-3.680014602831695,-6.334978721854718,-2.6549641190230227
1018,9,29,0.0,0.0,-3.3388178794581904,-5.930399812740331,-2.59158193328214
1019,9,30,0.0,0.0,-3.420262476985433,-5.239906526790975,-1.8196440498055417
1020,9,31,-0.05561555665131357,0.24872033055765544,-4.198872478218725,-5.239906526790975,-1.0410340485722498
1021,9,32,-0.05561555665131357,0.24872033055765547,1.4125696028369092,0.0,-1.4125696028369092
1022,9,33,-0.05561555665131357,0.2487203305576555,-5.5516207108343245,-5.930399812740331,-0.37877910190600617
1023,9,34,-0.05561555665131357,0.2487203305576555,-3.8617068220939865,-5.239906526790975,-1.3781997046969883
1024,9,35,0.0,0.0,-3.9786673180768513,-5.239906526790975,-1.2612392087141235
1025,9,36,-0.11123111330262714,0.3423621429804794,1.771141889693768,0.0,-1.771141889693768
1026,9,37,0.0,0.0,-2.792609485935357,-5.239906526790975,-2.447297040855618
1027,9,38,-0.08185129344764645,0.36605011239044116,1.950957162003559,0.0,-1.950957162003559
1028,9,39,-0.1668466699539407,0.4074924567896079,-5.1535383481659975,-5.930399812740331,-0.7768614645743332
1029,9,40,0.0,0.0,-3.9221654146551614,-6.622217400129764,-2.7000519854746026
1030,9,41,-0.05561555665131357,0.24872033055765547,-3.720367616699426,-5.930399812740331,-2.2100321960409044
1031,9,42,0.0,0.0,-3.6822356729184103,-5.239906526790975,-1.5576708538725645
1032,9,43,0.0,0.0,1.4481415039596186,0.0,-1.4481415039596186
1033,9,44,-0.05561555665131357,0.24872033055765544,0.4682230127539363,0.0,-0.4682230127539363
1034,9,45,0.0,0.0,-4.886903432967103,-6.334978721854718,-1.4480752888876147
1035,9,46,-0.05561555665131357,0.24872033055765544,1.3780670689460133,0.0,-1.3780670689460133
1036,9,47,0.0,0.0,-3.138038205190165,-5.239906526790975,-2.1018683216008096
1037,9,48,0.0,0.0,-4.51678297307818,-5.930399812740331,-1.413616839662151
1038,9,49,-0.05561555665131357,0.24872033055765547,1.337520832555999,0.0,-1.337520832555999
1039,9,50,0.0,0.0,2.7093881003869824,0.0,-2.7093881003869824
1040,9,51,0.0,0.0,-4.482258308780712,-5.930399812740331,-1.4481415039596186
1041,9,52,0.0,0.0,-4.422542675453247,-6.622217400129764,-2.1996747246765174
1042,9,53,0.0,0.0,-3.4070853472938167,-6.334978721854718,-2.927893374560901
1043,9,54,-0.11123111330262714,0.34236214298047934,-3.359047519980414,-5.239906526790975,-1.8808590068105606
1044,9,55,0.0,0.0,-3.517583145909781,-5.930399812740331,-2.4128166668305497
1045,9,56,0.0,0.0,-2.4901341382777975,-5.239906526790975,-2.7497723885131773
1046,9,57,0.0,0.0,-3.198559404760048,-5.239906526790975,-2.0413471220309267
1047,9,58,0.0,0.0,-4.046292327424907,-6.845094820540008,-2.798802493115101
1048,9,59,0.0,0.0,-4.074303797712833,-6.622217400129764,-2.547913602416931
1049,9,60,0.0,0.0,-4.452632509667614,-7.181262820806107,-2.7286303111384926
1050,9,61,0.0,0.0,-3.5304232054685416,-6.334978721854718,-2.804555516386176
1051,9,62,0.0,0.0,-3.1865165661756922,-5.930399812740331,-2.7438832465646383
1052,9,63,-0.11123111330262714,0.34236214298047946,-4.449910902141612,-5.930399812740331,-1.4804889105987185
1053,9,64,-0.05561555665131357,0.24872033055765544,-5.763613957303015,-6.845094820540008,-1.0814808632369928
1054,9,65,-0.1668466699539407,0.4074924567896079,-5.998834768518519,-6.334978721854718,-0.33614395333619934
1055,9,66,0.0,0.0,-4.381641747219399,-5.930399812740331,-1.548758065520931
1056,9,67,0.0,0.0,-4.54052637545829,-6.622217400129764,-2.081691024671474
1057,9,68,0.0,0.0,-4.068056068012654,-5.239906526790975,-1.1718504587783216
1058,9,69,0.0,0.0,-5.040839840829281,-5.930399812740331,-0.8895599719110496
1059,9,70,0.0,0.0,-3.2361640108830314,-5.239906526790975,-2.0037425159079434
1060,9,71,0.0,0.0,-4.001910375548217,-6.622217400129764,-2.620307024581547
1061,9,72,0.0,0.0,-3.316709486447342,-5.930399812740331,-2.6136903262929887
1062,9,73,0.0,0.0,-3.532011500502504,-5.930399812740331,-2.3983883122378264
1063,9,74,0.0,0.0,-3.7593642989461977,-5.930399812740331,-2.171035513794133
1064,9,75,0.0,0.0,-4.744253635120261,-5.930399812740331,-1.18614617762007
1065,9,76,0.0,0.0,-3.256895558373356,-6.334978721854718,-3.0780831634813617
1066,9,77,0.0,0.0,-3.467093686118978,-6.334978721854718,-2.86788503573574
1067,9,78,0.0,0.0,-3.316445578063875,-5.239906526790975,-1.9234609487271002
1068,9,79,-0.05561555665131357,0.24872033055765547,2.1785420266994406,0.0,-2.1785420266994406
1069,9,80,0.0,0.0,-2.5309567343746835,-5.239906526790975,-2.7089497924162913
1070,9,81,0.0,0.0,2.858788877681401,0.0,-2.858788877681401
1071,9,82,0.0,0.0,-3.7512850015133457,-5.239906526790975,-1.4886215252776291
1072,9,83,0.0,0.0,-4.344413328265954,-5.239906526790975,-0.8954931985250205
1073,9,84,0.0,0.0,-3.3276663854982087,-5.930399812740331,-2.602733427242122
1074,9,85,0.0,0.0,-3.6678296543392257,-5.239906526790975,-1.572076872451749
1075,9,86,0.0,0.0,1.1516215133226022,0.0,-1.1516215133226022
1076,9,87,-0.05561555665131357,0.2487203305576555,-4.751502341780207,-5.239906526790975,-0.48840418501076766
1077,9,88,0.0,0.0,0.5239906526790975,0.0,-0.5239906526790975
1078,9,89,0.0,0.0,1.1717842437063175,0.0,-1.1717842437063175
1079,9,90,0.0,0.0,2.095935094986839,0.0,-2.095935094986839
1080,9,91,0.0,0.0,-2.9308627036758073,-5.239906526790975,-2.3090438231151675
1081,9,92,0.0,0.0,-5.514468078538604,-6.334978721854718,-0.820510643316114
1082,9,93,0.0,0.0,-5.239906526790975,-5.239906526790975,0.0
1083,9,94,-0.1668466699539407,0.40749245678960794,-4.276054421492571,-5.239906526790975,-0.9638521052984037
1084,9,95,0.0,0.0,1.730299560682883,0.0,-1.730299560682883
