edge_idx,roi_i,roi_j,fip1_score
668,5,109,0.09873080927524343
669,5,110,0.13590806573336958
670,5,111,0.2349112358617861
671,5,112,0.0
672,5,113,0.053927448928270894
673,5,114,0.0
674,5,115,0.01075825370033687
675,6,7,0.0
676,6,8,0.0
677,6,9,0.0
678,6,10,0.0
679,6,11,0.0
680,6,12,0.0
681,6,13,0.0
682,6,14,0.325471219541837
683,6,15,0.0
684,6,16,0.8418047324597169
685,6,17,0.0
686,6,18,0.0
687,6,19,0.41167342957111847
688,6,20,0.0
689,6,21,0.15905873825308184
690,6,22,0.0
691,6,23,0.0
692,6,24,0.0
693,6,25,0.0
694,6,26,0.07013291969206947
695,6,27,0.09205796837250284
696,6,28,0.0
697,6,29,0.0
698,6,30,0.0
699,6,31,0.627172444026318
700,6,32,0.2908813911888551
701,6,33,0.0
702,6,34,0.0
703,6,35,0.0
704,6,36,0.4205251572992437
705,6,37,0.0
706,6,38,0.40826891890645495
707,6,39,0.5658074278555707
708,6,40,0.0
709,6,41,0.0
710,6,42,0.0
711,6,43,0.3183898373593368
712,6,44,0.2771271681036143
713,6,45,0.0
714,6,46,0.3138958832819808
715,6,47,0.0
716,6,48,0.8434660251537727
717,6,49,0.32056872418472143
718,6,50,0.41017544487866653
719,6,51,0.0
720,6,52,0.8504383544847036
721,6,53,0.7328538805724786
722,6,54,0.0
723,6,55,0.0
724,6,56,0.633790758503274
725,6,57,0.0
726,6,58,0.517351882084027
727,6,59,0.5335855655258437
728,6,60,0.0
729,6,61,0.0
730,6,62,0.0
731,6,63,0.0
732,6,64,0.5772213550440741
733,6,65,0.0
734,6,66,0.0
735,6,67,0.0
736,6,68,0.0
737,6,69,0.0
738,6,70,0.0
739,6,71,0.0
740,6,72,0.6236040828085505
741,6,73,0.8524265344577171
742,6,74,0.0
743,6,75,0.8448820845696726
744,6,76,0.851364218620042
745,6,77,0.0
746,6,78,0.0
747,6,79,0.3941061545414545
748,6,80,0.0
749,6,81,0.42883216332102286
750,6,82,0.0
751,6,83,0.0
752,6,84,0.0
753,6,85,0.0
754,6,86,0.226604229840007
755,6,87,0.0
756,6,88,0.0370410760315396
757,6,89,0.05270182508899201
758,6,90,0.27331411615919116
759,6,91,0.0
760,6,92,0.0
761,6,93,0.0
762,6,94,0.0
763,6,95,0.2368177618339977
764,6,96,0.28039549834169136
765,6,97,0.2599684343537099
766,6,98,0.0
767,6,99,0.0
768,6,100,0.0
769,6,101,0.0
770,6,102,0.11316593449341696
771,6,103,0.0
772,6,104,0.027780807023654704
773,6,105,0.0
774,6,106,0.23000874050467054
775,6,107,0.0836147819241372
776,6,108,0.17322150261808225
777,6,109,0.23096200349077636
778,6,110,0.3134873420022212
779,6,111,0.35284348528573206
780,6,112,0.0
781,6,113,0.1301884878167348
782,6,114,0.7226959601072733
783,6,115,0.1296437661103886
784,7,8,0.0
785,7,9,0.0
786,7,10,0.0
787,7,11,0.0
788,7,12,0.8322986876221758
789,7,13,0.720651626053974
790,7,14,0.445173814511408
791,7,15,0.0
792,7,16,0.0
793,7,17,0.8279959829486915
794,7,18,0.0
795,7,19,0.2742673791452969
796,7,20,0.7366414325963857
797,7,21,0.22428916258803577
798,7,22,0.0
799,7,23,0.0
800,7,24,0.0
801,7,25,0.0
802,7,26,0.21775250211188174
803,7,27,0.13195883336235983
804,7,28,0.0
805,7,29,0.0
806,7,30,0.0
807,7,31,0.0
808,7,32,0.3798072097498675
809,7,33,0.6761219829389256
810,7,34,0.0
811,7,35,0.0
812,7,36,0.4018684388568874
813,7,37,0.0
814,7,38,0.42869598289443633
815,7,39,0.0
816,7,40,0.0
817,7,41,0.0
818,7,42,0.0
819,7,43,0.395740319660493
820,7,44,0.2975542320915957
821,7,45,0.0
822,7,46,0.25547448027635405
823,7,47,0.0
824,7,48,0.0
825,7,49,0.38443734425380993
826,7,50,0.3433108554246741
827,7,51,0.0
828,7,52,0.0
829,7,53,0.0
830,7,54,0.0
831,7,55,0.0
832,7,56,0.0
833,7,57,0.0
834,7,58,0.0
835,7,59,0.0
836,7,60,0.0
837,7,61,0.0
838,7,62,0.0
839,7,63,0.0
840,7,64,0.0
841,7,65,0.0
842,7,66,0.0
843,7,67,0.0
844,7,68,0.711666430656764
845,7,69,0.6795004511315725
846,7,70,0.0
847,7,71,0.0
848,7,72,0.0
849,7,73,0.0
850,7,74,0.0
851,7,75,0.0
