prior_type,lambda,pearson_mean,rmse_mean,mae_mean,alignment_mean
edge,0.001,0.10107190617256695,4.9904805819193525,4.174769851896498,0.17012058860725826
edge,0.01,0.1423045756916205,4.979353215959337,4.144352277119954,0.753883977731069
edge,0.05,0.14455756710635292,4.983263969421387,4.187094555960761,0.769654757446713
