target,seed,fold,model_id,prior_type,pearson,rmse,mae,n_train,n_val,n_test,selected_lambda_fc,selected_lambda_sc,selected_lambda_l,selected_gamma,selected_lifting
working_memory,0,3,A2_fc_laplacian,matched,0.23495572958515495,11.213891698225735,9.387378470140835,280,50,82,10.0,10.0,1.0,0.0,prod
working_memory,0,3,A2_fc_laplacian,random,0.23544041723326076,11.213129538951135,9.387096240013014,280,50,82,10.0,10.0,1.0,0.0,prod
working_memory,0,3,A3_msancr,matched,0.2961205622177887,11.082485386284532,9.314245602224682,280,50,82,10.0,10.0,1.0,1.0,prod
working_memory,0,3,A3_msancr,random,0.3243026352427118,11.043947933792845,9.264433135692022,280,50,82,10.0,10.0,1.0,1.0,prod
working_memory,0,3,A4_modality_ridge,matched,0.2365835334508069,11.211444294319232,9.385893221796017,280,50,82,10.0,10.0,0.0,0.0,none
working_memory,0,3,A4_modality_ridge,random,0.2365835334508069,11.211444294319232,9.385893221796017,280,50,82,10.0,10.0,0.0,0.0,none
working_memory,0,4,A0_ridge,matched,0.2352727282978751,13.656132238287125,11.291216506337447,280,50,82,10.0,10.0,0.0,0.0,none
working_memory,0,4,A0_ridge,random,0.2352727282978751,13.656132238287125,11.291216506337447,280,50,82,10.0,10.0,0.0,0.0,none
working_memory,0,4,A1_aniso_ridge,matched,0.203074307029698,14.467010280575733,11.643619418564809,280,50,82,0.1,1.0,0.0,1.0,prod
working_memory,0,4,A1_aniso_ridge,random,0.2647030022156438,13.676216373878924,11.041094896581823,280,50,82,0.1,0.1,0.0,1.0,prod
working_memory,0,4,A2_fc_laplacian,matched,0.3555040041214591,12.78167784830311,10.681666126942368,280,50,82,0.1,1.0,1.0,0.0,prod
working_memory,0,4,A2_fc_laplacian,random,0.3584171036090099,12.803687833006443,10.61790268270741,280,50,82,0.1,10.0,1.0,0.0,prod
working_memory,0,4,A3_msancr,matched,0.3484925799054218,12.832018167080705,10.687718101728347,280,50,82,0.1,1.0,1.0,1.0,prod
working_memory,0,4,A3_msancr,random,0.34734485916421565,12.883679761628489,10.68661584172227,280,50,82,0.1,10.0,1.0,1.0,prod
working_memory,0,4,A4_modality_ridge,matched,0.34236295259750804,12.873265778814748,10.73495876371968,280,50,82,0.1,1.0,0.0,0.0,none
working_memory,0,4,A4_modality_ridge,random,0.34236295259750804,12.873265778814748,10.73495876371968,280,50,82,0.1,1.0,0.0,0.0,none
working_memory,1,0,A0_ridge,matched,0.4755140225173949,10.005245134839944,8.329223751846017,279,50,83,10.0,10.0,0.0,0.0,none
working_memory,1,0,A0_ridge,random,0.4755140225173949,10.005245134839944,8.329223751846017,279,50,83,10.0,10.0,0.0,0.0,none
working_memory,1,0,A1_aniso_ridge,matched,0.33651501948753404,10.585801701042245,8.776046610320412,279,50,83,10.0,0.1,0.0,1.0,prod
working_memory,1,0,A1_aniso_ridge,random,0.34748098073140576,10.53766744109269,8.75615201543155,279,50,83,10.0,0.1,0.0,1.0,prod
working_memory,1,0,A2_fc_laplacian,matched,0.35915279234370623,10.496750583035162,8.761576992642992,279,50,83,1.0,0.1,1.0,0.0,prod
working_memory,1,0,A2_fc_laplacian,random,0.36028127109679264,10.490881730963252,8.758081608765126,279,50,83,1.0,0.1,1.0,0.0,prod
working_memory,1,0,A3_msancr,matched,0.31362531710879515,10.682320078031527,8.840023296628628,279,50,83,10.0,0.1,1.0,1.0,prod
working_memory,1,0,A3_msancr,random,0.3886794669238439,10.350155243694422,8.66417380997939,279,50,83,1.0,0.1,1.0,1.0,prod
working_memory,1,0,A4_modality_ridge,matched,0.3643323952004729,10.473722676109134,8.751475792988806,279,50,83,1.0,0.1,0.0,0.0,none
working_memory,1,0,A4_modality_ridge,random,0.3643323952004729,10.473722676109134,8.751475792988806,279,50,83,1.0,0.1,0.0,0.0,none
working_memory,1,1,A0_ridge,matched,-0.003564486951046622,13.231657204477234,10.833384312944872,279,50,83,10.0,10.0,0.0,0.0,none
working_memory,1,1,A0_ridge,random,-0.003564486951046622,13.231657204477234,10.833384312944872,279,50,83,10.0,10.0,0.0,0.0,none
working_memory,1,1,A1_aniso_ridge,matched,0.022657433297064253,12.700526123807812,10.165172977816988,279,50,83,1.0,0.1,0.0,1.0,prod
working_memory,1,1,A1_aniso_ridge,random,0.004728383878271427,12.816840086095228,10.46531210333109,279,50,83,1.0,0.1,0.0,1.0,prod
working_memory,1,1,A2_fc_laplacian,matched,0.03769420094369796,12.085403420597483,9.940496044720552,279,50,83,1.0,1.0,1.0,0.0,prod
working_memory,1,1,A2_fc_laplacian,random,0.04152800300486129,12.065247908989273,9.899536259379001,279,50,83,1.0,1.0,1.0,0.0,prod
working_memory,1,1,A3_msancr,matched,0.06819310842294318,11.99612127060153,9.820175376511553,279,50,83,1.0,1.0,1.0,1.0,prod
working_memory,1,1,A3_msancr,random,0.04894744020176899,12.076519068441062,9.937568249317543,279,50,83,1.0,1.0,1.0,1.0,prod
working_memory,1,1,A4_modality_ridge,matched,0.04100217837060807,12.08174605247765,9.923212712712518,279,50,83,1.0,1.0,0.0,0.0,none
working_memory,1,1,A4_modality_ridge,random,0.04100217837060807,12.08174605247765,9.923212712712518,279,50,83,1.0,1.0,0.0,0.0,none
working_memory,1,2,A0_ridge,matched,0.043674736160647654,12.829873865052964,10.870769180026903,280,50,82,10.0,10.0,0.0,0.0,none
working_memory,1,2,A0_ridge,random,0.043674736160647654,12.829873865052964,10.870769180026903,280,50,82,10.0,10.0,0.0,0.0,none
working_memory,1,2,A1_aniso_ridge,matched,0.2716768863303527,11.732369450113016,9.617912157862524,280,50,82,0.1,0.1,0.0,1.0,prod
working_memory,1,2,A1_aniso_ridge,random,0.2639034631802512,11.632415786530704,9.521254872631571,280,50,82,0.1,0.1,0.0,1.0,prod
working_memory,1,2,A2_fc_laplacian,matched,0.21608808029382065,11.520281361947372,9.775459960735628,280,50,82,0.1,1.0,1.0,0.0,prod
working_memory,1,2,A2_fc_laplacian,random,0.22573829309841087,11.50920992249539,9.72082097449301,280,50,82,0.1,1.0,1.0,0.0,prod
working_memory,1,2,A3_msancr,matched,0.21453310706695738,11.54365412244147,9.79636355833501,280,50,82,0.1,1.0,1.0,1.0,prod
working_memory,1,2,A3_msancr,random,0.216120459633526,11.56569918181536,9.765391621104877,280,50,82,0.1,1.0,1.0,1.0,prod
working_memory,1,2,A4_modality_ridge,matched,0.2369475922849727,11.451007071981977,9.670351266079633,280,50,82,0.1,1.0,0.0,0.0,none
working_memory,1,2,A4_modality_ridge,random,0.2369475922849727,11.451007071981977,9.670351266079633,280,50,82,0.1,1.0,0.0,0.0,none
working_memory,1,3,A0_ridge,matched,0.2022954000118938,12.481989399598383,10.083398878572048,280,50,82,10.0,10.0,0.0,0.0,none
working_memory,1,3,A0_ridge,random,0.2022954000118938,12.481989399598383,10.083398878572048,280,50,82,10.0,10.0,0.0,0.0,none
working_memory,1,3,A1_aniso_ridge,matched,0.2403563580727855,11.97808307585663,9.726527533742958,280,50,82,1.0,10.0,0.0,1.0,prod
working_memory,1,3,A1_aniso_ridge,random,0.27586682268752427,11.725298097124726,9.532212608643883,280,50,82,1.0,1.0,0.0,1.0,prod
working_memory,1,3,A2_fc_laplacian,matched,0.3194988537597544,11.513309777647319,9.497580924148815,280,50,82,0.1,10.0,1.0,0.0,prod
working_memory,1,3,A2_fc_laplacian,random,0.3141045749742444,11.575233344885842,9.480781564743172,280,50,82,0.1,10.0,1.0,0.0,prod
working_memory,1,3,A3_msancr,matched,0.31683188786732663,11.544397587910604,9.475040891050291,280,50,82,0.1,10.0,1.0,1.0,prod
working_memory,1,3,A3_msancr,random,0.3113725122662163,11.612822824396837,9.477681324067353,280,50,82,0.1,10.0,1.0,1.0,prod
working_memory,1,3,A4_modality_ridge,matched,0.3058855667627278,11.650445899039688,9.493005019906446,280,50,82,0.1,10.0,0.0,0.0,none
working_memory,1,3,A4_modality_ridge,random,0.3058855667627278,11.650445899039688,9.493005019906446,280,50,82,0.1,10.0,0.0,0.0,none
working_memory,1,4,A0_ridge,matched,0.25418461235481665,11.006156145967253,8.338285116257046,280,50,82,10.0,10.0,0.0,0.0,none
working_memory,1,4,A0_ridge,random,0.25418461235481665,11.006156145967253,8.338285116257046,280,50,82,10.0,10.0,0.0,0.0,none
working_memory,1,4,A1_aniso_ridge,matched,0.3100419528163818,10.49389466897085,8.242724111073228,280,50,82,1.0,1.0,0.0,1.0,prod
working_memory,1,4,A1_aniso_ridge,random,0.3028872856831007,10.946897097460175,8.304457373665889,280,50,82,0.1,0.1,0.0,1.0,prod
working_memory,1,4,A2_fc_laplacian,matched,0.32919952961859356,10.457959332208867,7.825758105634654,280,50,82,0.1,10.0,1.0,0.0,prod
working_memory,1,4,A2_fc_laplacian,random,0.30841208199076986,10.324160447856007,8.185538327956964,280,50,82,1.0,10.0,1.0,0.0,prod
working_memory,1,4,A3_msancr,matched,0.3337947477697718,10.443916033520185,7.855358168751897,280,50,82,0.1,10.0,1.0,1.0,prod
working_memory,1,4,A3_msancr,random,0.3264160961544659,10.254227015162252,8.088246973541208,280,50,82,1.0,10.0,1.0,1.0,prod
working_memory,1,4,A4_modality_ridge,matched,0.3186797088470368,10.571277710601295,8.063431093483976,280,50,82,0.1,10.0,0.0,0.0,none
working_memory,1,4,A4_modality_ridge,random,0.3186797088470368,10.571277710601295,8.063431093483976,280,50,82,0.1,10.0,0.0,0.0,none
working_memory,2,0,A0_ridge,matched,0.3298036414484323,11.952274752962447,9.840506076172488,279,50,83,10.0,10.0,0.0,0.0,none
working_memory,2,0,A0_ridge,random,0.3298036414484323,11.952274752962447,9.840506076172488,279,50,83,10.0,10.0,0.0,0.0,none
working_memory,2,0,A1_aniso_ridge,matched,0.3423198194837379,11.668837999741038,9.533882404837392,279,50,83,1.0,1.0,0.0,1.0,prod
working_memory,2,0,A1_aniso_ridge,random,0.3580198693087952,11.672553586564685,9.637941590878448,279,50,83,10.0,10.0,0.0,1.0,prod
working_memory,2,0,A2_fc_laplacian,matched,0.3395777635727141,11.627480561194028,9.471370352320829,279,50,83,1.0,10.0,1.0,0.0,prod
working_memory,2,0,A2_fc_laplacian,random,0.3425401220095846,11.616311662456562,9.458081417420587,279,50,83,1.0,10.0,1.0,0.0,prod
working_memory,2,0,A3_msancr,matched,0.3718320230091853,11.485947039953555,9.35083785976738,279,50,83,1.0,10.0,1.0,1.0,prod
working_memory,2,0,A3_msancr,random,0.3812936377946026,11.442210297659882,9.412602006681166,279,50,83,1.0,10.0,1.0,1.0,prod
working_memory,2,0,A4_modality_ridge,matched,0.3465052681042005,11.597363961320863,9.44558325699541,279,50,83,1.0,10.0,0.0,0.0,none
working_memory,2,0,A4_modality_ridge,random,0.3465052681042005,11.597363961320863,9.44558325699541,279,50,83,1.0,10.0,0.0,0.0,none
working_memory,2,1,A0_ridge,matched,0.3132238744981269,10.70630381416348,8.815429361829738,279,50,83,10.0,10.0,0.0,0.0,none
working_memory,2,1,A0_ridge,random,0.3132238744981269,10.70630381416348,8.815429361829738,279,50,83,10.0,10.0,0.0,0.0,none
working_memory,2,1,A1_aniso_ridge,matched,0.3193273594645252,10.719034460543236,8.900421122144603,279,50,83,1.0,0.1,0.0,1.0,prod
working_memory,2,1,A1_aniso_ridge,random,0.28757474392071536,10.60687325386145,8.62001730988765,279,50,83,10.0,10.0,0.0,1.0,prod
working_memory,2,1,A2_fc_laplacian,matched,0.3581259966183508,10.341135196968766,8.540778491214342,279,50,83,1.0,1.0,1.0,0.0,prod
working_memory,2,1,A2_fc_laplacian,random,0.37268980577257194,10.325407187839936,8.330579107755458,279,50,83,1.0,10.0,1.0,0.0,prod
working_memory,2,1,A3_msancr,matched,0.39541067300638444,10.200824454513365,8.45985767649415,279,50,83,1.0,1.0,1.0,1.0,prod
working_memory,2,1,A3_msancr,random,0.38230065500243093,10.25641698583876,8.391225523612173,279,50,83,1.0,10.0,1.0,1.0,prod
working_memory,2,1,A4_modality_ridge,matched,0.36950460131229773,10.299359856099194,8.51738428889705,279,50,83,1.0,1.0,0.0,0.0,none
working_memory,2,1,A4_modality_ridge,random,0.36950460131229773,10.299359856099194,8.51738428889705,279,50,83,1.0,1.0,0.0,0.0,none
working_memory,2,2,A0_ridge,matched,0.21810515276939532,12.049098176908638,9.215122332000545,280,50,82,10.0,10.0,0.0,0.0,none
working_memory,2,2,A0_ridge,random,0.21810515276939532,12.049098176908638,9.215122332000545,280,50,82,10.0,10.0,0.0,0.0,none
working_memory,2,2,A1_aniso_ridge,matched,0.22405779962811395,11.598454011608979,9.168309802556664,280,50,82,1.0,1.0,0.0,1.0,prod
working_memory,2,2,A1_aniso_ridge,random,0.23831772938636314,11.567323465814939,9.062641792116692,280,50,82,1.0,1.0,0.0,1.0,prod
working_memory,2,2,A2_fc_laplacian,matched,0.16634223399417813,11.452950215885425,8.931120722693699,280,50,82,1.0,10.0,1.0,0.0,prod
working_memory,2,2,A2_fc_laplacian,random,0.15925855846937703,11.480117485894253,8.949173838842814,280,50,82,1.0,10.0,1.0,0.0,prod
working_memory,2,2,A3_msancr,matched,0.1924180903628644,11.406214163389677,8.939073815369255,280,50,82,1.0,10.0,1.0,1.0,prod
working_memory,2,2,A3_msancr,random,0.13385762760755462,11.614089726144487,9.012784396352561,280,50,82,1.0,10.0,1.0,1.0,prod
working_memory,2,2,A4_modality_ridge,matched,0.17097255423780439,11.449755015445948,8.921878385679252,280,50,82,1.0,10.0,0.0,0.0,none
working_memory,2,2,A4_modality_ridge,random,0.17097255423780439,11.449755015445948,8.921878385679252,280,50,82,1.0,10.0,0.0,0.0,none
working_memory,2,3,A0_ridge,matched,0.3128155537213143,11.624231377011983,9.69024502158034,280,50,82,10.0,10.0,0.0,0.0,none
working_memory,2,3,A0_ridge,random,0.3128155537213143,11.624231377011983,9.69024502158034,280,50,82,10.0,10.0,0.0,0.0,none
working_memory,2,3,A1_aniso_ridge,matched,0.35950292679930507,10.841023790669274,9.381652821602465,280,50,82,10.0,10.0,0.0,1.0,prod
working_memory,2,3,A1_aniso_ridge,random,0.35653738779363764,10.755583265367891,9.161566759757276,280,50,82,1.0,10.0,0.0,1.0,prod
working_memory,2,3,A2_fc_laplacian,matched,0.35672601600580545,11.113043946122907,9.605799799205162,280,50,82,10.0,10.0,1.0,0.0,prod
working_memory,2,3,A2_fc_laplacian,random,0.3574137000993459,11.111853819737243,9.605175585722472,280,50,82,10.0,10.0,1.0,0.0,prod
working_memory,2,3,A3_msancr,matched,0.3853595395235031,10.968310351965957,9.494184170463171,280,50,82,10.0,10.0,1.0,1.0,prod
working_memory,2,3,A3_msancr,random,0.3672728208050088,10.981299836530862,9.514064885174168,280,50,82,10.0,10.0,1.0,1.0,prod
working_memory,2,3,A4_modality_ridge,matched,0.3563614864223663,11.111653105725924,9.60503055392299,280,50,82,10.0,10.0,0.0,0.0,none
working_memory,2,3,A4_modality_ridge,random,0.3563614864223663,11.111653105725924,9.60503055392299,280,50,82,10.0,10.0,0.0,0.0,none
working_memory,2,4,A0_ridge,matched,0.16456930497138295,11.599062766291103,9.221279999669552,280,50,82,10.0,10.0,0.0,0.0,none
working_memory,2,4,A0_ridge,random,0.16456930497138295,11.599062766291103,9.221279999669552,280,50,82,10.0,10.0,0.0,0.0,none
working_memory,2,4,A1_aniso_ridge,matched,0.21657855457024994,10.817590967551892,8.611223047907751,280,50,82,1.0,10.0,0.0,1.0,prod
working_memory,2,4,A1_aniso_ridge,random,0.2848370877978291,10.632448306614563,8.50846937118643,280,50,82,1.0,10.0,0.0,1.0,prod
working_memory,2,4,A2_fc_laplacian,matched,0.20766305149299327,10.617939899017346,8.733021097470557,280,50,82,1.0,10.0,1.0,0.0,prod
working_memory,2,4,A2_fc_laplacian,random,0.20312114439563647,10.629359397575891,8.716525012574559,280,50,82,1.0,10.0,1.0,0.0,prod
working_memory,2,4,A3_msancr,matched,0.24519124058040798,10.514729934380998,8.51346957087281,280,50,82,1.0,10.0,1.0,1.0,prod
working_memory,2,4,A3_msancr,random,0.24294764189031787,10.534177002684388,8.541662691251757,280,50,82,1.0,10.0,1.0,1.0,prod
working_memory,2,4,A4_modality_ridge,matched,0.2091185789654063,10.617295438815109,8.708415041198792,280,50,82,1.0,10.0,0.0,0.0,none
working_memory,2,4,A4_modality_ridge,random,0.2091185789654063,10.617295438815109,8.708415041198792,280,50,82,1.0,10.0,0.0,0.0,none
